Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Net PPE,Current Assets,Other Current Assets,Inventory,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Other Non Current Liabilities
33200000.0,33200000.0,5324888000.0,5392239000.0,-1970994000.0,3360425000.0,-6797270000.0,-1970994000.0,-1970994000.0,-1970994000.0,-1970994000.0,-1970994000.0,-2302994000.0,332000000.0,332000000.0,7145788000.0,251723000.0,133846000.0,60820000.0,56312000.0,6894065000.0,639905000.0,5331419000.0,5331419000.0,18209000.0,872604000.0,872604000.0,5174794000.0,5077999000.0,5258000.0,150430000.0,150430000.0,4922311000.0,96795000.0,8101000.0,4256000.0,1737000.0,45114000.0,37587000.0,31056000.0,6531000.0,2023-03-31,
33200000.0,33200000.0,1314902000.0,4185667000.0,-757755000.0,561374000.0,-2558463000.0,-757755000.0,-757755000.0,-757755000.0,-757755000.0,-757755000.0,-1089755000.0,332000000.0,332000000.0,5682584000.0,3057113000.0,56402000.0,2866538000.0,133846000.0,2625471000.0,272876000.0,1319129000.0,1319129000.0,18119000.0,875266000.0,875266000.0,4924829000.0,4857821000.0,5293000.0,150182000.0,150182000.0,4700536000.0,67008000.0,12355000.0,4256000.0,0.0,45114000.0,5283000.0,1056000.0,4227000.0,2024-03-31 00:00:00,-1000.0
33200000.0,33200000.0,3548893000.0,5418397000.0,-2113476000.0,1436824000.0,-5005430000.0,-2113476000.0,-2113476000.0,-2113476000.0,-2113476000.0,-2113476000.0,-2445476000.0,332000000.0,332000000.0,7146422000.0,2077106000.0,133846000.0,1868097000.0,74522000.0,5069316000.0,346643000.0,3550300000.0,3550300000.0,,874721000.0,874721000.0,5032946000.0,4969060000.0,5293000.0,150599000.0,150599000.0,4811423000.0,63886000.0,12050000.0,4256000.0,0.0,45118000.0,2462000.0,1055000.0,1407000.0,2023-09-30 00:00:00,
