Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,153400936.0,153400936.0,16070000000.0,23560000000.0,10650000000.0,54710000000.0,-6070000000.0,10650000000.0,2440000000.0,33590000000.0,42500000000.0,36620000000.0,3030000000.0,33590000000.0,32820000000.0,,,770000000.0,770000000.0,39870000000.0,11960000000.0,720000000.0,,,350000000.0,10610000000.0,1700000000.0,8910000000.0,280000000.0,27910000000.0,1630000000.0,12950000000.0,740000000.0,12210000000.0,,390000000.0,7760000000.0,,100000000.0,7660000000.0,76490000000.0,54650000000.0,1010000000.0,,5790000000.0,650000000.0,650000000.0,,22940000000.0,13410000000.0,9530000000.0,23090000000.0,,23090000000.0,4340000000.0,18750000000.0,,,,,21840000000.0,2680000000.0,1110000000.0,,,6400000000.0,,,,,6180000000.0,,,5470000000.0,420000000.0,5050000000.0,,2024-03-31
,144094573.0,144094573.0,19490000000.0,22740000000.0,9370000000.0,51280000000.0,-6480000000.0,9370000000.0,2710000000.0,31250000000.0,40930000000.0,34320000000.0,3070000000.0,31250000000.0,30530000000.0,,,720000000.0,720000000.0,39880000000.0,13030000000.0,750000000.0,,,330000000.0,11670000000.0,1990000000.0,9680000000.0,280000000.0,26850000000.0,1330000000.0,11070000000.0,720000000.0,10350000000.0,,460000000.0,8140000000.0,,140000000.0,8000000000.0,74200000000.0,53830000000.0,1070000000.0,,5640000000.0,620000000.0,620000000.0,,21880000000.0,12550000000.0,9330000000.0,23480000000.0,,23480000000.0,4190000000.0,19290000000.0,,,,,20370000000.0,2750000000.0,2980000000.0,,,6350000000.0,,,,,7140000000.0,,,1150000000.0,610000000.0,540000000.0,,2023-09-30
,144088323.0,144088323.0,17970000000.0,21840000000.0,12090000000.0,52410000000.0,-12270000000.0,12090000000.0,2970000000.0,33540000000.0,35780000000.0,36620000000.0,3080000000.0,33540000000.0,160000000.0,7100000000.0,16180000000.0,720000000.0,720000000.0,40210000000.0,5860000000.0,780000000.0,260000000.0,780000000.0,320000000.0,4500000000.0,2260000000.0,2240000000.0,260000000.0,34350000000.0,130000000.0,17340000000.0,710000000.0,16630000000.0,520000000.0,440000000.0,11980000000.0,3090000000.0,220000000.0,8670000000.0,76830000000.0,54750000000.0,1070000000.0,1540000000.0,6080000000.0,0.0,640000000.0,0.0,21450000000.0,12000000000.0,9450000000.0,24360000000.0,-22020000000.0,46380000000.0,4140000000.0,1030000000.0,27670000000.0,10880000000.0,2660000000.0,0.0,22080000000.0,3090000000.0,2940000000.0,340000000.0,3090000000.0,6580000000.0,2620000000.0,540000000.0,3420000000.0,260000000.0,7970000000.0,-1130000000.0,9100000000.0,900000000.0,600000000.0,900000000.0,900000000.0,2023-03-31
