Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
82080737.0,82080737.0,1138777000.0,1207487000.0,9020432000.0,10342263000.0,5392601000.0,9020432000.0,9134776000.0,9226567000.0,9166063000.0,31287000.0,9134776000.0,8806453000.0,,,328323000.0,328323000.0,6719707000.0,583182000.0,,192614000.0,91791000.0,91791000.0,298777000.0,6136525000.0,115876000.0,1115696000.0,1115696000.0,,4266000.0,4152934000.0,,,258784000.0,3894150000.0,15885770000.0,4356644000.0,100000000.0,,236986000.0,236986000.0,114344000.0,,3905314000.0,,3905314000.0,722711000.0,3182603000.0,,,,,11529126000.0,1585570000.0,,,2161884000.0,,,27057000.0,376946000.0,5132242000.0,,,2245427000.0,2176717000.0,68710000.0,,2024-03-31
82080737.0,82080737.0,1213344000.0,1309321000.0,8611422000.0,10035336000.0,5118481000.0,8611422000.0,8726015000.0,8793171000.0,8744244000.0,18229000.0,8726015000.0,8397692000.0,,,328323000.0,328323000.0,7142532000.0,518873000.0,259141000.0,192576000.0,67156000.0,67156000.0,259141000.0,6623659000.0,161901000.0,1242165000.0,1242165000.0,,3292000.0,4392864000.0,,,311613000.0,4081251000.0,15886776000.0,4144636000.0,100000000.0,,493137000.0,493137000.0,114593000.0,,3436906000.0,,3436906000.0,151543000.0,3285363000.0,,,,,11742140000.0,2119605000.0,,,1812070000.0,,,27057000.0,338260000.0,5197795000.0,,,2247353000.0,2151376000.0,95977000.0,,2023-09-30
82080737.0,82080737.0,1273359000.0,1336992000.0,8268221000.0,9734473000.0,4815593000.0,8268221000.0,8397481000.0,8489948000.0,8410560000.0,13079000.0,8397481000.0,8069158000.0,1067561000.0,6449914000.0,328323000.0,328323000.0,7158426000.0,509925000.0,240346000.0,177112000.0,92467000.0,92467000.0,,6648501000.0,71180000.0,1244525000.0,1244525000.0,3292000.0,513842000.0,4601009000.0,45007000.0,93000.0,175306000.0,4380603000.0,15568986000.0,4104892000.0,100000000.0,124878000.0,383950000.0,383950000.0,129260000.0,129260000.0,3466804000.0,-876989000.0,4343793000.0,41031000.0,17077000.0,3207293000.0,191119000.0,887273000.0,0.0,11464094000.0,1291172000.0,1608534000.0,1308378000.0,1419949000.0,469005000.0,950944000.0,485368000.0,273476000.0,6304756000.0,-42449000.0,6347205000.0,63633000.0,2058351000.0,63633000.0,63633000.0,2023-03-31
