Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Current Deferred Assets,Prepaid Assets,Inventory,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
53036219.0,53036219.0,673384000.0,676733000.0,2455881000.0,3305324000.0,1430979000.0,2455881000.0,2628591000.0,2647134000.0,2628591000.0,2628591000.0,44145000.0,,,265181000.0,265181000.0,2004162000.0,27459000.0,4507000.0,,,18543000.0,18543000.0,4409000.0,1976703000.0,95508000.0,658190000.0,658190000.0,,787000.0,1101181000.0,,27945000.0,1073236000.0,4632753000.0,1225072000.0,1000.0,,,57459000.0,130260000.0,130260000.0,113607000.0,172710000.0,,172710000.0,669445000.0,,669445000.0,45798000.0,623647000.0,,,,3407682000.0,448936000.0,,,799605000.0,,,237600000.0,,1171003000.0,,,750538000.0,747189000.0,3349000.0,,2024-03-31
53036219.0,53036219.0,678403000.0,687302000.0,2398686000.0,3258698000.0,1347741000.0,2398686000.0,2571396000.0,2594379000.0,2571396000.0,2571396000.0,44145000.0,,,265181000.0,265181000.0,1193027000.0,33023000.0,4510000.0,,,22983000.0,22983000.0,5530000.0,1160004000.0,33318000.0,664319000.0,664319000.0,,781000.0,288431000.0,,26305000.0,262126000.0,3764423000.0,1256678000.0,,,,46261000.0,87286000.0,87286000.0,113607000.0,172710000.0,,172710000.0,726741000.0,,726741000.0,45798000.0,680943000.0,,,,2507745000.0,84266000.0,,,928202000.0,,,212435000.0,,750821000.0,,,532021000.0,523122000.0,8899000.0,,2023-09-30
53036219.0,53036219.0,579411000.0,622824000.0,2345888000.0,3141419000.0,1293949000.0,2345888000.0,2518595000.0,2555833000.0,2518595000.0,2518595000.0,44144000.0,726959000.0,1481264000.0,265181000.0,265181000.0,1337274000.0,46496000.0,4509000.0,4749000.0,0.0,37238000.0,37238000.0,4749000.0,1290778000.0,24360000.0,585586000.0,585586000.0,781000.0,781000.0,617429000.0,24360000.0,18223000.0,574846000.0,3855869000.0,1271142000.0,9000.0,82991000.0,0.0,30484000.0,82991000.0,82991000.0,113607000.0,172707000.0,7000.0,172700000.0,730204000.0,-378644000.0,1108848000.0,47031000.0,649522000.0,90744000.0,321551000.0,0.0,2584727000.0,4375000.0,13478000.0,88250000.0,839337000.0,317756000.0,521581000.0,304463000.0,0.0,1193448000.0,-245930000.0,1439378000.0,141376000.0,97963000.0,43413000.0,43413000.0,2023-03-31
