Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
29178512.960437,0.277626,484400000.0,105100000.0,105100000.0,312200000.0,110400000.0,1102300000.0,589500000.0,479100000.0,-39300000.0,39300000.0,236278512.960437,312200000.0,2484300000.0,,,,,312200000.0,312200000.0,0.0,312200000.0,-5500000.0,317700000.0,317700000.0,122100000.0,439800000.0,12200000.0,105100000.0,60700000.0,-165800000.0,0.0,-39300000.0,39300000.0,361800000.0,1382000000.0,872100000.0,110400000.0,110400000.0,1743800000.0,1102300000.0,2846100000.0,2846100000.0,2024-03-31
384986438.746439,0.211206,450200000.0,1822800000.0,1822800000.0,1656000000.0,110200000.0,985000000.0,2273000000.0,2162800000.0,-56800000.0,56800000.0,218186438.746439,1656000000.0,2337000000.0,96898771.0,96898771.0,17.09,17.09,1656000000.0,1656000000.0,0.0,1656000000.0,-5200000.0,1661200000.0,1661200000.0,444800000.0,2106000000.0,92900000.0,1822800000.0,-1776800000.0,0.0,-46000000.0,-56800000.0,56800000.0,247100000.0,1352000000.0,798500000.0,110200000.0,110200000.0,1599100000.0,985000000.0,2584100000.0,2584100000.0,2023-12-31
0.0,0.267618,505900000.0,0.0,0.0,240600000.0,107200000.0,1059900000.0,505900000.0,398700000.0,-62400000.0,62400000.0,240600000.0,240600000.0,2442000000.0,97016129.0,97016129.0,2.48,2.48,240600000.0,240600000.0,0.0,240600000.0,-5700000.0,246300000.0,246300000.0,90000000.0,336300000.0,50800000.0,0.0,,0.0,0.0,-62400000.0,62400000.0,347900000.0,1382100000.0,834600000.0,107200000.0,107200000.0,1730000000.0,1059900000.0,2789900000.0,2789900000.0,2023-09-30
-16800867.678959,0.313449,499800000.0,-53600000.0,-53600000.0,185500000.0,105400000.0,1040000000.0,446200000.0,340800000.0,-64200000.0,64200000.0,222299132.321041,185500000.0,2371800000.0,97120419.0,97120419.0,1.91,1.91,185500000.0,185500000.0,0.0,185500000.0,-4400000.0,189900000.0,189900000.0,86700000.0,276600000.0,46000000.0,-53600000.0,,,,-64200000.0,64200000.0,348400000.0,1331800000.0,803300000.0,105400000.0,105400000.0,1680200000.0,1040000000.0,2720200000.0,2720200000.0,2023-06-30
-9199056.603774,0.154088,648700000.0,-59700000.0,-59700000.0,345700000.0,104600000.0,2013700000.0,589000000.0,484400000.0,-81000000.0,71000000.0,396200943.396226,345700000.0,2309200000.0,,,,,345700000.0,345700000.0,0.0,345700000.0,-4000000.0,349700000.0,349700000.0,63700000.0,413400000.0,-182200000.0,-102600000.0,,112200000.0,,-81000000.0,71000000.0,595900000.0,295500000.0,-771000000.0,104600000.0,90800000.0,891400000.0,2013700000.0,2905100000.0,2905100000.0,2023-03-31
,,,,,,,,,,,,,,,97076271.0,97076271.0,2.36,2.36,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,2022-12-31
0.0,0.225748,474000000.0,0.0,0.0,249300000.0,111700000.0,1135900000.0,474000000.0,362300000.0,-31400000.0,31400000.0,249300000.0,249300000.0,2581300000.0,97003891.0,97003891.0,2.57,2.57,249300000.0,249300000.0,0.0,249300000.0,-6900000.0,256200000.0,256200000.0,74700000.0,330900000.0,50700000.0,0.0,,,0.0,-31400000.0,31400000.0,311600000.0,1445400000.0,880200000.0,111700000.0,111700000.0,1757000000.0,1135900000.0,2892900000.0,2892900000.0,2024-06-30 00:00:00
