Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.251412,133270000.0,99637000.0,170000.0,0.0,133270000.0,133100000.0,0.0,0.0,99637000.0,99637000.0,1665000.0,,,,,99637000.0,99637000.0,0.0,99637000.0,99637000.0,99637000.0,33463000.0,133100000.0,0.0,0.0,133100000.0,1665000.0,1112000.0,170000.0,170000.0,134765000.0,0.0,134765000.0,134765000.0,2024-03-31
0.0,0.258895,1493000.0,979000.0,172000.0,0.0,1493000.0,1321000.0,0.0,0.0,979000.0,979000.0,1679000.0,19580000.0,19580000.0,0.05,0.05,979000.0,979000.0,0.0,979000.0,979000.0,979000.0,342000.0,1321000.0,0.0,0.0,1321000.0,1679000.0,1159000.0,172000.0,172000.0,3000000.0,0.0,3000000.0,3000000.0,2023-12-31
0.0,0.3,40094000.0,29865000.0,163000.0,0.0,40094000.0,39931000.0,,,29865000.0,29865000.0,1753000.0,18435185.0,18435185.0,1.62,1.62,29865000.0,29865000.0,0.0,29865000.0,49997000.0,49997000.0,-10066000.0,39931000.0,,,39931000.0,1753000.0,1165000.0,163000.0,163000.0,41684000.0,0.0,41684000.0,41684000.0,2023-09-30
0.0,0.260584,3210000.0,2253000.0,163000.0,0.0,3210000.0,3047000.0,0.0,0.0,2253000.0,2253000.0,2145000.0,18775000.0,18775000.0,0.12,0.12,2253000.0,2253000.0,0.0,2253000.0,2253000.0,2253000.0,794000.0,3047000.0,0.0,0.0,3047000.0,2145000.0,1694000.0,163000.0,163000.0,5192000.0,0.0,5192000.0,5192000.0,2023-06-30
0.0,0.252212,129301380.0,96554900.0,180300.0,0.0,129301380.0,129121080.0,,,96554900.0,96554900.0,2762030.0,,,,,96554900.0,96554900.0,0.0,96554900.0,96555900.0,96555900.0,32566180.0,129122080.0,,,129121080.0,2762030.0,-2384400.0,180300.0,109040.0,131883000.0,0.0,131883110.0,131883110.0,2023-03-31
,,,,,,,,0.0,0.0,,,,19350000.0,19350000.0,0.08,0.08,,,,,,,,,0.0,0.0,,,,,,,,,,2022-12-31
0.0,0.283003,1352000.0,869000.0,140000.0,,1352000.0,1212000.0,0.0,0.0,869000.0,869000.0,2661000.0,17380000.0,17380000.0,0.05,0.05,869000.0,869000.0,0.0,869000.0,869000.0,869000.0,343000.0,1212000.0,0.0,0.0,1212000.0,2661000.0,2206000.0,140000.0,140000.0,,,3873000.0,3873000.0,2024-06-30 00:00:00
