Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
65171111.0,65171111.0,13891300000.0,15131610000.0,24533610000.0,39594510000.0,12963140000.0,24533610000.0,87410000.0,24550310000.0,35475220000.0,24550340000.0,30000.0,24550310000.0,23898600000.0,,,651710000.0,651710000.0,29793450000.0,12177210000.0,121790000.0,775520000.0,309190000.0,10970710000.0,45800000.0,10924910000.0,17616240000.0,816930000.0,4160900000.0,41610000.0,4119290000.0,242820000.0,8478660000.0,,120860000.0,8357800000.0,54343790000.0,23764410000.0,95890000.0,,375480000.0,15644860000.0,15644860000.0,,,57950000.0,16700000.0,,7482390000.0,,7482390000.0,136820000.0,7345570000.0,,,,,30579380000.0,3714990000.0,3194540000.0,,,2967010000.0,,10367370000.0,6729160000.0,,,3606310000.0,2453410000.0,1152900000.0,,,2024-03-31
65171111.0,65171111.0,14224730000.0,14407460000.0,21579320000.0,35917040000.0,13516850000.0,21579320000.0,88180000.0,21597760000.0,31168310000.0,21597760000.0,,21597760000.0,20946050000.0,,,651710000.0,651710000.0,31817860000.0,10347190000.0,169370000.0,315720000.0,251240000.0,9610860000.0,40310000.0,9570550000.0,21470670000.0,524350000.0,4796600000.0,47870000.0,4748730000.0,256320000.0,5583450000.0,,6330000.0,5577120000.0,53415620000.0,18428100000.0,251260000.0,,262400000.0,10264150000.0,10264150000.0,,,78290000.0,18440000.0,,7279880000.0,,7279880000.0,7780000.0,7272100000.0,,,,,34987520000.0,3253340000.0,11852140000.0,,,2799740000.0,,7703440000.0,5693120000.0,,,3685740000.0,3591190000.0,94550000.0,,,2023-09-30
65171111.0,65171111.0,18132840000.0,19102030000.0,19203300000.0,38286260000.0,10588460000.0,19203300000.0,34520000.0,19218750000.0,34039030000.0,19218750000.0,,19218750000.0,18567040000.0,15872570000.0,2694470000.0,651710000.0,651710000.0,30048030000.0,15455330000.0,144610000.0,194770000.0,279600000.0,14836350000.0,16070000.0,14820280000.0,14592700000.0,29640000.0,4265680000.0,18450000.0,4247230000.0,12370000.0,8358000000.0,974870000.0,141370000.0,7241760000.0,49266780000.0,24085620000.0,10000.0,793590000.0,209940000.0,15831820000.0,15831820000.0,101290000.0,101290000.0,78980000.0,15450000.0,15450000.0,6999710000.0,-4125470000.0,11125180000.0,745870000.0,6253850000.0,9831260000.0,92070000.0,455980000.0,0.0,25181160000.0,2881050000.0,9630000.0,1732880000.0,2884740000.0,2353310000.0,2353310000.0,9984420000.0,7281510000.0,-34880000.0,7316390000.0,934670000.0,5863230000.0,934670000.0,212000000.0,722670000.0,2023-03-31
