Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
27912808.0,27912808.0,152200000.0,159000000.0,1651400000.0,1807000000.0,1228300000.0,1651400000.0,4800000.0,1652800000.0,1652800000.0,1652800000.0,1652800000.0,1373700000.0,,,279100000.0,279100000.0,918100000.0,8000000.0,,3200000.0,3200000.0,4800000.0,910100000.0,25100000.0,155800000.0,1600000.0,154200000.0,,21600000.0,613300000.0,,,,613300000.0,2570900000.0,432500000.0,6100000.0,,112500000.0,15800000.0,15800000.0,0.0,,1400000.0,1400000.0,213800000.0,,213800000.0,900000.0,212900000.0,,,,,2138400000.0,210200000.0,,,444600000.0,,,,,,1453500000.0,,,30100000.0,28100000.0,2000000.0,,,2024-03-31
27912808.0,27912808.0,307400000.0,309100000.0,1618200000.0,1928100000.0,1084400000.0,1618200000.0,1200000.0,1620200000.0,1620200000.0,1620200000.0,1620200000.0,1341100000.0,,,279100000.0,279100000.0,1099900000.0,5700000.0,,700000.0,700000.0,5000000.0,1094200000.0,62800000.0,308400000.0,500000.0,307900000.0,,22300000.0,590800000.0,,,,590800000.0,2720100000.0,541500000.0,2600000.0,,124700000.0,12400000.0,12400000.0,,,2000000.0,2000000.0,217100000.0,,217100000.0,6200000.0,210900000.0,,,,,2178600000.0,293700000.0,,,532800000.0,,,,,,1308200000.0,,,43900000.0,43400000.0,500000.0,,,2023-09-30
27887604.0,27887604.0,105800000.0,151500000.0,1631400000.0,1784100000.0,1071500000.0,1631400000.0,1500000.0,1634100000.0,1634100000.0,1634100000.0,1634100000.0,6900000.0,353200000.0,948600000.0,278900000.0,278900000.0,897700000.0,5200000.0,1000000.0,1000000.0,1000000.0,4200000.0,892500000.0,100000.0,150500000.0,500000.0,150000000.0,700000.0,22700000.0,642000000.0,49800000.0,2100000.0,22900000.0,567200000.0,2531800000.0,567800000.0,3300000.0,8000000.0,120300000.0,0.0,7300000.0,4800000.0,4800000.0,2700000.0,2700000.0,215100000.0,-544700000.0,759800000.0,1000000.0,149600000.0,472600000.0,106100000.0,30500000.0,0.0,1964000000.0,100000.0,26000000.0,47400000.0,402200000.0,166800000.0,42300000.0,193100000.0,68400000.0,232900000.0,1137400000.0,-177700000.0,1315200000.0,49600000.0,5400000.0,44200000.0,16700000.0,27500000.0,2023-03-31
27934191.0,27934191.0,131800000.0,234000000.0,1598300000.0,1829200000.0,1158500000.0,1598300000.0,4000000.0,1599200000.0,1599200000.0,1599200000.0,1599200000.0,1319900000.0,,,279300000.0,279300000.0,1014600000.0,7800000.0,,2300000.0,2300000.0,5500000.0,1006800000.0,36100000.0,231700000.0,1700000.0,230000000.0,,22100000.0,616600000.0,,,,616600000.0,2613800000.0,448500000.0,1700000.0,,131100000.0,16600000.0,16600000.0,,,900000.0,900000.0,208900000.0,,208900000.0,1100000.0,207800000.0,,,,,2165300000.0,286000000.0,,,474100000.0,,,,,,1279200000.0,,,126000000.0,27800000.0,98200000.0,,,2024-09-30 00:00:00
