Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
14277809.0,14277809.0,7860300000.0,8533600000.0,8327800000.0,17286800000.0,950900000.0,8327800000.0,308900000.0,9062100000.0,12112000000.0,11693200000.0,2631100000.0,9062100000.0,8919300000.0,,,142800000.0,142800000.0,14770900000.0,3646200000.0,37900000.0,,,,17700000.0,3301200000.0,251300000.0,3049900000.0,273400000.0,11124700000.0,503500000.0,,5232400000.0,57600000.0,5174800000.0,,281300000.0,4227500000.0,,,3100000.0,4224400000.0,26464100000.0,14388500000.0,398000000.0,,,1418300000.0,,651100000.0,651100000.0,,2969200000.0,,,734300000.0,45200000.0,689100000.0,7707300000.0,,7707300000.0,453400000.0,7253900000.0,,,,,12075600000.0,840000000.0,,,,,4213500000.0,,,,,900000.0,0.0,6036700000.0,,,984500000.0,620100000.0,364400000.0,,,2024-03-31
14277809.0,14277809.0,7691100000.0,8322100000.0,7713700000.0,16672700000.0,1241000000.0,7713700000.0,95900000.0,8446500000.0,11895500000.0,10918900000.0,2472400000.0,8446500000.0,8303700000.0,,,142800000.0,142800000.0,15019600000.0,3903600000.0,40800000.0,,,,43600000.0,3519400000.0,70400000.0,3449000000.0,284600000.0,11116000000.0,493500000.0,,4802700000.0,25500000.0,4777200000.0,,393000000.0,4679000000.0,,,400000.0,4678600000.0,25938500000.0,13581500000.0,463000000.0,,,1436300000.0,,786400000.0,786400000.0,,2663800000.0,,,732800000.0,43700000.0,689100000.0,7001900000.0,,7001900000.0,370900000.0,6631000000.0,,,,,12357000000.0,688800000.0,,395300000.0,,,4250300000.0,,,,,3800000.0,0.0,5819100000.0,,,1199700000.0,664600000.0,535100000.0,,,2023-09-30
14277809.0,14277809.0,8057100000.0,8954100000.0,7319900000.0,16607300000.0,981800000.0,7319900000.0,425600000.0,8078800000.0,11426600000.0,10509500000.0,2430700000.0,8078800000.0,-1300000.0,2024000000.0,590600000.0,142800000.0,142800000.0,15406400000.0,4019100000.0,92100000.0,0.0,395200000.0,37600000.0,36900000.0,3442200000.0,94400000.0,3347800000.0,395200000.0,11387300000.0,60500000.0,100000.0,5511900000.0,331200000.0,5180700000.0,63700000.0,72600000.0,5593600000.0,722800000.0,9600000.0,100000.0,4861200000.0,25915900000.0,13546809000.0,59100000.0,0.0,761700000.0,394300000.0,78700000.0,465809000.0,416200000.0,49609000.0,2734300000.0,2734300000.0,0.0,758900000.0,49600000.0,709300000.0,8277600000.0,-8358400000.0,16636000000.0,379500000.0,1800000.0,12787800000.0,2215700000.0,1251200000.0,0.0,12369100000.0,65500000.0,500000.0,,9600000.0,561800000.0,4366400000.0,22800000.0,1634200000.0,616800000.0,2092600000.0,203400000.0,14300000.0,6421800000.0,-143000000.0,6564800000.0,725800000.0,254400000.0,471400000.0,146000000.0,325400000.0,2023-03-31
