Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-102640000.0,0.4,649200000.0,-256600000.0,-256600000.0,83500000.0,215000000.0,1092000000.0,392600000.0,177600000.0,-8200000.0,8200000.0,237460000.0,-85200000.0,2584700000.0,,,,,-85200000.0,-85200000.0,0.0,-85200000.0,-87100000.0,1900000.0,-168700000.0,170600000.0,-1200000.0,169400000.0,376900000.0,-256600000.0,256600000.0,-8200000.0,8200000.0,77400000.0,1492700000.0,402700000.0,215000000.0,215000000.0,432900000.0,432900000.0,1570100000.0,1092000000.0,2662100000.0,2662100000.0,2024-03-31
-2944444.444444,0.214923,556000000.0,-13700000.0,-13700000.0,252900000.0,152000000.0,1443300000.0,542300000.0,390300000.0,-20400000.0,20400000.0,263655555.555556,257700000.0,2979000000.0,72796610.0,72796610.0,3.54,3.54,257700000.0,257700000.0,0.0,257700000.0,-37500000.0,295200000.0,4800000.0,290400000.0,79500000.0,369900000.0,179000000.0,-13700000.0,13700000.0,-20400000.0,20400000.0,225000000.0,1535700000.0,497500000.0,152000000.0,152000000.0,411200000.0,411200000.0,1760700000.0,1443300000.0,3204000000.0,3204000000.0,2023-12-31
-3600000.0,0.3,401800000.0,-12000000.0,-12000000.0,181400000.0,150800000.0,1304500000.0,389800000.0,239000000.0,-26600000.0,26600000.0,189800000.0,198200000.0,2844400000.0,73316948.0,73316948.0,0.25,0.25,198200000.0,198200000.0,0.0,198200000.0,-43600000.0,241800000.0,16800000.0,225000000.0,-12600000.0,212400000.0,123000000.0,-12000000.0,12000000.0,-26600000.0,26600000.0,128000000.0,1539900000.0,425600000.0,150800000.0,150800000.0,474100000.0,474100000.0,1667900000.0,1304500000.0,2972400000.0,2972400000.0,2023-09-30
-183480.721613,0.262115,448300000.0,-700000.0,-700000.0,195000000.0,152100000.0,903800000.0,447600000.0,295500000.0,-12800000.0,12800000.0,195516519.278387,195000000.0,2365500000.0,66101695.0,66101695.0,2.95,2.95,195000000.0,195000000.0,0.0,195000000.0,-13600000.0,208600000.0,0.0,208600000.0,74100000.0,282700000.0,117400000.0,-700000.0,700000.0,-12800000.0,12800000.0,178800000.0,1461700000.0,399100000.0,152100000.0,152100000.0,457000000.0,457000000.0,1640500000.0,903800000.0,2544300000.0,2544300000.0,2023-06-30
-1806722.689076,0.361345,359000000.0,-5000000.0,-5000000.0,21000000.0,206000000.0,1336000000.0,354000000.0,148000000.0,-29000000.0,29000000.0,24193277.310924,-4000000.0,2822000000.0,,,,,-4000000.0,-4000000.0,0.0,-4000000.0,-55000000.0,51000000.0,-25000000.0,76000000.0,43000000.0,119000000.0,82000000.0,-5000000.0,5000000.0,-29000000.0,29000000.0,71000000.0,1486000000.0,381000000.0,206000000.0,206000000.0,473000000.0,473000000.0,1557000000.0,1336000000.0,2893000000.0,2893000000.0,2023-03-31
,,,,,,,,,,,,,,,66437247.0,65903614.0,2.47,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-61181.310608,0.305907,498200000.0,-200000.0,-200000.0,226300000.0,152000000.0,849900000.0,498000000.0,346000000.0,-5700000.0,5700000.0,226438818.689392,226300000.0,2403600000.0,76452703.0,76452703.0,2.96,2.96,226300000.0,226300000.0,0.0,226300000.0,-9900000.0,236200000.0,0.0,236200000.0,104100000.0,340300000.0,255700000.0,-200000.0,200000.0,-5700000.0,5700000.0,97200000.0,1553700000.0,480200000.0,152000000.0,152000000.0,408800000.0,408800000.0,1650900000.0,849900000.0,2500800000.0,2500800000.0,2024-06-30 00:00:00
