Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,261113151.0,261113151.0,12930200000.0,13393300000.0,3679900000.0,16847800000.0,-8283700000.0,3679900000.0,226500000.0,3681000000.0,7334700000.0,3681000000.0,3681000000.0,1069900000.0,,,2611100000.0,2611100000.0,25388000000.0,4318900000.0,,3854400000.0,200700000.0,3653700000.0,464500000.0,21069100000.0,182600000.0,9538900000.0,25800000.0,9513100000.0,447600000.0,10559300000.0,,,,10559300000.0,29069000000.0,16283600000.0,340000000.0,,2586100000.0,41000000.0,41000000.0,,1100000.0,,13223900000.0,,13223900000.0,1053400000.0,12170500000.0,,,,,12785400000.0,968700000.0,,,5906800000.0,,,,,8900000.0,1647300000.0,,,4253700000.0,4017100000.0,236600000.0,,2024-03-31
,261113151.0,261113151.0,7709200000.0,8093500000.0,5084800000.0,12941800000.0,-6346500000.0,5084800000.0,238800000.0,5087100000.0,8975900000.0,5087100000.0,5087100000.0,2476000000.0,,,2611100000.0,2611100000.0,22860400000.0,4552100000.0,,4103000000.0,214200000.0,3888800000.0,449100000.0,18308300000.0,184800000.0,3990500000.0,24600000.0,3965900000.0,457300000.0,13289500000.0,,,,13289500000.0,27947500000.0,15986700000.0,422500000.0,,2586100000.0,47500000.0,47500000.0,,2300000.0,,12858700000.0,,12858700000.0,2527500000.0,10331200000.0,,,,,11961800000.0,937600000.0,,,5826900000.0,,,,,10100000.0,1677400000.0,,,3509800000.0,3364300000.0,145500000.0,,2023-09-30
,261113151.0,261113151.0,8098400000.0,8901300000.0,5723400000.0,14385400000.0,-2217500000.0,5723400000.0,242500000.0,5726600000.0,11330000000.0,5726600000.0,5726600000.0,,-2070600000.0,4475900000.0,2611100000.0,2611100000.0,21402900000.0,6244600000.0,0.0,5824200000.0,220800000.0,5603400000.0,420400000.0,15158300000.0,400000.0,3077100000.0,21700000.0,3055400000.0,457400000.0,11482200000.0,403900000.0,800000.0,0.0,11077500000.0,27129500000.0,14173700000.0,-14900000.0,255700000.0,2586100000.0,0.0,39100000.0,0.0,3200000.0,3200000.0,11071500000.0,-4736100000.0,15807600000.0,3244100000.0,7827500000.0,11010400000.0,1522600000.0,30500000.0,0.0,12940800000.0,1339800000.0,800000.0,376100000.0,6436600000.0,81600000.0,2813200000.0,241600000.0,3300200000.0,3891900000.0,1621400000.0,-583300000.0,2204700000.0,614000000.0,53600000.0,560400000.0,560400000.0,2023-03-31
