Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
105964410.0,105964410.0,105729000.0,106335000.0,200013000.0,306348000.0,65856000.0,200013000.0,200013000.0,216762000.0,200013000.0,200013000.0,94049000.0,,,105964000.0,105964000.0,197421000.0,31439000.0,1000.0,,12461000.0,16749000.0,16749000.0,2228000.0,165982000.0,1765000.0,89586000.0,89586000.0,1256000.0,73375000.0,,0.0,73375000.0,397434000.0,165596000.0,370000.0,,0.0,1116000.0,1116000.0,0.0,164110000.0,,164110000.0,0.0,164110000.0,,,,,231838000.0,19645000.0,,134999000.0,,,,507000.0,,76081000.0,606000.0,606000.0,,2023-09-30
105964410.0,105964410.0,141174120.0,142974460.0,133342600.0,276317060.0,25417620.0,133342600.0,133342600.0,176394060.0,133342600.0,133342600.0,27378000.0,2387690.0,22429540.0,105964410.0,105964410.0,213947280.0,57359430.0,-10.0,2227980.0,12080000.0,43051460.0,43051460.0,2227980.0,156587850.0,6038000.0,99923000.0,99923000.0,4187410.0,50614870.0,3420130.0,755100.0,46439640.0,347289880.0,165284410.0,-10.0,1189090.0,,1087950.0,1087950.0,0.0,163007380.0,-55719090.0,218726470.0,7476700.0,12865620.0,135356000.0,58650550.0,4377600.0,0.0,182005470.0,-20.0,6995200.0,111777430.0,44819260.0,46659540.0,20298630.0,298400.0,4023710.0,57110410.0,1800340.0,1800340.0,1800340.0,2023-03-31
134177000.0,134177000.0,91311000.0,99885000.0,314129000.0,414014000.0,173545000.0,314129000.0,314129000.0,321878000.0,314129000.0,314129000.0,179952000.0,,,134177000.0,134177000.0,148950000.0,25505000.0,1000.0,,15187000.0,7749000.0,7749000.0,2568000.0,123445000.0,11350000.0,92136000.0,92136000.0,644000.0,19315000.0,,,19315000.0,463079000.0,166089000.0,,,,1266000.0,1266000.0,0.0,164823000.0,,164823000.0,0.0,164823000.0,,,,,296990000.0,42639000.0,,160763000.0,,,,273000.0,,84741000.0,8574000.0,8574000.0,,2024-03-31 00:00:00
