Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Subsidiariesat Cost,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Other Non Current Assets
11270000.0,11270000.0,0.0,-261720000.0,-261720000.0,-284359000.0,-261720000.0,,-261720000.0,-261720000.0,-261720000.0,-261720000.0,-374420000.0,,112700000.0,112700000.0,457163000.0,517000.0,,0.0,0.0,517000.0,456646000.0,431870000.0,,,,520000.0,24256000.0,,24256000.0,195443000.0,23156000.0,,23000.0,2247000.0,2247000.0,,,0.0,20576000.0,,,,,,,172287000.0,168444000.0,,,0.0,35000.0,150000.0,2267000.0,,,1391000.0,,1391000.0,,1391000.0,2024-03-31,
11270000.0,11270000.0,0.0,-239432000.0,-239432000.0,-263406000.0,-239432000.0,,-239432000.0,-239432000.0,-239432000.0,-239432000.0,-352132000.0,,112700000.0,112700000.0,458073000.0,471000.0,,0.0,0.0,471000.0,457602000.0,431666000.0,,,,617000.0,25319000.0,,25319000.0,218641000.0,24445000.0,,93000.0,398000.0,398000.0,,,,21354000.0,,,,,,,194196000.0,188383000.0,,,0.0,-4000.0,0.0,2267000.0,,,3550000.0,1853000.0,1697000.0,,1697000.0,2023-09-30,
11270000.0,11270000.0,0.0,-229674000.0,-229674000.0,-253165000.0,-229674000.0,0.0,-229674000.0,-229674000.0,-229674000.0,-229674000.0,-342374000.0,-342374000.0,112700000.0,112700000.0,457098000.0,471000.0,471000.0,0.0,0.0,471000.0,456627000.0,431231000.0,0.0,0.0,3063000.0,617000.0,25189000.0,410000.0,24779000.0,227424000.0,23962000.0,285000.0,178000.0,667000.0,667000.0,0.0,0.0,,20286000.0,-44431000.0,64717000.0,25388000.0,30800000.0,8529000.0,0.0,203462000.0,194780000.0,5061000.0,187601000.0,0.0,1485000.0,5755000.0,2188000.0,-167000.0,2355000.0,1372000.0,5061000.0,1372000.0,250000.0,1122000.0,2023-03-31,
