Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
525000.0,20378169.0,20903169.0,,1231013000.0,12300537000.0,13526674000.0,4434384000.0,12300537000.0,42961000.0,12338622000.0,12338622000.0,12338622000.0,12338622000.0,12134840000.0,,,203782000.0,203782000.0,5371359000.0,540487000.0,-1000.0,,27131000.0,,345663000.0,34318000.0,34318000.0,93086000.0,4830872000.0,1001706000.0,,1196695000.0,8643000.0,1188052000.0,,61618000.0,2285145000.0,,,14341000.0,2270804000.0,17709981000.0,8444725000.0,164722000.0,,5522935000.0,5522935000.0,,45208000.0,38085000.0,38085000.0,2579642000.0,,2579642000.0,0.0,2579642000.0,,,,,9265256000.0,854087000.0,,,2567390000.0,,,,,3794000.0,48207000.0,2623671000.0,,,3168107000.0,1675697000.0,1492410000.0,,2024-03-31
,20378169.0,20378169.0,862688000.0,1161634000.0,11155796000.0,12344003000.0,2775404000.0,11155796000.0,6454000.0,11188823000.0,11188823000.0,11188823000.0,11188823000.0,10985041000.0,,,203782000.0,203782000.0,4545296000.0,506253000.0,,,26513000.0,,323537000.0,5504000.0,5504000.0,98104000.0,4039043000.0,689745000.0,,1156130000.0,950000.0,1155180000.0,,43013000.0,1940618000.0,,,0.0,1940618000.0,15734119000.0,8919672000.0,157122000.0,,6127867000.0,6127867000.0,,44244000.0,33027000.0,33027000.0,2493130000.0,,2493130000.0,,2493130000.0,,,,,6814447000.0,966644000.0,,,2779167000.0,,,,,1447000.0,21470000.0,2132086000.0,,,913633000.0,621141000.0,292492000.0,,2023-09-30
,20378169.0,20378169.0,1118963000.0,1335533000.0,10125159000.0,11492590000.0,1789294000.0,10125159000.0,6898000.0,10163955000.0,10163955000.0,10163955000.0,10163955000.0,9960173000.0,8775402000.0,34111000.0,203782000.0,203782000.0,4767745000.0,459077000.0,,80635000.0,27113000.0,40683000.0,304666000.0,5980000.0,5980000.0,80635000.0,4308668000.0,1000.0,2980000.0,1329553000.0,918000.0,1328635000.0,42867000.0,42867000.0,2177797000.0,231803000.0,7171000.0,2980000.0,1938823000.0,14931700000.0,8833738000.0,80374000.0,77981000.0,6073762000.0,5436168000.0,637594000.0,100000.0,38796000.0,38796000.0,2416444000.0,-1039256000.0,3455700000.0,0.0,463620000.0,2473302000.0,467577000.0,51201000.0,0.0,6097962000.0,77746000.0,241176000.0,904213000.0,2143722000.0,-1000.0,846238000.0,361125000.0,936360000.0,8517000.0,34146000.0,2340356000.0,-23284000.0,2363640000.0,348086000.0,138414000.0,209672000.0,209672000.0,2023-03-31
