Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Current Assets,Other Current Assets,Current Deferred Taxes Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Retained Earnings,Additional Paid In Capital,Dividends Payable
10827840.0,10827840.0,150168000.0,177937000.0,335458000.0,490076000.0,181961000.0,335458000.0,23319000.0,335458000.0,391017000.0,335458000.0,,335458000.0,227180000.0,108278000.0,108278000.0,265019000.0,78877000.0,-1000.0,78878000.0,23319000.0,55559000.0,186142000.0,7135000.0,,99059000.0,99059000.0,,19023000.0,60925000.0,,432000.0,60493000.0,600477000.0,232375000.0,20000.0,,9784000.0,1004000.0,1004000.0,0.0,0.0,,,216981000.0,,216981000.0,0.0,216981000.0,,368103000.0,104936000.0,,,63590000.0,,,5273000.0,10124000.0,179730000.0,4450000.0,4450000.0,,2024-03-31,,,,
10827840.0,10827840.0,124876000.0,143993000.0,287842000.0,418283000.0,123039000.0,287842000.0,14583000.0,288873000.0,347489000.0,288873000.0,0.0,288873000.0,180595000.0,108278000.0,108278000.0,207596000.0,73199000.0,,73199000.0,14583000.0,58616000.0,134397000.0,7889000.0,,70794000.0,70794000.0,,20494000.0,35220000.0,,1979000.0,33241000.0,496469000.0,239033000.0,54757000.0,,7102000.0,778000.0,778000.0,0.0,1031000.0,1031000.0,,171092000.0,,171092000.0,0.0,171092000.0,,257436000.0,58887000.0,,,91723000.0,,,5229000.0,13646000.0,83417000.0,4534000.0,4534000.0,,2023-09-30,,,,
10827840.0,10827840.0,101875000.0,123159000.0,283965000.0,394808000.0,189759000.0,283965000.0,14377000.0,286026000.0,329418000.0,286026000.0,,286026000.0,177748000.0,108278000.0,108278000.0,184151000.0,57768000.0,-1000.0,57769000.0,14377000.0,43392000.0,126383000.0,6432000.0,15450000.0,65390000.0,65390000.0,1569000.0,634000.0,40861000.0,2641000.0,8070000.0,30150000.0,470177000.0,154035000.0,21820000.0,26829000.0,4800000.0,619000.0,619000.0,,2061000.0,2061000.0,2061000.0,119707000.0,-51128000.0,170835000.0,,13645000.0,157190000.0,316142000.0,405000.0,10938000.0,45523000.0,133088000.0,129288000.0,3800000.0,8000.0,11937000.0,118274000.0,6907000.0,6907000.0,6907000.0,2023-03-31,,,,
