Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
72074889.0,72074889.0,1866300000.0,3189100000.0,-686700000.0,3742700000.0,-1317900000.0,-686700000.0,1250200000.0,1803800000.0,3159300000.0,1879700000.0,75900000.0,1803800000.0,1604500000.0,,,199300000.0,199300000.0,4564800000.0,2192500000.0,4500000.0,41900000.0,,2088900000.0,733400000.0,1355500000.0,,2372300000.0,153300000.0,1100200000.0,516800000.0,583400000.0,9100000.0,,346900000.0,,,346900000.0,6444500000.0,5390100000.0,21000000.0,,234900000.0,305100000.0,305100000.0,,2490500000.0,748000000.0,1742500000.0,2241500000.0,,2241500000.0,0.0,2241500000.0,,,,,1054400000.0,312100000.0,,,,232300000.0,,,510000000.0,437400000.0,72600000.0,,,2024-03-31
71574222.0,71574222.0,857000000.0,2317900000.0,-352800000.0,2922100000.0,-1002700000.0,-352800000.0,1363200000.0,1967400000.0,2398900000.0,2074000000.0,106600000.0,1967400000.0,1770600000.0,,,196800000.0,196800000.0,3510800000.0,1426900000.0,5500000.0,33200000.0,,1329700000.0,898200000.0,431500000.0,,2083900000.0,64800000.0,988200000.0,465000000.0,523200000.0,8500000.0,,266200000.0,,,266200000.0,5584800000.0,4503600000.0,38400000.0,,239300000.0,81200000.0,81200000.0,,2320200000.0,636700000.0,1683500000.0,1649600000.0,,1649600000.0,0.0,1649600000.0,,,,,1081200000.0,158900000.0,,,,221500000.0,,,700800000.0,603100000.0,97700000.0,,,2023-09-30
71574222.0,71574222.0,,985700000.0,1069900000.0,2281600000.0,225000000.0,1069900000.0,929400000.0,2225300000.0,2270600000.0,2348200000.0,122900000.0,2225300000.0,34600000.0,-169800000.0,2163000000.0,196800000.0,196800000.0,1569500000.0,655300000.0,100000.0,19200000.0,5600000.0,585800000.0,540500000.0,45300000.0,2100000.0,914200000.0,100000.0,399900000.0,388900000.0,11000000.0,2400000.0,80600000.0,342600000.0,111200000.0,77900000.0,153500000.0,3917700000.0,2778500000.0,12700000.0,217500000.0,165400000.0,12000000.0,12000000.0,0.0,1155400000.0,376400000.0,779000000.0,1215500000.0,-194000000.0,1409500000.0,5600000.0,842200000.0,193400000.0,351300000.0,17000000.0,0.0,1139200000.0,24800000.0,77900000.0,73000000.0,102300000.0,185700000.0,-7000000.0,192700000.0,675500000.0,472800000.0,202700000.0,113700000.0,89000000.0,2023-03-31
