Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
10182506.0,10182506.0,178849000.0,225669000.0,513456000.0,692688000.0,71716000.0,513456000.0,46437000.0,513456000.0,517710000.0,513456000.0,513456000.0,411631000.0,101825000.0,101825000.0,580273000.0,99633000.0,12158000.0,40826000.0,38981000.0,34727000.0,4254000.0,7668000.0,480640000.0,32488000.0,186688000.0,11710000.0,174978000.0,7286000.0,250869000.0,0.0,250869000.0,1093729000.0,541372000.0,3823000.0,52250000.0,10484000.0,10484000.0,0.0,474815000.0,474815000.0,1873000.0,472942000.0,552356000.0,31460000.0,338701000.0,179744000.0,2451000.0,2068000.0,383000.0,2024-03-31
10182506.0,10182506.0,222381000.0,272207000.0,507782000.0,730499000.0,43359000.0,507782000.0,49490000.0,507782000.0,514210000.0,507782000.0,507782000.0,405957000.0,101825000.0,101825000.0,524752000.0,99122000.0,10310000.0,38345000.0,44750000.0,38322000.0,6428000.0,5717000.0,425630000.0,19785000.0,227457000.0,11168000.0,216289000.0,4701000.0,172975000.0,794000.0,172181000.0,1032534000.0,563545000.0,3030000.0,53302000.0,10232000.0,10232000.0,0.0,496981000.0,496981000.0,5928000.0,491053000.0,468989000.0,28916000.0,323070000.0,114105000.0,2898000.0,2562000.0,336000.0,2023-09-30
10182506.0,10182506.0,174848000.0,238197000.0,528670000.0,714498000.0,60601000.0,528670000.0,52369000.0,528670000.0,538452000.0,528670000.0,528670000.0,426845000.0,101825000.0,101825000.0,526631000.0,104947000.0,12555000.0,38345000.0,51506000.0,41724000.0,9782000.0,2541000.0,421684000.0,40856000.0,186691000.0,10645000.0,176046000.0,4360000.0,189227000.0,4705000.0,184522000.0,1055301000.0,573016000.0,2355000.0,52508000.0,10155000.0,10155000.0,0.0,507998000.0,507998000.0,13267000.0,494731000.0,482285000.0,49810000.0,282240000.0,136919000.0,13316000.0,2336000.0,10980000.0,2023-03-31
