Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Net Debt,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost
90241438.0,90241438.0,1662290000.0,31467270000.0,32824940000.0,22661100000.0,31467270000.0,319990000.0,31482640000.0,31482640000.0,31482640000.0,0.0,31482640000.0,31302160000.0,,,180480000.0,180480000.0,15081860000.0,768510000.0,64180000.0,,273190000.0,258410000.0,258410000.0,0.0,172730000.0,14313350000.0,682910000.0,1403880000.0,61580000.0,1342300000.0,,123710000.0,10083120000.0,,,3780000.0,10079340000.0,46564500000.0,9590050000.0,546650000.0,,125620000.0,125620000.0,,,15370000.0,15370000.0,8896960000.0,,8896960000.0,1208870000.0,7688090000.0,,,,,36974450000.0,1016610000.0,,,13427460000.0,,,,,21250000.0,61610000.0,15178730000.0,,,7268790000.0,608020000.0,6660770000.0,,,2024-03-31,,,
90241438.0,90241438.0,1930050000.0,28565320000.0,30177080000.0,21218730000.0,28565320000.0,336330000.0,28583360000.0,28583360000.0,28583180000.0,-180000.0,28583360000.0,28402880000.0,,,180480000.0,180480000.0,12394420000.0,715920000.0,310000.0,160330000.0,274800000.0,280480000.0,280480000.0,0.0,,11678500000.0,177550000.0,1649570000.0,55850000.0,1593720000.0,,71520000.0,7744060000.0,,,74870000.0,7669190000.0,40977600000.0,8080370000.0,304450000.0,,110800000.0,110800000.0,,,18040000.0,18040000.0,7643870000.0,,7643870000.0,390970000.0,7252900000.0,,,,,32897230000.0,1706950000.0,,,13456630000.0,,,,,19890000.0,56510000.0,12841190000.0,,,4816060000.0,320690000.0,4495370000.0,,,2023-09-30,,,
90192438.0,90192438.0,1618270000.0,25874970000.0,27244390000.0,20437820000.0,25874970000.0,265720000.0,25891840000.0,25891840000.0,25891660000.0,-180000.0,25891840000.0,68860000.0,19487240000.0,6126890000.0,180380000.0,180380000.0,11809860000.0,634360000.0,,148790000.0,266420000.0,219150000.0,219150000.0,0.0,148790000.0,11175500000.0,368380000.0,1399120000.0,46570000.0,1352550000.0,319000000.0,91410000.0,7907280000.0,368380000.0,2770000.0,54570000.0,7481560000.0,37701520000.0,6088200000.0,147080000.0,104910000.0,12880000.0,12880000.0,0.0,0.0,16870000.0,16870000.0,5947550000.0,-2959620000.0,8907170000.0,291200000.0,5656350000.0,5489000000.0,2382780000.0,744190000.0,0.0,31613320000.0,1105220000.0,37350000.0,773520000.0,11022910000.0,244890000.0,5524930000.0,2735500000.0,2517590000.0,166280000.0,376440000.0,13877860000.0,-179430000.0,14057290000.0,5358960000.0,560000000.0,4798960000.0,4096260000.0,702700000.0,2023-03-31,,,
90289438.0,90289438.0,3513300000.0,34565310000.0,37717800000.0,24045050000.0,34565310000.0,373100000.0,34577600000.0,35565270000.0,34577600000.0,0.0,34577600000.0,34397020000.0,,,180580000.0,180580000.0,14849720000.0,1921230000.0,141410000.0,,300500000.0,1291920000.0,304250000.0,987670000.0,187400000.0,12928490000.0,413040000.0,2221380000.0,68850000.0,2152530000.0,,144200000.0,8388920000.0,,,0.0,8388920000.0,49427320000.0,12453780000.0,1479490000.0,,129590000.0,129590000.0,,,12290000.0,12290000.0,10824390000.0,,10824390000.0,1377260000.0,9447130000.0,,,,,36973540000.0,1645000000.0,,,17631570000.0,,,,,26790000.0,45270000.0,14950730000.0,,,2674180000.0,236830000.0,2437350000.0,,,2024-09-30 00:00:00,702850000.0,,
