Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
226929066.0,226929066.0,6534200000.0,8293200000.0,25526700000.0,32973600000.0,15187900000.0,25526700000.0,847100000.0,25527500000.0,27181400000.0,26162800000.0,635300000.0,25527500000.0,25300600000.0,,,,226900000.0,226900000.0,14977100000.0,3519800000.0,1127300000.0,2392500000.0,738600000.0,1653900000.0,11457300000.0,457300000.0,,5900700000.0,108500000.0,5792200000.0,,166800000.0,4926300000.0,,,486700000.0,4439600000.0,41139900000.0,14494700000.0,,,399800000.0,399800000.0,800000.0,,14094100000.0,,14094100000.0,411800000.0,13682300000.0,,,,,26645200000.0,2883700000.0,902700000.0,,,10503200000.0,,,,,10820900000.0,,,1534700000.0,622800000.0,911900000.0,,2024-03-31
226146750.0,226146750.0,6935700000.0,8651800000.0,23659800000.0,31423100000.0,13400300000.0,23659800000.0,889700000.0,23661000000.0,25883400000.0,24262700000.0,601700000.0,23661000000.0,23434900000.0,,,,226100000.0,226100000.0,14875100000.0,4081200000.0,1058200000.0,3023000000.0,800600000.0,2222400000.0,10793900000.0,411900000.0,,5628800000.0,89100000.0,5539700000.0,,150400000.0,4596500000.0,,,285200000.0,4311300000.0,39137800000.0,14943600000.0,,,360000000.0,360000000.0,1200000.0,,14582400000.0,,14582400000.0,692900000.0,13889500000.0,,,,,24194200000.0,2749600000.0,277700000.0,,,10268700000.0,,,,,9740700000.0,,,1157500000.0,331100000.0,826400000.0,,2023-09-30
226146750.0,226146750.0,7409907000.0,9002827000.0,22691282000.0,30795393000.0,12706311000.0,22691282000.0,900340000.0,22692906000.0,25148051000.0,23274276000.0,581370000.0,22692906000.0,34764000.0,23087000.0,19089755000.0,2944024000.0,226147000.0,226147000.0,15018765000.0,4278406000.0,1012030000.0,3266376000.0,811231000.0,2455145000.0,10740359000.0,-2000.0,381319000.0,5736451000.0,89109000.0,5647342000.0,150153000.0,150200000.0,4472438000.0,405774000.0,6269000.0,381300000.0,4060395000.0,38293041000.0,14846373000.0,-2000.0,342521000.0,342500000.0,342500000.0,1624000.0,1624000.0,14502230000.0,-16307367000.0,30809597000.0,675911000.0,1272072000.0,26316499000.0,2177168000.0,367947000.0,0.0,23446670000.0,993800000.0,407693000.0,6269000.0,1784517000.0,9951654000.0,1698442000.0,2097939000.0,6155273000.0,858866000.0,9430067000.0,-69584000.0,9499651000.0,1007604000.0,315024000.0,692580000.0,692581000.0,2023-03-31
