Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Other Payable,Non Current Prepaid Assets,Non Current Deferred Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
147543358.0,147543358.0,4457034000.0,6035574000.0,7847039000.0,13735626000.0,3392484000.0,7847039000.0,162896000.0,7862948000.0,10805585000.0,7862948000.0,7862948000.0,7567861000.0,295087000.0,295087000.0,24205345000.0,3310805000.0,1000.0,194940000.0,3089131000.0,146494000.0,2942637000.0,26733000.0,20894540000.0,1103645000.0,2946443000.0,16402000.0,2930041000.0,35927000.0,16599218000.0,33251000.0,16565967000.0,32068293000.0,7781268000.0,174587000.0,131295000.0,131295000.0,15909000.0,15909000.0,7459477000.0,7459477000.0,59413000.0,7400064000.0,24287024000.0,1883082000.0,12982673000.0,270039000.0,0.0,3856279000.0,5294951000.0,3879307000.0,1415644000.0,2024-03-31,,,,,,,,,,,,,,,,,,,
147543358.0,147543358.0,3348970000.0,4577026000.0,7084363000.0,11507951000.0,3489812000.0,7084363000.0,162617000.0,7093542000.0,10056801000.0,7093542000.0,7093542000.0,6798455000.0,295087000.0,295087000.0,24466141000.0,3261577000.0,-2000.0,129435000.0,3109474000.0,146215000.0,2963259000.0,22670000.0,21204564000.0,630749000.0,1467552000.0,16402000.0,1451150000.0,90642000.0,18825464000.0,52338000.0,18773126000.0,31559683000.0,6865307000.0,76522000.0,36903000.0,36903000.0,9179000.0,,6742703000.0,6742703000.0,3089602000.0,3653101000.0,24694376000.0,1697107000.0,13617225000.0,254841000.0,,3967566000.0,5157637000.0,4092198000.0,1065439000.0,2023-09-30,,,,,,,,,,,,,,,,,,,
147543358.0,147543358.0,3865222000.0,4841800000.0,6497020000.0,11178725000.0,3629172000.0,6497020000.0,169161000.0,6506086000.0,9261491000.0,6506086000.0,6506086000.0,6210999000.0,295087000.0,295087000.0,14703677000.0,3055775000.0,-1000.0,129130000.0,2904841000.0,149436000.0,2755405000.0,21805000.0,11647902000.0,170126000.0,1936959000.0,19725000.0,1917234000.0,,9347668000.0,71527000.0,9276141000.0,21209763000.0,5932689000.0,1287296000.0,31129000.0,31129000.0,9066000.0,,4605198000.0,4605198000.0,1064778000.0,3540420000.0,15277074000.0,902917000.0,6478194000.0,451731000.0,,4052201000.0,3392031000.0,2584614000.0,807417000.0,2023-03-31,,,,,,,,,,,,,,,,,,,
