Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
930402.0,158350737.0,159281139.0,24577000000.0,36640000000.0,19267000000.0,88480000000.0,19871000000.0,19267000000.0,2499000000.0,54339000000.0,86010000000.0,54211000000.0,-128000000.0,54339000000.0,54181000000.0,,,158000000.0,158000000.0,61274000000.0,42384000000.0,5438000000.0,,,2108000000.0,33649000000.0,1978000000.0,31671000000.0,1001000000.0,18890000000.0,1632000000.0,2991000000.0,521000000.0,2470000000.0,664000000.0,8933000000.0,,,370000000.0,8563000000.0,115485000000.0,76724000000.0,1620000000.0,,2327000000.0,542000000.0,542000000.0,,78000000.0,78000000.0,35072000000.0,10433000000.0,24639000000.0,36871000000.0,,36871000000.0,12523000000.0,24348000000.0,,,,,38761000000.0,2050000000.0,2439000000.0,,,12896000000.0,,,,,8000000.0,167000000.0,9159000000.0,,,12042000000.0,2478000000.0,9564000000.0,,,2024-03-31
931894.0,158349245.0,159281139.0,24461000000.0,36679000000.0,19449000000.0,88299000000.0,18162000000.0,19449000000.0,2481000000.0,54101000000.0,85797000000.0,54014000000.0,-87000000.0,54101000000.0,53943000000.0,,,158000000.0,158000000.0,59982000000.0,42080000000.0,4018000000.0,,,3214000000.0,33669000000.0,1973000000.0,31696000000.0,933000000.0,17902000000.0,1167000000.0,3010000000.0,508000000.0,2502000000.0,734000000.0,9349000000.0,,,111000000.0,9238000000.0,113996000000.0,77932000000.0,1583000000.0,,2339000000.0,534000000.0,534000000.0,,2335000000.0,2335000000.0,34652000000.0,10137000000.0,24515000000.0,36183000000.0,,36183000000.0,10946000000.0,25237000000.0,,,,,36064000000.0,2531000000.0,,,,13280000000.0,,,,,10000000.0,235000000.0,9036000000.0,,,10972000000.0,1235000000.0,9737000000.0,,,2023-09-30
209457.0,159071682.0,159281139.0,23992950000.0,36767630000.0,20196520000.0,88093540000.0,19899990000.0,20196520000.0,2666850000.0,53992760000.0,85096380000.0,53917870000.0,-74890000.0,53992760000.0,61860000.0,45367310000.0,398360000.0,159090000.0,159090000.0,57648600000.0,39924580000.0,2685100000.0,18490000.0,2685080000.0,3062080000.0,33236450000.0,2132830000.0,31103620000.0,922480000.0,17724020000.0,1217800000.0,3531180000.0,534020000.0,2997160000.0,783530000.0,12688990000.0,3820680000.0,31360000.0,623780000.0,8213170000.0,111566470000.0,73942460000.0,8800000.0,1133190000.0,2274410000.0,327930000.0,307650000.0,20280000.0,2236300000.0,2236300000.0,33796240000.0,9510380000.0,24285860000.0,33651180000.0,-15175840000.0,48827020000.0,7732460000.0,25918700000.0,29425590000.0,10806830000.0,862140000.0,0.0,37624010000.0,56160000.0,,35200000.0,1378880000.0,13805330000.0,12590000.0,2944400000.0,4534520000.0,6313820000.0,2327660000.0,115430000.0,9612360000.0,-505240000.0,10117600000.0,10292990000.0,185160000.0,10107830000.0,148130000.0,9959700000.0,2023-03-31
