Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
25708318.0,25708318.0,15533000.0,419573000.0,486474000.0,383042000.0,419573000.0,15533000.0,486474000.0,486474000.0,491082000.0,4608000.0,486474000.0,357932000.0,,,128542000.0,128542000.0,192247000.0,28406000.0,,,15533000.0,15533000.0,0.0,12873000.0,163841000.0,57209000.0,0.0,0.0,,426000.0,29634000.0,,,29634000.0,683329000.0,136448000.0,34234000.0,,0.0,2277000.0,2277000.0,66901000.0,66901000.0,33036000.0,,33036000.0,33036000.0,,,,,546883000.0,86161000.0,,,,111948000.0,,,348774000.0,126490000.0,222284000.0,,,2024-03-31
25708318.0,25708318.0,17826000.0,358243000.0,419643000.0,321995000.0,358243000.0,17826000.0,419643000.0,419643000.0,425017000.0,5374000.0,419643000.0,291101000.0,,,128542000.0,128542000.0,151568000.0,28148000.0,1000.0,,17826000.0,17826000.0,0.0,10321000.0,123420000.0,21863000.0,0.0,0.0,,2723000.0,22298000.0,,,22298000.0,576585000.0,131169000.0,32952000.0,,0.0,2238000.0,2238000.0,61400000.0,61400000.0,34579000.0,,34579000.0,34579000.0,,,,,445415000.0,64511000.0,,,,26119000.0,,,354785000.0,174101000.0,180684000.0,,,2023-12-31
25708318.0,25708318.0,20066000.0,288871000.0,338984000.0,230811000.0,288871000.0,20066000.0,338984000.0,338984000.0,339396000.0,412000.0,338984000.0,210442000.0,,,128542000.0,128542000.0,146433000.0,30386000.0,-1000.0,,20066000.0,20066000.0,0.0,10321000.0,116047000.0,14429000.0,0.0,0.0,,2723000.0,26405000.0,,,26405000.0,485829000.0,138971000.0,49446000.0,,0.0,3226000.0,3226000.0,50113000.0,50113000.0,36186000.0,,36186000.0,36186000.0,,,,,346858000.0,67463000.0,,,,33884000.0,,,245511000.0,130974000.0,114537000.0,,,2023-09-30
25708318.0,25708318.0,22127000.0,267896000.0,319859000.0,210832000.0,267896000.0,22127000.0,319859000.0,319859000.0,321114000.0,1255000.0,319859000.0,191317000.0,,,128542000.0,128542000.0,127919000.0,32458000.0,-1000.0,,22127000.0,22127000.0,0.0,10332000.0,95461000.0,13934000.0,0.0,0.0,,2723000.0,28471000.0,,,28471000.0,449033000.0,142740000.0,52168000.0,,0.0,591000.0,591000.0,51963000.0,51963000.0,38018000.0,,38018000.0,38018000.0,,,,,306293000.0,50570000.0,,,,27877000.0,,,227846000.0,162634000.0,65212000.0,,,2023-06-30
25708318.0,25708318.0,24140000.0,248269000.0,302723000.0,198817000.0,248269000.0,24140000.0,302723000.0,302723000.0,307011000.0,4288000.0,302723000.0,-7134000.0,-67049000.0,284169000.0,128542000.0,128542000.0,125133000.0,34471000.0,-1000.0,10332000.0,24140000.0,24140000.0,0.0,,90662000.0,13564000.0,,,2723000.0,,27864000.0,2374000.0,485000.0,25005000.0,432144000.0,142665000.0,,46600000.0,0.0,,,54454000.0,54454000.0,41055000.0,-66609000.0,107664000.0,26522000.0,69637000.0,10537000.0,968000.0,0.0,289479000.0,,5827000.0,39805000.0,152717000.0,8798000.0,-4832000.0,13630000.0,82332000.0,14226000.0,68106000.0,32131000.0,35975000.0,2023-03-31
25708318.0,25708318.0,13185000.0,465735000.0,532251000.0,433197000.0,465735000.0,13185000.0,532251000.0,532251000.0,541845000.0,9594000.0,532251000.0,403709000.0,,,128542000.0,128542000.0,150467000.0,26057000.0,-1000.0,,13185000.0,13185000.0,0.0,12873000.0,124410000.0,22866000.0,0.0,0.0,,426000.0,30132000.0,,,30132000.0,692312000.0,134705000.0,33981000.0,,0.0,2277000.0,2277000.0,66516000.0,66516000.0,31931000.0,,31931000.0,31931000.0,,,,,557607000.0,96245000.0,,,,39702000.0,,,421660000.0,199434000.0,222226000.0,,,2024-06-30 00:00:00
