Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Assets Held For Sale Current,Restricted Cash,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Treasury Shares Number,Minority Interest,Current Deferred Taxes Liabilities
53851066.0,53851066.0,85274300000.0,85844000000.0,17975900000.0,103921200000.0,101497300000.0,17975900000.0,211100000.0,18288300000.0,103921200000.0,18288300000.0,18288300000.0,17749500000.0,,,538800000.0,538800000.0,86417300000.0,86294500000.0,76000000.0,85844000000.0,211100000.0,85632900000.0,207200000.0,122800000.0,,,,,,122800000.0,,,16700000.0,106100000.0,104705600000.0,3085500000.0,96200000.0,,741400000.0,1711100000.0,1711100000.0,312400000.0,312400000.0,224400000.0,,224400000.0,224400000.0,,,,101620100000.0,998100000.0,,99853600000.0,358100000.0,3800000.0,,,406500000.0,47900000.0,358600000.0,,,2024-03-31,,,
53851066.0,53851066.0,86606000000.0,87446500000.0,17046300000.0,104602100000.0,101655900000.0,17046300000.0,219100000.0,17374700000.0,104602100000.0,17374700000.0,17374700000.0,16835900000.0,,,538800000.0,538800000.0,88080800000.0,87871500000.0,83500000.0,87446500000.0,219100000.0,87227400000.0,176000000.0,209300000.0,,,,,,209300000.0,,,38200000.0,171100000.0,105455500000.0,3590300000.0,112500000.0,,855400000.0,2072800000.0,2072800000.0,328400000.0,328400000.0,221200000.0,,221200000.0,221200000.0,,,,101865200000.0,888000000.0,,99789200000.0,360300000.0,1800000.0,,,825900000.0,204500000.0,621400000.0,,,2023-09-30,,,
53851066.0,53851066.0,90730200000.0,91679400000.0,16640800000.0,108420200000.0,-26602200000.0,16640800000.0,252200000.0,16993000000.0,73444100000.0,16993000000.0,16993000000.0,16454200000.0,260600000.0,1169900000.0,538800000.0,538800000.0,92208700000.0,56729000000.0,90600000.0,56628800000.0,177700000.0,56451100000.0,100200000.0,35479700000.0,11600000.0,35050600000.0,74500000.0,34976100000.0,64800000.0,272800000.0,14400000.0,10400000.0,,248000000.0,109201700000.0,100324200000.0,6500000.0,469200000.0,852000000.0,758800000.0,758800000.0,352200000.0,352200000.0,258200000.0,-244400000.0,502600000.0,258200000.0,51000000.0,451600000.0,0.0,8877500000.0,763000000.0,10400000.0,5655100000.0,,2600000.0,0.0,2600000.0,2446400000.0,1749400000.0,697000000.0,213400000.0,483600000.0,2023-03-31,,,
