Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Cash Equivalents
650733068.0,650733068.0,5921600000.0,185892000000.0,186978200000.0,42228900000.0,185892000000.0,5921600000.0,186978200000.0,186978200000.0,186973400000.0,-4800000.0,186978200000.0,180470900000.0,,,6507300000.0,6507300000.0,24798600000.0,5007200000.0,,919300000.0,3992400000.0,3992400000.0,,91800000.0,19791400000.0,957400000.0,1929200000.0,1929200000.0,,610400000.0,12395900000.0,,2547800000.0,9848100000.0,211772000000.0,149751700000.0,3679000000.0,,47200000.0,2347700000.0,2347700000.0,80900000.0,1086200000.0,303500000.0,782700000.0,142335100000.0,,142335100000.0,9352200000.0,132982900000.0,,,,,62020300000.0,2350200000.0,,,39273100000.0,,,,1663700000.0,18733300000.0,15362100000.0,3371200000.0,,2024-03-31,
650733068.0,650733068.0,6303800000.0,173270600000.0,174293800000.0,40724100000.0,173270600000.0,6303800000.0,174293800000.0,174293800000.0,174311000000.0,17200000.0,174293800000.0,167786500000.0,,,6507300000.0,6507300000.0,21558600000.0,5428800000.0,,766000000.0,4584400000.0,4584400000.0,,73700000.0,16129800000.0,533200000.0,1719400000.0,1719400000.0,,587500000.0,10394000000.0,,2416300000.0,7977700000.0,195869600000.0,139015700000.0,5256300000.0,,18600000.0,3227800000.0,3227800000.0,83300000.0,1023200000.0,240500000.0,782700000.0,129224000000.0,,129224000000.0,10211900000.0,119012100000.0,,,,,56853900000.0,2375100000.0,,,39371200000.0,,,,1187600000.0,13920000000.0,12254000000.0,1666000000.0,,2023-09-30,
648263978.0,648263978.0,6430400000.0,159772500000.0,160787600000.0,39813800000.0,159772500000.0,6429800000.0,160787000000.0,160787600000.0,160787800000.0,800000.0,160787000000.0,468400000.0,93693700000.0,60142300000.0,6482600000.0,6482600000.0,20275100000.0,5605000000.0,64100000.0,769600000.0,4767200000.0,4766600000.0,600000.0,64100000.0,14670100000.0,73800000.0,1663200000.0,1663200000.0,508700000.0,508700000.0,11952400000.0,3560600000.0,853900000.0,7537900000.0,181062900000.0,126579000000.0,3604300000.0,1446000000.0,17700000.0,4100000.0,4100000.0,85400000.0,1014500000.0,231800000.0,782700000.0,123828800000.0,-24025000000.0,147853800000.0,11523900000.0,4260400000.0,14869300000.0,62014900000.0,55185300000.0,0.0,54483900000.0,96400000.0,9000000.0,2124700000.0,32434800000.0,32382900000.0,51900000.0,3101200000.0,621600000.0,16096200000.0,14024700000.0,2071500000.0,2071500000.0,2023-03-31,
650733068.0,650733068.0,7129100000.0,200304400000.0,201380900000.0,45199600000.0,200304400000.0,7129100000.0,201380900000.0,201380900000.0,201372400000.0,-8500000.0,201380900000.0,194873600000.0,,,6507300000.0,6507300000.0,29027200000.0,6316900000.0,,966000000.0,5231600000.0,5231600000.0,,114400000.0,22710300000.0,594700000.0,1897500000.0,1897500000.0,,653500000.0,15978100000.0,,3145300000.0,12832800000.0,230399600000.0,162489700000.0,4314800000.0,,63400000.0,1439400000.0,1439400000.0,78800000.0,1076500000.0,293800000.0,782700000.0,155336700000.0,,155336700000.0,11069100000.0,144267600000.0,,,,,67909900000.0,3046100000.0,,,49792100000.0,,,,1023700000.0,14048000000.0,11009000000.0,3039000000.0,,2024-09-30 00:00:00,
