Tax Effect Of Unusual Items,Tax Rate For Calcs,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Special Income Charges,Other Special Charges,Other Operating Expenses,Selling General And Administration,Selling And Marketing Expense,Total Revenue,Operating Revenue,Date,Net Policyholder Benefits And Claims
-217765672.91419,0.255506,-852292000.0,-852292000.0,5195014000.0,5829540327.08581,5195014000.0,59265857000.0,,,,,5195014000.0,5195014000.0,5195014000.0,5195014000.0,5195014000.0,1782898000.0,6977912000.0,31054000.0,-852292000.0,24263000.0,-630456000.0,1885171000.0,568860000.0,66243769000.0,66243769000.0,2024-03-31,
0.0,0.247974,0.0,0.0,4314600000.0,4314600000.0,4314600000.0,45854600000.0,494226804.0,491412301.0,8.73,8.78,4314600000.0,4314600000.0,4314600000.0,4314600000.0,4314600000.0,1422700000.0,5737300000.0,13100000.0,0.0,0.0,-17000000.0,1798000000.0,1798000000.0,51591900000.0,51591900000.0,2023-12-31,
0.0,0.244065,0.0,0.0,5772700000.0,5772700000.0,5772700000.0,44986100000.0,493393162.0,491293617.0,11.7,11.75,5772700000.0,5772700000.0,5772700000.0,5772700000.0,5772700000.0,1863800000.0,7636500000.0,-5000000.0,0.0,0.0,465600000.0,1182300000.0,1182300000.0,52622600000.0,52622600000.0,2023-09-30,
0.0,0.249322,0.0,0.0,3903600000.0,3903600000.0,3903600000.0,42193300000.0,491637280.0,491018868.0,7.94,7.95,3903600000.0,3903600000.0,3903600000.0,3903600000.0,3903600000.0,1296500000.0,5200100000.0,68100000.0,0.0,0.0,125100000.0,2320400000.0,2320400000.0,47393400000.0,47393400000.0,2023-06-30,
0.0,0.236764,0.0,0.0,4369600000.0,4369600000.0,4369600000.0,39797100000.0,491518560.0,490966292.0,8.89,8.9,4369600000.0,4369600000.0,4369600000.0,4369600000.0,4369600000.0,1355500000.0,5725100000.0,36900000.0,0.0,0.0,29000000.0,6433200000.0,6433200000.0,45522200000.0,45522200000.0,2023-03-31,
,,,,,,,,491673640.0,490988858.0,7.17,7.18,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.250158,0.0,0.0,5803700000.0,5803700000.0,5803700000.0,48594400000.0,496892123.0,493092608.0,11.68,11.77,5803700000.0,5803700000.0,5803700000.0,5803700000.0,5803700000.0,1936200000.0,7739900000.0,16900000.0,0.0,0.0,89600000.0,946800000.0,946800000.0,56334300000.0,56334300000.0,2024-06-30 00:00:00,
