Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.30619,1660300000.0,990900000.0,206400000.0,3171400000.0,1660300000.0,1453900000.0,-25700000.0,25700000.0,990900000.0,990900000.0,5410400000.0,32584676.0,32584676.0,30.41,30.41,990900000.0,990900000.0,0.0,990900000.0,990900000.0,990900000.0,437300000.0,1428200000.0,56900000.0,-25700000.0,25700000.0,1397000000.0,2239000000.0,888900000.0,206400000.0,206400000.0,689900000.0,689900000.0,3636000000.0,3171400000.0,6807400000.0,6807400000.0,2024-03-31
0.0,0.252373,1630000000.0,1039500000.0,207100000.0,2681800000.0,1630000000.0,1422900000.0,-32500000.0,32500000.0,1039500000.0,1039500000.0,5043600000.0,32575995.0,32575995.0,31.91,31.91,1039500000.0,1039500000.0,0.0,1039500000.0,1039500000.0,1039500000.0,350900000.0,1390400000.0,71900000.0,-32500000.0,32500000.0,1351000000.0,2361800000.0,909100000.0,207100000.0,207100000.0,757700000.0,757700000.0,3712800000.0,2681800000.0,6394600000.0,6394600000.0,2023-12-31
0.0,0.259428,1453800000.0,926900000.0,200900000.0,3033500000.0,1453800000.0,1252900000.0,-1300000.0,1300000.0,926900000.0,926900000.0,5509000000.0,32591421.0,32591421.0,28.44,28.44,926900000.0,926900000.0,0.0,926900000.0,926900000.0,926900000.0,324700000.0,1251600000.0,86400000.0,-1300000.0,1300000.0,1166500000.0,2475500000.0,711900000.0,200900000.0,200900000.0,1028800000.0,1028800000.0,3642000000.0,3033500000.0,6675500000.0,6675500000.0,2023-09-30
0.0,0.257926,1484400000.0,917500000.0,216400000.0,3556800000.0,1484400000.0,1268000000.0,112400000.0,31600000.0,917500000.0,917500000.0,4840700000.0,,,,,917500000.0,917500000.0,0.0,917500000.0,917500000.0,917500000.0,318900000.0,1236400000.0,-96200000.0,112400000.0,31600000.0,1353700000.0,1283900000.0,2700000.0,216400000.0,216400000.0,648200000.0,480800000.0,2637600000.0,3556800000.0,6194400000.0,6194400000.0,2023-06-30
0.0,0.164157,1454800000.0,1027000000.0,218400000.0,2908300000.0,1454800000.0,1236400000.0,-7700000.0,7700000.0,1027000000.0,1027000000.0,5072000000.0,32582487.0,32582487.0,31.52,31.52,1027000000.0,1027000000.0,0.0,1027000000.0,1027000000.0,1027000000.0,201700000.0,1228700000.0,117700000.0,-7700000.0,7700000.0,1118700000.0,2163700000.0,637400000.0,218400000.0,218400000.0,775600000.0,775600000.0,3282400000.0,2908300000.0,6190700000.0,6190700000.0,2023-03-31
,,,,,,,,,,,,,32582057.0,32582057.0,22.85,22.85,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.252915,1791100000.0,1159700000.0,212000000.0,2126300000.0,1791100000.0,1579100000.0,-26800000.0,26800000.0,1159700000.0,1159700000.0,4920000000.0,,,,,1159700000.0,1159700000.0,0.0,1159700000.0,1159700000.0,1159700000.0,392600000.0,1552300000.0,45800000.0,-26800000.0,26800000.0,1533300000.0,2793700000.0,1030800000.0,212000000.0,212000000.0,1152400000.0,1152400000.0,4327000000.0,2126300000.0,6453300000.0,6453300000.0,2024-06-30 00:00:00
