Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Other Inventories,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
5940000.0,5940000.0,,0.0,1012414000.0,1012454000.0,907329000.0,1012414000.0,1012454000.0,1012454000.0,1012454000.0,1012454000.0,953054000.0,,,59400000.0,59400000.0,15759000.0,1348000.0,-10000.0,,,,1358000.0,14411000.0,12960000.0,0.0,0.0,,30000.0,534000.0,,0.0,534000.0,1028213000.0,106473000.0,10000.0,0.0,1000.0,,,,40000.0,,96892000.0,,96892000.0,0.0,96892000.0,,,,921740000.0,398000.0,,68000.0,,,887886000.0,27086000.0,,6302000.0,,6302000.0,,2024-03-31
5940000.0,5940000.0,6168000.0,7250000.0,913523000.0,920813000.0,543458000.0,913523000.0,913563000.0,913563000.0,913563000.0,913563000.0,854163000.0,,,59400000.0,59400000.0,204942000.0,1194000.0,,,0.0,0.0,1194000.0,203748000.0,195000000.0,7250000.0,7250000.0,,18000.0,439000.0,,0.0,439000.0,1118505000.0,371299000.0,-1000.0,0.0,270454000.0,270454000.0,,,40000.0,40000.0,100806000.0,,100806000.0,2845000.0,97961000.0,,,,747206000.0,407000.0,,316000.0,,,712039000.0,27401000.0,0.0,7043000.0,5961000.0,1082000.0,,2023-09-30
5940000.0,5940000.0,81428000.0,84699000.0,915086000.0,999825000.0,544988000.0,915086000.0,915126000.0,915126000.0,915126000.0,915126000.0,855727000.0,845900000.0,2500000.0,59400000.0,59400000.0,285370000.0,1146000.0,1000.0,1145000.0,0.0,0.0,1145000.0,284224000.0,195000000.0,84699000.0,84699000.0,25000.0,25000.0,1796000.0,886000.0,0.0,910000.0,1200496000.0,371283000.0,,0.0,7801000.0,7801000.0,262653000.0,262653000.0,40000.0,40000.0,94071000.0,-27777000.0,121848000.0,2845000.0,97945000.0,29727000.0,89276000.0,0.0,829212000.0,-2000.0,792395000.0,50000.0,4000.0,46000.0,407000.0,27102000.0,0.0,9260000.0,5989000.0,3271000.0,3271000.0,2023-03-31
