Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.090909,7740000000.0,0.0,0.0,3150000000.0,3280000000.0,9780000000.0,7740000000.0,4460000000.0,-940000000.0,940000000.0,3150000000.0,3150000000.0,39810000000.0,,,,,3150000000.0,3150000000.0,0.0,3150000000.0,-50000000.0,3200000000.0,0.0,3200000000.0,320000000.0,3520000000.0,1090000000.0,0.0,-940000000.0,,940000000.0,3370000000.0,30030000000.0,14530000000.0,3280000000.0,3280000000.0,10200000000.0,10200000000.0,33400000000.0,9780000000.0,43180000000.0,43180000000.0,2024-03-31
0.0,0.263158,8390000000.0,0.0,0.0,2630000000.0,3700000000.0,6260000000.0,8390000000.0,4690000000.0,-1080000000.0,1080000000.0,2630000000.0,2630000000.0,31950000000.0,187589158.0,187589158.0,14.02,14.02,2630000000.0,2630000000.0,0.0,2630000000.0,-30000000.0,2660000000.0,0.0,2660000000.0,950000000.0,3610000000.0,640000000.0,0.0,-1080000000.0,,1080000000.0,4050000000.0,25690000000.0,12350000000.0,3700000000.0,3700000000.0,7430000000.0,7430000000.0,29740000000.0,6260000000.0,36000000000.0,36000000000.0,2023-12-31
0.0,0.27907,6740000000.0,0.0,0.0,1190000000.0,4010000000.0,5330000000.0,6740000000.0,2730000000.0,-1010000000.0,1010000000.0,1190000000.0,1180000000.0,29610000000.0,187599364.0,187301587.0,6.29,6.3,1180000000.0,1180000000.0,0.0,1180000000.0,-50000000.0,1230000000.0,-10000000.0,1240000000.0,480000000.0,1720000000.0,850000000.0,0.0,-1010000000.0,,1010000000.0,1880000000.0,24280000000.0,11700000000.0,4010000000.0,4010000000.0,6310000000.0,6310000000.0,26160000000.0,5330000000.0,31490000000.0,31490000000.0,2023-09-30
0.0,0.221622,6670000000.0,0.0,0.0,1300000000.0,3990000000.0,5660000000.0,6670000000.0,2680000000.0,-830000000.0,830000000.0,1300000000.0,1300000000.0,34130000000.0,187590188.0,187590188.0,6.93,6.93,1300000000.0,1300000000.0,0.0,1300000000.0,-140000000.0,1440000000.0,0.0,1440000000.0,410000000.0,1850000000.0,570000000.0,0.0,-830000000.0,,830000000.0,2110000000.0,28470000000.0,14170000000.0,3990000000.0,3990000000.0,8090000000.0,8090000000.0,30580000000.0,5660000000.0,36240000000.0,36240000000.0,2023-06-30
-183047493.403694,0.164908,12740000000.0,-1110000000.0,-1110000000.0,5880000000.0,3430000000.0,17010000000.0,11630000000.0,8200000000.0,60000000.0,620000000.0,6806952506.596306,5890000000.0,32360000000.0,,,,,5890000000.0,5890000000.0,0.0,5890000000.0,-200000000.0,6090000000.0,10000000.0,6080000000.0,1250000000.0,7580000000.0,-800000000.0,-1430000000.0,60000000.0,-10000000.0,620000000.0,3730000000.0,15350000000.0,-3740000000.0,3430000000.0,30000000.0,16520000000.0,15230000000.0,19080000000.0,17010000000.0,36090000000.0,36090000000.0,2023-03-31
,,,,,,,,,,,,,,,187672493.0,187500000.0,10.87,10.88,,,,,,,,,,,,,,10000000.0,,,,,,,,,,,,,2022-12-31
-285412371.134021,0.252577,7190000000.0,-1130000000.0,-1130000000.0,1410000000.0,3170000000.0,6050000000.0,6060000000.0,2890000000.0,-950000000.0,950000000.0,2254587628.865979,1410000000.0,32690000000.0,187500000.0,187500000.0,7.52,7.52,1410000000.0,1410000000.0,0.0,1410000000.0,-40000000.0,1450000000.0,0.0,1450000000.0,490000000.0,1940000000.0,500000000.0,-1130000000.0,-950000000.0,,950000000.0,3520000000.0,26640000000.0,12890000000.0,3170000000.0,3170000000.0,8300000000.0,8300000000.0,30160000000.0,6050000000.0,36210000000.0,36210000000.0,2024-06-30 00:00:00
