Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Receivables,Taxes Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Non Current Pension And Other Postretirement Benefit Plans,Tradeand Other Payables Non Current,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Deferred Taxes Assets,Prepaid Assets,Cash Financial
10476774.0,10476774.0,16063372000.0,17249276000.0,8123929000.0,25376134000.0,25484258000.0,8123929000.0,8126858000.0,25376134000.0,8126858000.0,8126858000.0,8022090000.0,104768000.0,104768000.0,18223715000.0,18131600000.0,43862000.0,17249276000.0,17249276000.0,25888000.0,92115000.0,92115000.0,,72260000.0,19855000.0,26350573000.0,774200000.0,24627000.0,191547000.0,481414000.0,481414000.0,2929000.0,2929000.0,73683000.0,73683000.0,73683000.0,25576373000.0,20329117000.0,,5247256000.0,4061352000.0,1185904000.0,2024-03-31,,,,,,,,,,,,,,
8711056.0,8711056.0,17211399000.0,18617695000.0,4696676000.0,23314371000.0,23278330000.0,4696676000.0,4696676000.0,23314371000.0,4696676000.0,4696676000.0,4609565000.0,87111000.0,87111000.0,19530027000.0,19397966000.0,42672000.0,18617695000.0,18617695000.0,22845000.0,132061000.0,132061000.0,,110473000.0,21588000.0,24226703000.0,816310000.0,22069000.0,166859000.0,563492000.0,563492000.0,,,63890000.0,63890000.0,63890000.0,23410391000.0,18192283000.0,0.0,5218108000.0,3811812000.0,1406296000.0,2023-09-30,,,,,,,,,,,,,,
8492334.0,8492334.0,15781898000.0,16044110000.0,3653501000.0,19701015000.0,19608110000.0,3653501000.0,3656905000.0,19701015000.0,3656905000.0,3656905000.0,3571982000.0,84923000.0,84923000.0,16724736000.0,16662592000.0,35570000.0,16044110000.0,16044110000.0,19971000.0,62144000.0,62144000.0,16188000.0,45956000.0,16188000.0,20381641000.0,711387000.0,12049000.0,154651000.0,483652000.0,483652000.0,3404000.0,3404000.0,57631000.0,57631000.0,57631000.0,19670254000.0,15367075000.0,0.0,4303179000.0,4040967000.0,262212000.0,2023-03-31,,,,,,,,,,,,,,
