Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Write Off
-186818.960152,0.00074,-6464000.0,-252464000.0,-252464000.0,-288982000.0,3681000.0,15202000.0,-258928000.0,-262609000.0,-26587000.0,26587000.0,-36704818.960152,-288982000.0,26135000.0,,,,,-288982000.0,-288982000.0,0.0,-288982000.0,-288982000.0,-288982000.0,-214000.0,-289196000.0,259000.0,-252464000.0,,-26587000.0,26587000.0,-10404000.0,10933000.0,5402000.0,3681000.0,3681000.0,529000.0,15202000.0,15731000.0,15731000.0,2024-03-31,
0.0,0.0,-7507000.0,0.0,0.0,-41089000.0,6667000.0,14390000.0,-7507000.0,-14174000.0,-26915000.0,26915000.0,-41089000.0,-41089000.0,31966000.0,15598669.0,15598669.0,-2.634135,-2.634135,-41089000.0,-41089000.0,0.0,-41089000.0,-41089000.0,-41089000.0,0.0,-41089000.0,155000.0,0.0,,-26915000.0,26915000.0,-14329000.0,17576000.0,9024000.0,6667000.0,6667000.0,3247000.0,14390000.0,17637000.0,17637000.0,2023-12-31,
-137696100.0,0.3,-21982000.0,-458987000.0,-458987000.0,-306122000.0,6997000.0,8838000.0,-480969000.0,-487966000.0,-31251000.0,31251000.0,15168900.0,-306122000.0,39141000.0,15617461.0,15617461.0,-19.601266,-19.601266,-306122000.0,-306122000.0,0.0,-306122000.0,-306122000.0,-306122000.0,-213095000.0,-519217000.0,787000.0,-458987000.0,458987000.0,-31251000.0,31251000.0,-29766000.0,30303000.0,16101000.0,6997000.0,6997000.0,537000.0,8838000.0,9375000.0,9375000.0,2023-09-30,
0.0,0.3,-29189000.0,0.0,0.0,-75200000.0,14509000.0,10215000.0,-29189000.0,-43698000.0,-28765000.0,28765000.0,-75200000.0,-75200000.0,59108000.0,15619982.0,15619982.0,-4.814346,-4.814346,-75200000.0,-75200000.0,0.0,-75200000.0,-75200000.0,-75200000.0,2737000.0,-72463000.0,2379000.0,0.0,,-28765000.0,28765000.0,-46077000.0,48893000.0,27796000.0,14509000.0,14509000.0,2816000.0,10215000.0,13031000.0,13031000.0,2023-06-30,
211500.0,0.3,-45695000.0,705000.0,705000.0,-72086000.0,15334000.0,83173000.0,-44990000.0,-60324000.0,-10106000.0,9293000.0,-72579500.0,-72086000.0,26045000.0,,,,,-72086000.0,-72086000.0,0.0,-72086000.0,-72086000.0,-72086000.0,2469000.0,-69617000.0,-1879000.0,705000.0,,-10106000.0,9293000.0,-29117000.0,-57128000.0,-93850000.0,15334000.0,15334000.0,-86245000.0,83173000.0,-3072000.0,-3072000.0,2023-03-31,
,,,,,,,,,,,,,,,15615237.0,15615237.0,-8.78962,-8.78962,,,,,,,,,,,,,,,,,,,,,,,2022-12-31,
0.0,0.0,-6013000.0,89228000.0,89228000.0,61392000.0,3350000.0,2523000.0,83215000.0,79865000.0,-18473000.0,18473000.0,-27836000.0,61392000.0,13600000.0,28032877.0,28032877.0,2.19,2.19,61392000.0,61392000.0,0.0,61392000.0,61392000.0,61392000.0,0.0,61392000.0,461000.0,89228000.0,-135446000.0,-18473000.0,18473000.0,-9824000.0,11077000.0,6186000.0,3350000.0,3350000.0,1253000.0,2523000.0,3776000.0,3776000.0,2024-06-30 00:00:00,46218000.0
