Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
66500000.0,66500000.0,6313841000.0,6811967000.0,9045266000.0,15857834000.0,4195450000.0,9045266000.0,9045867000.0,15092615000.0,10321292000.0,1275425000.0,9045867000.0,8979367000.0,,66500000.0,66500000.0,8929905000.0,7309415000.0,1137815000.0,,26085000.0,6046748000.0,6046748000.0,98767000.0,1620490000.0,39798000.0,765219000.0,765219000.0,40971000.0,742476000.0,,,191462000.0,551014000.0,19251197000.0,13435257000.0,1934328570.0,,172033430.0,172033430.0,,,601000.0,601000.0,11300701000.0,,11300701000.0,8859710000.0,2440991000.0,,,,,5815940000.0,624465000.0,,,,1640916000.0,,,,,2568129000.0,,,982430000.0,484304000.0,498126000.0,,2024-03-31
66500000.0,66500000.0,2393188000.0,3414580000.0,8692046000.0,12109573000.0,3511413000.0,8692046000.0,8694993000.0,10928919000.0,9879089000.0,1184096000.0,8694993000.0,8628493000.0,,66500000.0,66500000.0,5072922000.0,3022757000.0,665209000.0,,33723000.0,2233926000.0,2233926000.0,89899000.0,2050165000.0,66369000.0,1180654000.0,1180654000.0,37904000.0,634390000.0,,,136169000.0,498221000.0,14952011000.0,9390433000.0,1641207000.0,,242706000.0,242706000.0,,,2947000.0,2947000.0,7475980000.0,,7475980000.0,4940006000.0,2535974000.0,,,,,5561578000.0,390769000.0,,,,1319301000.0,,,,,2388010000.0,,,1463498000.0,442106000.0,1021392000.0,,2023-09-30
66500000.0,66500000.0,,250000000.0,8578267000.0,8833289000.0,3700468000.0,8578267000.0,8583289000.0,8583289000.0,9767478000.0,1184189000.0,8583289000.0,8516789000.0,5449728000.0,66500000.0,66500000.0,1572385000.0,658144000.0,533524000.0,533524000.0,39576000.0,,,85044000.0,914241000.0,49898000.0,250000000.0,250000000.0,35380000.0,584048000.0,28708000.0,7498000.0,118079000.0,429763000.0,11339863000.0,6725154000.0,1048939000.0,57121000.0,64317000.0,64317000.0,0.0,0.0,5022000.0,5022000.0,6571101000.0,-1587902000.0,8159003000.0,3938571000.0,60521000.0,2126977000.0,685024000.0,1347910000.0,0.0,4614709000.0,341296000.0,0.0,552882000.0,183617000.0,1169328000.0,174166000.0,602352000.0,392810000.0,219025000.0,2034624000.0,0.0,2034624000.0,455233000.0,614228000.0,455233000.0,455233000.0,2023-03-31
