Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Derivative Product Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Financial Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
31392462.0,31392462.0,2648400000.0,7478700000.0,35108500000.0,42392700000.0,22381900000.0,35108500000.0,197300000.0,35111300000.0,38655300000.0,58115800000.0,23004500000.0,35111300000.0,34791600000.0,,,319700000.0,319700000.0,16196800000.0,4833500000.0,2900000.0,,,,857400000.0,3681400000.0,137400000.0,3544000000.0,291800000.0,11363300000.0,593700000.0,,3797300000.0,59900000.0,3737400000.0,,34400000.0,5392600000.0,,,11500000.0,5381100000.0,74312600000.0,40567400000.0,732400000.0,,482000000.0,,3058900000.0,3058900000.0,38600000.0,2800000.0,300000.0,2500000.0,36252700000.0,,36252700000.0,6277200000.0,29975500000.0,,,,,33745200000.0,1859800000.0,,,,13462300000.0,,,,,546800000.0,9712700000.0,,,8163600000.0,3530600000.0,4633000000.0,,,2024-03-31
31392462.0,31392462.0,,6211300000.0,34677700000.0,40669100000.0,24464800000.0,34677700000.0,223200000.0,34681000000.0,36840100000.0,57039700000.0,22358700000.0,34681000000.0,34361300000.0,,,319700000.0,319700000.0,14183500000.0,3590700000.0,3100000.0,,,,989100000.0,2322100000.0,163000000.0,2159100000.0,276400000.0,10592800000.0,437300000.0,,3889200000.0,60200000.0,3829000000.0,,33200000.0,4189200000.0,,,14000000.0,4175200000.0,71223200000.0,36165600000.0,1650700000.0,,203400000.0,,479400000.0,479400000.0,27300000.0,3300000.0,800000.0,2500000.0,33801500000.0,,33801500000.0,2970800000.0,30830700000.0,,,,,35057600000.0,1596400000.0,,,,12616400000.0,,,,,559200000.0,8818200000.0,,,11467400000.0,3560200000.0,7907200000.0,,,2023-09-30
31392462.0,31392462.0,,7990071000.0,34825654000.0,42697786000.0,25493552000.0,34825654000.0,121738000.0,34829453000.0,38562115000.0,57692891000.0,22863438000.0,34829453000.0,25080000.0,24579477000.0,1159738000.0,319711000.0,319711000.0,16274806000.0,5168726000.0,1348000.0,14608000.0,230593000.0,1981000.0,1096640000.0,3823556000.0,90894000.0,3732662000.0,230600000.0,11106080000.0,88571000.0,123248000.0,4166515000.0,30844000.0,4135671000.0,33187000.0,33200000.0,5317262000.0,506830000.0,157397000.0,123300000.0,4653035000.0,73967697000.0,37368065000.0,1077800000.0,1230698000.0,236765000.0,0.0,1425595000.0,1425595000.0,27679000.0,3799000.0,871000.0,2928000.0,34442540000.0,-33891044000.0,68333584000.0,1956061000.0,493964000.0,50954886000.0,12918662000.0,2010011000.0,0.0,36599632000.0,21327000.0,29269000.0,154840000.0,2201735000.0,13629402000.0,5021779000.0,2757393000.0,5850230000.0,372495000.0,,9214692000.0,-14034000.0,9228726000.0,10975872000.0,1330420000.0,9645452000.0,4918956000.0,4726496000.0,2023-03-31
