Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
303341789.0,303341789.0,33002000.0,387170000.0,297803000.0,337629000.0,-27606000.0,297803000.0,347344000.0,297803000.0,315438000.0,297803000.0,297803000.0,-308881000.0,,,,606684000.0,606684000.0,461499000.0,368901000.0,13485000.0,,12647000.0,336229000.0,318594000.0,17635000.0,3537000.0,92598000.0,16137000.0,50941000.0,28750000.0,22191000.0,,1517000.0,17544000.0,,,17544000.0,759302000.0,694310000.0,97130000.0,,2521000.0,2521000.0,,594659000.0,,594659000.0,44850000.0,549809000.0,,,,,64992000.0,13426000.0,,18991000.0,,1378000.0,14519000.0,16678000.0,9854000.0,6824000.0,,,2024-03-31
303341789.0,303341789.0,,341818000.0,326762000.0,334588000.0,14484000.0,326762000.0,333992000.0,326762000.0,332734000.0,326762000.0,326762000.0,-279922000.0,,,,606684000.0,606684000.0,404051000.0,354502000.0,1684000.0,1879000.0,10975000.0,339964000.0,333992000.0,5972000.0,,49549000.0,12059000.0,1854000.0,,1854000.0,2392000.0,,13749000.0,,,13749000.0,730813000.0,666779000.0,90746000.0,,5534000.0,5534000.0,,565699000.0,,565699000.0,42819000.0,522880000.0,,,,,64033000.0,9691000.0,,19057000.0,,1459000.0,21332000.0,12494000.0,,12494000.0,,,2023-09-30
303341789.0,303341789.0,712000.0,20521000.0,339578000.0,360099000.0,22662000.0,339578000.0,,339578000.0,345550000.0,339578000.0,339578000.0,-267106000.0,33168000.0,-256373000.0,24000000.0,606684000.0,606684000.0,72718000.0,23003000.0,4177000.0,1879000.0,10975000.0,5972000.0,,5972000.0,,49715000.0,8368000.0,14549000.0,,14549000.0,2335000.0,,24463000.0,5917000.0,4939000.0,13607000.0,412296000.0,339919000.0,82154000.0,82154000.0,5534000.0,3115000.0,2419000.0,246231000.0,-712664000.0,958895000.0,42819000.0,3993000.0,619494000.0,246526000.0,46063000.0,0.0,72377000.0,2000.0,8755000.0,18864000.0,18864000.0,1280000.0,23667000.0,19809000.0,,19809000.0,245000.0,19564000.0,2023-03-31
