Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-4520833.333333,0.208333,314100000.0,-21700000.0,-21700000.0,144900000.0,105100000.0,1795500000.0,292400000.0,187300000.0,-21700000.0,21700000.0,162079166.666667,144900000.0,3055600000.0,,,,,144900000.0,144900000.0,0.0,144900000.0,13800000.0,131100000.0,,131100000.0,34500000.0,165600000.0,6200000.0,-21700000.0,,-21700000.0,21700000.0,202800000.0,1260100000.0,791600000.0,105100000.0,105100000.0,1462900000.0,1795500000.0,3258400000.0,3258400000.0,2024-03-31
0.0,0.154345,546100000.0,0.0,0.0,366600000.0,96900000.0,1728400000.0,546100000.0,449200000.0,-17700000.0,17700000.0,366600000.0,366600000.0,2876300000.0,112453988.0,112453988.0,3.26,3.26,366600000.0,366600000.0,0.0,366600000.0,1700000.0,364900000.0,,364900000.0,66600000.0,431500000.0,30900000.0,0.0,,-17700000.0,17700000.0,418300000.0,1147900000.0,709900000.0,96900000.0,96900000.0,1566200000.0,1728400000.0,3294600000.0,3294600000.0,2023-12-31
0.0,0.124124,414000000.0,0.0,0.0,263300000.0,95700000.0,1554000000.0,414000000.0,318300000.0,-18600000.0,18600000.0,263300000.0,263300000.0,2675700000.0,112042553.0,112042553.0,2.35,2.35,263300000.0,263300000.0,0.0,263300000.0,800000.0,262500000.0,,262500000.0,37200000.0,299700000.0,1200000.0,0.0,,-18600000.0,18600000.0,317100000.0,1121700000.0,715700000.0,95700000.0,95700000.0,1438800000.0,1554000000.0,2992800000.0,2992800000.0,2023-09-30
0.0,0.236574,397700000.0,0.0,0.0,217500000.0,94500000.0,1406600000.0,397700000.0,303200000.0,-18300000.0,18300000.0,217500000.0,217500000.0,2409400000.0,112113402.0,112113402.0,1.94,1.94,217500000.0,217500000.0,0.0,217500000.0,0.0,217500000.0,,217500000.0,67400000.0,284900000.0,28800000.0,0.0,,-18300000.0,18300000.0,274400000.0,1002800000.0,636600000.0,94500000.0,94500000.0,1277200000.0,1406600000.0,2683800000.0,2683800000.0,2023-06-30
-1332832.36664,0.013779,601886000.0,-96726000.0,-96726000.0,363933000.0,112289000.0,2711726000.0,505160000.0,392871000.0,-54317000.0,25295000.0,459326167.63336,363933000.0,2395647000.0,,,,,363933000.0,363933000.0,0.0,363933000.0,1422000.0,362511000.0,0.0,362511000.0,5065000.0,367576000.0,8267000.0,-96726000.0,24654000.0,-54317000.0,25295000.0,443296000.0,-316079000.0,-984639000.0,112289000.0,112289000.0,127217000.0,2711726000.0,2838943000.0,2838943000.0,2023-03-31
,,,,,,,,,,,,,,,111146497.0,111146497.0,-1.57,-1.57,,,,,,,0.0,,,,,,199400000.0,,,,,,,,,,,,2022-12-31
0.0,0.151202,450600000.0,0.0,0.0,280500000.0,100000000.0,1823000000.0,450600000.0,350600000.0,-21900000.0,21900000.0,280500000.0,280500000.0,3113100000.0,112200000.0,112200000.0,2.5,2.5,280500000.0,280500000.0,0.0,280500000.0,1500000.0,279000000.0,,279000000.0,49700000.0,328700000.0,35700000.0,0.0,,-21900000.0,21900000.0,314900000.0,1290100000.0,859600000.0,100000000.0,100000000.0,1605000000.0,1823000000.0,3428000000.0,3428000000.0,2024-06-30 00:00:00
