Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Hedging Assets Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Investmentsin Associatesat Cost
357156153.0,357156153.0,40392000000.0,44037400000.0,37794300000.0,131205500000.0,-28920200000.0,37794300000.0,2667100000.0,89835200000.0,118617800000.0,89835200000.0,89835200000.0,86263600000.0,,,3571600000.0,3571600000.0,97264100000.0,44796700000.0,322300000.0,,11736200000.0,30297000000.0,1514400000.0,28782600000.0,1887000000.0,52467400000.0,7724800000.0,13740400000.0,1152700000.0,12587700000.0,,4499800000.0,16859800000.0,16859800000.0,187099300000.0,163552100000.0,1143700000.0,,5532500000.0,,5532500000.0,,,,8700000.0,52040900000.0,19256200000.0,32784700000.0,103098000000.0,,103098000000.0,4707600000.0,98390400000.0,,,,,23547200000.0,2001900000.0,,,,9466900000.0,,,,39000000.0,,5906800000.0,,,6132600000.0,5154300000.0,978300000.0,,,2024-03-31,
357156153.0,357156153.0,47629300000.0,51240200000.0,36285200000.0,137345300000.0,-28714800000.0,36285200000.0,2444700000.0,88549800000.0,119957100000.0,88549800000.0,88549800000.0,84978200000.0,,,3571600000.0,3571600000.0,102926800000.0,47189700000.0,332100000.0,,11513500000.0,32918300000.0,1511000000.0,31407300000.0,1858500000.0,55737100000.0,4622400000.0,18321900000.0,933700000.0,17388200000.0,,5363900000.0,17156300000.0,17156300000.0,191476600000.0,164454300000.0,1849500000.0,,5562000000.0,,5562000000.0,,,,9000000.0,52264600000.0,19479900000.0,32784700000.0,102961800000.0,,102961800000.0,6908100000.0,96053700000.0,,,,,27022300000.0,2359400000.0,,,,11650900000.0,,,,28700000.0,,7157500000.0,,,5825800000.0,4659600000.0,1166200000.0,,,2023-09-30,
357156153.0,357156153.0,44249600000.0,47851400000.0,35996400000.0,134566900000.0,-27441700000.0,35996400000.0,1674400000.0,88389900000.0,121644200000.0,88389900000.0,88389900000.0,84818400000.0,28447500000.0,56414900000.0,3571600000.0,3571600000.0,101487400000.0,48807300000.0,100000.0,341700000.0,11899400000.0,34184900000.0,930600000.0,33254300000.0,1821700000.0,52680100000.0,5272100000.0,13666500000.0,743800000.0,12922700000.0,762300000.0,5471600000.0,17026200000.0,17026200000.0,189877300000.0,164638900000.0,1838300000.0,3468800000.0,3794000000.0,500000.0,3793500000.0,0.0,0.0,0.0,9200000.0,52393500000.0,19608800000.0,32784700000.0,103174200000.0,-61788000000.0,164962200000.0,5940700000.0,817400000.0,118388600000.0,23485400000.0,16330100000.0,817400000.0,25238400000.0,15300000.0,500000.0,104100000.0,3552500000.0,10500400000.0,1207300000.0,2908300000.0,6384800000.0,302900000.0,822200000.0,6011800000.0,-1437700000.0,7449500000.0,3928700000.0,2001300000.0,1927400000.0,995200000.0,932200000.0,2023-03-31,
