Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.1792,2391195000.0,0.0,0.0,1155763000.0,43109000.0,787427000.0,2391195000.0,2348086000.0,,,1155763000.0,1155763000.0,-950398000.0,,,,,1155763000.0,1155763000.0,0.0,1155763000.0,-1713000.0,1157476000.0,,1157476000.0,252704000.0,1410181000.0,13161000.0,0.0,,,,,2297093000.0,-1737825000.0,1526105000.0,43109000.0,43109000.0,559268000.0,787427000.0,1346695000.0,1346695000.0,2024-03-31
-1996388.78625,0.239117,1551048000.0,-8349000.0,-8349000.0,1150246000.0,38083000.0,1207926000.0,1542699000.0,1504616000.0,,,1156598611.21375,1150246000.0,-533674000.0,34101571.0,32714619.0,33.73,35.16,1150246000.0,1150246000.0,0.0,1150246000.0,-860000.0,1151106000.0,,1151106000.0,361750000.0,1512857000.0,16598000.0,-8349000.0,,,,,1504616000.0,-1741600000.0,986944000.0,38083000.0,38083000.0,-236984000.0,1207926000.0,970942000.0,970942000.0,2023-12-31
0.0,0.283995,1775564000.0,,,1127043000.0,32721000.0,853581000.0,1775564000.0,1742843000.0,-169873000.0,169873000.0,1127043000.0,1127043000.0,-767214000.0,32801019.0,32667913.0,34.36,34.5,1127043000.0,1127043000.0,0.0,1127043000.0,788000.0,1126255000.0,,1126255000.0,446715000.0,1572970000.0,15661000.0,,,,-169873000.0,169873000.0,1727181000.0,-1620795000.0,1050278000.0,32721000.0,32721000.0,106386000.0,853581000.0,959967000.0,959967000.0,2023-09-30
0.0,0.239797,1095076000.0,0.0,0.0,821138000.0,26717000.0,726653000.0,1095076000.0,1068359000.0,,,821138000.0,821138000.0,-210449000.0,31907000.0,31907000.0,25.06,25.17,821138000.0,821138000.0,0.0,821138000.0,-1614000.0,822752000.0,,822752000.0,259528000.0,1082280000.0,13921000.0,0.0,,,,,1068359000.0,-937102000.0,951353000.0,26717000.0,26717000.0,131257000.0,726653000.0,857910000.0,857910000.0,2023-06-30
-4543898.064261,0.226719,1138644000.0,-20042000.0,-20042000.0,1062665000.0,34040000.0,3937003000.0,1118602000.0,1084562000.0,632536000.0,-297701000.0,1078163101.935739,1062665000.0,1960523000.0,,,,,1062665000.0,1062665000.0,0.0,1062665000.0,-6213000.0,1069016000.0,,1069016000.0,313385000.0,1382263000.0,11658000.0,-20042000.0,2497000.0,18744000.0,632536000.0,-297701000.0,755787000.0,-1976480000.0,-2749023000.0,34040000.0,31776000.0,-1220693000.0,3937003000.0,2716310000.0,2716310000.0,2023-03-31
,,,14650000.0,14650000.0,,,,,,-177126000.0,177126000.0,,,,36551171.0,31749103.0,25.19,29.0,,,,,,,0.0,,,,,14650000.0,-14650000.0,0.0,-177126000.0,177126000.0,,,,,,,,,,2022-12-31
0.0,0.215134,1535741000.0,,,1028013000.0,37334000.0,1468217000.0,1535741000.0,1498407000.0,-186589000.0,186589000.0,1028013000.0,1028013000.0,67408000.0,211525309.0,198458108.0,4.86,5.18,1028013000.0,1028013000.0,0.0,1028013000.0,-1587000.0,1029600000.0,0.0,1029600000.0,282217000.0,1311818000.0,67166000.0,,,,-186589000.0,186589000.0,1431242000.0,-1400809000.0,1204979000.0,37334000.0,37334000.0,30433000.0,1468217000.0,1498650000.0,1498650000.0,2024-06-30 00:00:00
