Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
57993048.0,57993048.0,84761000.0,2513543000.0,2599835000.0,1681457000.0,2513543000.0,84761000.0,2599835000.0,2599835000.0,2599835000.0,2599835000.0,2019905000.0,,,579930000.0,579930000.0,1487772000.0,94970000.0,,,69932000.0,69932000.0,25038000.0,1392802000.0,905383000.0,14829000.0,14829000.0,,,12975000.0,238063000.0,,,0.0,238063000.0,4087607000.0,1013348000.0,96463000.0,,384504000.0,214631000.0,214631000.0,,86292000.0,86292000.0,,230273000.0,,230273000.0,0.0,230273000.0,,,,,3074259000.0,715666000.0,,,12235000.0,,5070000.0,473750000.0,,,1867538000.0,1690302000.0,177236000.0,,,2024-03-31
57975225.0,57975225.0,210397000.0,2450622000.0,2659246000.0,1526940000.0,2450622000.0,65226000.0,2514075000.0,2514075000.0,2514075000.0,2514075000.0,1934323000.0,,,579752000.0,579752000.0,1966556000.0,77693000.0,10000.0,,54445000.0,54445000.0,23238000.0,1888863000.0,943643000.0,155952000.0,10781000.0,145171000.0,,5538000.0,536990000.0,,,45045000.0,491945000.0,4480631000.0,1064828000.0,79722000.0,,405864000.0,300601000.0,300601000.0,,63453000.0,63453000.0,,213027000.0,,213027000.0,901000.0,212126000.0,,,,,3415803000.0,723116000.0,,,13463000.0,,5717000.0,1138604000.0,,,1534903000.0,1327934000.0,206969000.0,,,2023-09-30
57980335.0,57980335.0,69282000.0,2508428000.0,2563535000.0,1149962000.0,2508428000.0,69282000.0,2563535000.0,2563535000.0,2563535000.0,2563535000.0,16438000.0,1809543000.0,1341354000.0,414145000.0,414145000.0,2250134000.0,84125000.0,,24263000.0,59862000.0,59862000.0,24263000.0,2166009000.0,1032000.0,9420000.0,9420000.0,,5454000.0,5454000.0,1187381000.0,139984000.0,12914000.0,41792000.0,992691000.0,4813669000.0,1513237000.0,2000.0,20511000.0,404039000.0,761529000.0,761209000.0,320000.0,55107000.0,55107000.0,0.0,200432000.0,-250808000.0,451240000.0,16211000.0,10479000.0,215554000.0,208810000.0,186000.0,0.0,3315971000.0,835228000.0,151450000.0,862022000.0,11821000.0,11821000.0,260458000.0,557614000.0,-135421000.0,693035000.0,1472606000.0,698456000.0,774150000.0,350000000.0,424150000.0,2023-03-31
