Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.251962,364791000.0,0.0,0.0,156631000.0,103826000.0,1298097000.0,364791000.0,260965000.0,-51576000.0,51576000.0,156631000.0,156631000.0,2237153000.0,,,,,156631000.0,156631000.0,0.0,156631000.0,156631000.0,156631000.0,52758000.0,209389000.0,25709000.0,0.0,0.0,,-51576000.0,51576000.0,235256000.0,939056000.0,618672000.0,103826000.0,103826000.0,1174312000.0,1298097000.0,2472409000.0,2472409000.0,2024-03-31
-15136986.403119,0.191013,581530000.0,-79246000.0,-79246000.0,314328000.0,91554000.0,1767067000.0,502284000.0,410730000.0,-22185000.0,22185000.0,378437013.596881,314328000.0,2890000000.0,17018300.0,17018300.0,18.47,18.47,314328000.0,314328000.0,0.0,314328000.0,314328000.0,314328000.0,74217000.0,388545000.0,24345000.0,-79246000.0,79246000.0,79246000.0,-22185000.0,22185000.0,465631000.0,1122933000.0,826424000.0,91554000.0,91554000.0,1588564000.0,1767067000.0,3355631000.0,3355631000.0,2023-12-31
0.0,0.03453,494639000.0,,,378103000.0,89184000.0,1934302000.0,494639000.0,405455000.0,-13829000.0,13829000.0,378103000.0,378103000.0,3027737000.0,17016337.0,17016337.0,22.22,22.22,378103000.0,378103000.0,0.0,378103000.0,378103000.0,378103000.0,13523000.0,391626000.0,16656000.0,,,,-13829000.0,13829000.0,388799000.0,1093435000.0,808697000.0,89184000.0,89184000.0,1482234000.0,1934302000.0,3416536000.0,3416536000.0,2023-09-30
0.0,0.3,494154000.0,,,405567000.0,89563000.0,2197320000.0,494154000.0,404591000.0,-17829000.0,17829000.0,405567000.0,405567000.0,3310157000.0,17019178.0,17019178.0,23.83,23.83,405567000.0,405567000.0,0.0,405567000.0,405567000.0,405567000.0,-18805000.0,386762000.0,28038000.0,,,,-17829000.0,17829000.0,376553000.0,1112837000.0,835472000.0,89563000.0,89563000.0,1489390000.0,2197320000.0,3686710000.0,3686710000.0,2023-06-30
0.0,0.212039,372343000.0,,,198827000.0,89049000.0,2441667000.0,372343000.0,283294000.0,-30963000.0,30963000.0,198827000.0,198827000.0,3603538000.0,,,,,198827000.0,198827000.0,0.0,198827000.0,198827000.0,198827000.0,53504000.0,252331000.0,22677000.0,,,,-30963000.0,30963000.0,260617000.0,1161871000.0,870864000.0,89049000.0,89049000.0,1422488000.0,2441667000.0,3864155000.0,3864155000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,17012610.0,17012610.0,11.34,11.34,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,2022-12-31
0.0,0.3,352856000.0,0.0,0.0,34028000.0,161360000.0,2081640000.0,352856000.0,191496000.0,-132420000.0,132420000.0,34028000.0,34028000.0,3352596000.0,17014000.0,17014000.0,2.0,2.0,34028000.0,34028000.0,0.0,34028000.0,34028000.0,34028000.0,25048000.0,59076000.0,74305000.0,0.0,0.0,,-132420000.0,132420000.0,117191000.0,1270956000.0,870520000.0,161360000.0,161360000.0,1388147000.0,2081640000.0,3469787000.0,3469787000.0,2024-06-30 00:00:00
