Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.202757,8834612000.0,,,5539302000.0,612186000.0,17092786000.0,8834612000.0,8222426000.0,-1284890000.0,1284890000.0,5539302000.0,5539302000.0,20060468000.0,,,,,5539302000.0,5539302000.0,0.0,5539302000.0,8400000.0,5530902000.0,5530902000.0,1406634000.0,6937536000.0,304424000.0,,-1284890000.0,1284890000.0,4790708000.0,2967682000.0,685701000.0,612186000.0,612186000.0,7758390000.0,17092786000.0,24851176000.0,24851176000.0,2024-03-31,
0.0,0.232157,5322083000.0,,,2427195000.0,610303000.0,13970561000.0,5322083000.0,4711780000.0,-1548669000.0,1548669000.0,2427195000.0,2427195000.0,16874497000.0,96700996.0,96700996.0,25.1,25.1,2427195000.0,2427195000.0,0.0,2427195000.0,-1577000.0,2428772000.0,2428772000.0,734339000.0,3163111000.0,246086000.0,,-1548669000.0,1548669000.0,4465694000.0,2903936000.0,609439000.0,610303000.0,610303000.0,7369630000.0,13970561000.0,21340191000.0,21340191000.0,2023-12-31,
0.0,0.243581,4934671000.0,,,2171567000.0,617421000.0,12157985000.0,4934671000.0,4317250000.0,-1446397000.0,1446397000.0,2171567000.0,2171567000.0,14774643000.0,96729042.0,96729042.0,22.45,22.45,2171567000.0,2171567000.0,0.0,2171567000.0,0.0,2171567000.0,2171567000.0,699286000.0,2870853000.0,264079000.0,,-1446397000.0,1446397000.0,4053171000.0,2616658000.0,381858000.0,617421000.0,617421000.0,6669829000.0,12157985000.0,18827814000.0,18827814000.0,2023-09-30,
0.0,0.282447,6148343000.0,,,3098422000.0,464160000.0,16561677000.0,6148343000.0,5684183000.0,-1366143000.0,1366143000.0,3098422000.0,3098422000.0,19311110000.0,96674633.0,96674633.0,32.05,32.05,3098422000.0,3098422000.0,0.0,3098422000.0,0.0,3098422000.0,3098422000.0,1219618000.0,4318040000.0,212973000.0,,-1366143000.0,1366143000.0,5471210000.0,2749433000.0,602392000.0,464160000.0,464160000.0,8220643000.0,16561677000.0,24782320000.0,24782320000.0,2023-06-30,
0.0,0.252385,7013351000.0,0.0,0.0,3896836000.0,590289000.0,15942065000.0,7013351000.0,6423062000.0,-1210708000.0,1210708000.0,3896836000.0,3896836000.0,18496507000.0,,,,,3896836000.0,3896836000.0,0.0,3896836000.0,0.0,3896836000.0,3896836000.0,1315518000.0,5212354000.0,308338000.0,0.0,-1210708000.0,1210708000.0,6114724000.0,2554442000.0,379879000.0,590289000.0,590289000.0,8669166000.0,15942065000.0,24611231000.0,24611231000.0,2023-03-31,
,,,0.0,0.0,,,,,,,,,,,96699910.0,96699910.0,33.47,33.47,,,,,,,,,,,0.0,,,,,,,,,,,,2022-12-31,
-147250343.268962,0.298041,4375033000.0,-494060000.0,-494060000.0,1554533000.0,632424000.0,14498877000.0,3880973000.0,3248549000.0,-1025103000.0,1025103000.0,1901342656.731038,1554533000.0,17254318000.0,96795330.0,96674938.0,16.06,16.08,1554533000.0,1554533000.0,0.0,1554533000.0,-6234000.0,1560767000.0,1560767000.0,662679000.0,2223446000.0,210046000.0,-494060000.0,-1025103000.0,1025103000.0,3048720000.0,2755441000.0,402763000.0,632424000.0,632424000.0,5804161000.0,14498877000.0,20303038000.0,20303038000.0,2024-06-30 00:00:00,494060000.0
