Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Defined Pension Benefit,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Other Investments,Investmentin Financial Assets,Available For Sale Securities,Financial Assets Designatedas Fair Value Through Profitor Loss Total,Trading Securities,Long Term Equity Investment,Investmentsin Associatesat Cost,Investmentsin Subsidiariesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date,Additional Paid In Capital
135462891.0,135462891.0,200000.0,30129700000.0,31005100000.0,15464700000.0,30129700000.0,200000.0,31005100000.0,31005100000.0,32246100000.0,1241000000.0,31005100000.0,30734200000.0,,270900000.0,270900000.0,49699500000.0,8020000000.0,4300000.0,,,200000.0,200000.0,7942400000.0,41679500000.0,4775700000.0,,,148100000.0,1619000000.0,,,412400000.0,1206600000.0,81945600000.0,24801400000.0,85300000.0,,,410500000.0,5116100000.0,10793400000.0,10793400000.0,,,4163900000.0,4163900000.0,0.0,7300000.0,875400000.0,501200000.0,374200000.0,1689500000.0,,1689500000.0,2800000.0,1686700000.0,,,,,57144200000.0,1037900000.0,0.0,,,,,1443300000.0,,,54663000000.0,30280700000.0,24382300000.0,,,2023-09-30,
135462891.0,135462891.0,400000.0,26025400000.0,27011500000.0,14644100000.0,26025400000.0,400000.0,27011500000.0,27011500000.0,28289900000.0,1278400000.0,27011500000.0,26740600000.0,14363100000.0,270900000.0,270900000.0,31648200000.0,7721300000.0,1600000.0,129000000.0,3500000.0,400000.0,400000.0,7576400000.0,23926900000.0,2006400000.0,197400000.0,183400000.0,183400000.0,1358400000.0,536800000.0,17600000.0,197400000.0,804000000.0,59938100000.0,21367100000.0,40600000.0,700000.0,1490900000.0,845500000.0,4849300000.0,6094700000.0,1978700000.0,300000000.0,3816000000.0,4103800000.0,4103800000.0,0.0,7500000.0,986100000.0,611900000.0,374200000.0,1549000000.0,-2443800000.0,3992800000.0,1300000.0,373800000.0,2948100000.0,563000000.0,106600000.0,0.0,38571000000.0,31200000.0,1093500000.0,22340600000.0,203900000.0,1081500000.0,120600000.0,908900000.0,-347400000.0,1256300000.0,12790800000.0,12652500000.0,138300000.0,16700000.0,121600000.0,2023-03-31,
