Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Selling General And Administration,Selling And Marketing Expense,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,96450000.0,0.0,0.0,55750000.0,,609730000.0,96450000.0,96450000.0,-42470000.0,42470000.0,55750000.0,55750000.0,1094240000.0,,,,,55750000.0,55750000.0,0.0,55750000.0,55750000.0,55750000.0,-1770000.0,53980000.0,113950000.0,0.0,-42470000.0,42470000.0,-17500000.0,484510000.0,383180000.0,,,101330000.0,101330000.0,467010000.0,609730000.0,1076740000.0,1076740000.0,2024-03-31
0.0,0.3,77810000.0,0.0,0.0,10590000.0,,636850000.0,77810000.0,77810000.0,-55750000.0,55750000.0,10590000.0,10590000.0,1114200000.0,151285714.0,151285714.0,0.07,0.07,10590000.0,10590000.0,0.0,10590000.0,10590000.0,10590000.0,11470000.0,22060000.0,88590000.0,0.0,-55750000.0,55750000.0,-10780000.0,477350000.0,370030000.0,,,107320000.0,107320000.0,466570000.0,636850000.0,1103420000.0,1103420000.0,2023-12-31
0.0,0.3,-100600000.0,0.0,0.0,-171300000.0,48130000.0,573750000.0,-100600000.0,-100600000.0,-61700000.0,61700000.0,-171300000.0,-171300000.0,1074240000.0,115743243.0,115743243.0,-148.0,-1.48,-171300000.0,-171300000.0,0.0,-171300000.0,-171300000.0,-171300000.0,9000000.0,-162300000.0,32330000.0,0.0,-61700000.0,61700000.0,-132930000.0,500490000.0,377600000.0,48130000.0,48130000.0,122890000.0,122890000.0,367560000.0,573750000.0,941310000.0,941310000.0,2023-09-30
-15845797.9586,0.14471,212220000.0,-109500000.0,-109500000.0,90160000.0,,349130000.0,102720000.0,102720000.0,-57860000.0,-2110000.0,183814202.0414,90160000.0,506060000.0,,,,,90160000.0,90160000.0,0.0,90160000.0,89660000.0,89660000.0,15170000.0,104830000.0,1180000.0,-109500000.0,-57860000.0,-2110000.0,263630000.0,156930000.0,-80290000.0,,,475110000.0,142440000.0,420560000.0,349130000.0,769690000.0,769690000.0,2023-03-31
0.0,0.3,10310000.0,0.0,0.0,-56050000.0,,534590000.0,10310000.0,10310000.0,-53030000.0,53030000.0,-56050000.0,-56050000.0,922140000.0,156916193.0,156916193.0,-0.357197,-0.357197,-56050000.0,-56050000.0,0.0,-56050000.0,-56050000.0,-56050000.0,13330000.0,-42720000.0,35870000.0,0.0,-53030000.0,53030000.0,-25560000.0,387550000.0,305910000.0,,,81640000.0,81640000.0,361990000.0,534590000.0,896580000.0,896580000.0,2022-12-31
0.0,0.068449,67810000.0,0.0,0.0,40420000.0,,602930000.0,67810000.0,67810000.0,-24420000.0,24420000.0,40420000.0,40420000.0,1023160000.0,155461538.0,155461538.0,0.26,0.26,40420000.0,40420000.0,0.0,40420000.0,40420000.0,40420000.0,2970000.0,43390000.0,82900000.0,0.0,-24420000.0,24420000.0,-15090000.0,420230000.0,328070000.0,,,92160000.0,92160000.0,405140000.0,602930000.0,1008070000.0,1008070000.0,2024-06-30 00:00:00
0.0,0.182624,136140000.0,0.0,0.0,59930000.0,,526440000.0,136140000.0,136140000.0,-62820000.0,62820000.0,59930000.0,59930000.0,990230000.0,156916193.0,156916193.0,0.381924,0.381924,59930000.0,59930000.0,0.0,59930000.0,59930000.0,59930000.0,13390000.0,73320000.0,24620000.0,0.0,-62820000.0,62820000.0,111530000.0,463790000.0,332770000.0,,,131020000.0,131020000.0,575320000.0,526440000.0,1101760000.0,1101760000.0,2023-06-30 00:00:00
