Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
1754327.0,196582670.0,198336997.0,2442600000.0,2513500000.0,2445800000.0,4970100000.0,1395500000.0,2445800000.0,800000.0,2457400000.0,2727100000.0,2457400000.0,2457400000.0,2060700000.0,,,396700000.0,396700000.0,2802000000.0,281600000.0,,,0.0,269700000.0,,269700000.0,11900000.0,2520400000.0,18800000.0,2243800000.0,800000.0,2243000000.0,,700000.0,66500000.0,,36500000.0,30000000.0,5259400000.0,1343500000.0,,82500000.0,11800000.0,3500000.0,3500000.0,11600000.0,4600000.0,7000000.0,857000000.0,,,,,,,3915900000.0,234100000.0,2600000.0,,,6100000.0,,,165400000.0,190200000.0,,,3317500000.0,3247400000.0,70100000.0,,2024-03-31
,198336997.0,198336997.0,2441800000.0,2531100000.0,2649300000.0,5191400000.0,1328300000.0,2649300000.0,4500000.0,2664800000.0,2943500000.0,2664800000.0,2664800000.0,2268100000.0,,,396700000.0,396700000.0,2796800000.0,282700000.0,,,0.0,279900000.0,1200000.0,278700000.0,2800000.0,2514100000.0,15500000.0,2251200000.0,3300000.0,2247900000.0,,100000.0,84200000.0,,45800000.0,38400000.0,5461600000.0,1619200000.0,600000.0,115700000.0,6000000.0,9900000.0,9900000.0,15500000.0,8500000.0,7000000.0,1069200000.0,,,,,,,3842400000.0,140900000.0,19000000.0,,,5000000.0,,,145400000.0,280200000.0,,,3251900000.0,3167100000.0,84800000.0,,2023-09-30
,198336997.0,198336997.0,458400000.0,569800000.0,2703900000.0,3274500000.0,1491400000.0,2703900000.0,6200000.0,2710900000.0,3230200000.0,2710900000.0,2710900000.0,,-10005000000.0,4022500000.0,396700000.0,396700000.0,908500000.0,539400000.0,-100000.0,15300000.0,2000000.0,522200000.0,2900000.0,519300000.0,,369100000.0,,47600000.0,3300000.0,44300000.0,300000.0,,232800000.0,141100000.0,23900000.0,67800000.0,3619400000.0,1758900000.0,10700000.0,119700000.0,0.0,12500000.0,12500000.0,7000000.0,,7000000.0,1075400000.0,-1704600000.0,2780000000.0,2746100000.0,21500000.0,12400000.0,0.0,1860500000.0,-100000.0,33300000.0,3000000.0,931000000.0,9600000.0,3900000.0,5700000.0,276400000.0,312700000.0,-140200000.0,452900000.0,294600000.0,189400000.0,105200000.0,105200000.0,2023-03-31
