Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Other Special Charges
0.0,0.0,-17800000.0,0.0,0.0,-17800000.0,0.0,0.0,-17800000.0,-17800000.0,0.0,0.0,-17800000.0,-17800000.0,20600000.0,,,,,-17800000.0,-17800000.0,0.0,-17800000.0,,-17800000.0,-17800000.0,0.0,-17800000.0,,0.0,0.0,0.0,0.0,-20600000.0,20600000.0,19200000.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-03-31,
0.0,0.0,-42200000.0,0.0,0.0,-42200000.0,0.0,0.0,-42200000.0,-42200000.0,0.0,0.0,-42200000.0,-42200000.0,42200000.0,31259259.0,31259259.0,-1.35,-1.35,-42200000.0,-42200000.0,0.0,-42200000.0,0.0,-42200000.0,-42200000.0,,-42200000.0,,0.0,0.0,0.0,0.0,-42200000.0,42200000.0,40300000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-12-31,
0.0,0.0,-5800000.0,0.0,0.0,-5800000.0,0.0,0.0,-5800000.0,-5800000.0,0.0,0.0,-5800000.0,-5800000.0,5800000.0,32222222.0,32222222.0,-0.18,-0.18,-5800000.0,-5800000.0,0.0,-5800000.0,0.0,-5800000.0,-5800000.0,0.0,-5800000.0,,0.0,,0.0,0.0,-5800000.0,5800000.0,3700000.0,0.0,0.0,0.0,0.0,0.0,0.0,2023-09-30,
0.0,0.0,-5600000.0,0.0,0.0,-5600000.0,,,-5600000.0,-5600000.0,0.0,0.0,-5600000.0,-5600000.0,5700000.0,31111111.0,31111111.0,-0.18,-0.18,-5600000.0,-5600000.0,0.0,-5600000.0,0.0,-5600000.0,-5600000.0,0.0,-5600000.0,100000.0,0.0,0.0,0.0,0.0,-5700000.0,5700000.0,3500000.0,,,,,0.0,0.0,2023-06-30,
-4952.292351,3e-06,-4707000.0,-1441540000.0,-1441540000.0,-1455432000.0,198000.0,424000.0,-1446247000.0,-1446445000.0,-8466000.0,8982000.0,-13896952.292351,-1455432000.0,5732000.0,,,,,-1455432000.0,-1455432000.0,0.0,-1455432000.0,0.0,-1455432000.0,-1455422000.0,-5000.0,-1455427000.0,-378000.0,-551374000.0,0.0,-8466000.0,8982000.0,-1560000.0,5308000.0,-13778000.0,198000.0,198000.0,3748000.0,424000.0,4172000.0,4172000.0,2023-03-31,
,,,,,,800000.0,500000.0,,,,,,,,31568627.0,31568627.0,-0.51,-0.51,,,,,0.0,,,0.0,,300000.0,,0.0,,,,,,800000.0,800000.0,3100000.0,500000.0,,,2022-12-31,
0.0,0.0,-5300000.0,87000000.0,87000000.0,81700000.0,0.0,0.0,81700000.0,81700000.0,0.0,0.0,-5300000.0,81700000.0,5400000.0,31423077.0,31423077.0,2.6,2.6,81700000.0,81700000.0,0.0,81700000.0,0.0,81700000.0,81700000.0,0.0,81700000.0,,87000000.0,0.0,0.0,0.0,-5400000.0,5400000.0,4700000.0,0.0,0.0,0.0,0.0,0.0,0.0,2024-06-30 00:00:00,-87000000.0
