Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Other Investments,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
18455405.0,18455405.0,,15037292000.0,15037362000.0,300949000.0,15037292000.0,15037362000.0,15037362000.0,15037362000.0,15037362000.0,14852808000.0,,,184554000.0,184554000.0,958891000.0,958824000.0,446000.0,958378000.0,,,67000.0,,,,67000.0,,67000.0,15996253000.0,15695236000.0,103000.0,,15664764000.0,22330000.0,,22330000.0,70000.0,70000.0,7969000.0,,,,,,301016000.0,,,,109000.0,0.0,300907000.0,300342000.0,565000.0,,,2024-03-31
18455405.0,18455405.0,,11374992000.0,11375126000.0,192523000.0,11374992000.0,11375126000.0,11375126000.0,11375126000.0,11375126000.0,11190572000.0,,,184554000.0,184554000.0,295736000.0,294473000.0,,294473000.0,,,1263000.0,250000.0,,990000.0,23000.0,,23000.0,11670862000.0,11477076000.0,68000.0,,,,,,134000.0,134000.0,8134000.0,,,,,,193786000.0,,,1633000.0,,,192153000.0,1500000.0,190653000.0,,,2023-09-30
18455405.0,18455405.0,0.0,8141802940.0,8141992330.0,363238180.0,8141802940.0,8141992330.0,8141992330.0,8141992330.0,8141992330.0,7957438000.0,760585430.0,887379930.0,184554050.0,184554050.0,44746100.0,43906490.0,,43906490.0,0.0,0.0,839610.0,786000.0,0.0,,512850.0,459040.0,53810.0,8186738430.0,7822660640.0,203000.0,29570.0,,7814209300.0,29423380.0,7784785920.0,189390.0,189390.0,8029110.0,-3666470.0,11695590.0,336010.0,11359580.0,0.0,364077790.0,30000.0,0.0,9656140.0,,,354421650.0,7500000.0,354421650.0,352264090.0,2157560.0,2023-03-31
