Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
119984480.0,119984480.0,1390513000.0,1878115000.0,3357189000.0,5396041000.0,2137460000.0,3357189000.0,3517926000.0,3596626000.0,3517926000.0,0.0,3517926000.0,3397942000.0,,,,119984000.0,119984000.0,9035166000.0,159369000.0,80669000.0,,78700000.0,78700000.0,8875797000.0,4897522000.0,,1799415000.0,1799415000.0,53633000.0,548292000.0,,,,548292000.0,12553092000.0,1539835000.0,445629000.0,,15487000.0,64038000.0,,0.0,160737000.0,,160737000.0,425296000.0,,425296000.0,121075000.0,304221000.0,,,,11013257000.0,2831455000.0,,,4399012000.0,,,,2482951000.0,,,1299839000.0,812237000.0,487602000.0,,,2024-03-31
119984480.0,119984480.0,2686842000.0,2783909000.0,984626000.0,3930070000.0,498872000.0,984626000.0,1146161000.0,1856461000.0,1177709000.0,31548000.0,1146161000.0,1701000.0,8015000.0,-2585335000.0,2508784000.0,119984000.0,119984000.0,13240277000.0,832960000.0,122660000.0,0.0,710300000.0,710300000.0,12407317000.0,4072984000.0,0.0,2073609000.0,2073609000.0,,1175865000.0,477909000.0,594000.0,114761000.0,582601000.0,14417986000.0,1511798000.0,102818000.0,128364000.0,551776000.0,62240000.0,62240000.0,0.0,161535000.0,798000.0,160737000.0,439983000.0,-424552000.0,864535000.0,119448000.0,1125000.0,228380000.0,515582000.0,0.0,12906189000.0,-1000.0,158378000.0,3410913000.0,7737289000.0,360000.0,7736929000.0,255455000.0,1247088000.0,-1654000.0,1248742000.0,97067000.0,769832000.0,97067000.0,2013000.0,95054000.0,2023-03-31
