Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Inventory,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Additional Paid In Capital,Preferred Securities Outside Stock Equity,Non Current Deferred Revenue,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Total Tax Payable,Non Current Prepaid Assets,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
56552074.0,56552074.0,534700000.0,671600000.0,339700000.0,877000000.0,165800000.0,339700000.0,134300000.0,339700000.0,452000000.0,339700000.0,339700000.0,565500000.0,565500000.0,1086600000.0,205500000.0,1900000.0,203600000.0,91300000.0,112300000.0,881100000.0,19400000.0,468000000.0,43000000.0,425000000.0,92200000.0,129800000.0,129800000.0,1426300000.0,379400000.0,0.0,38600000.0,38600000.0,0.0,0.0,,306200000.0,306200000.0,306200000.0,1046900000.0,87700000.0,364900000.0,557100000.0,37200000.0,34600000.0,2600000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,
54054113.0,54054113.0,757900000.0,911500000.0,291000000.0,1051400000.0,168900000.0,291000000.0,151200000.0,291100000.0,451200000.0,291100000.0,291100000.0,540500000.0,540500000.0,1697500000.0,293100000.0,1900000.0,291200000.0,131100000.0,160100000.0,1404400000.0,137300000.0,620300000.0,20100000.0,600200000.0,110400000.0,333300000.0,333300000.0,1988600000.0,415300000.0,,38800000.0,38800000.0,,100000.0,100000.0,341000000.0,341000000.0,341000000.0,1573300000.0,208800000.0,743400000.0,584600000.0,36500000.0,34100000.0,2400000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,
54054113.0,54054113.0,765000000.0,863500000.0,266900000.0,1084200000.0,182700000.0,266900000.0,46300000.0,267000000.0,488700000.0,267000000.0,267000000.0,540500000.0,540500000.0,1541500000.0,249900000.0,2000000.0,247900000.0,26200000.0,221700000.0,1291600000.0,44200000.0,615600000.0,20100000.0,595500000.0,101000000.0,324200000.0,324200000.0,1808500000.0,334200000.0,,39600000.0,39600000.0,,100000.0,100000.0,259300000.0,259300000.0,259300000.0,1474300000.0,99300000.0,961100000.0,327500000.0,86400000.0,34200000.0,52200000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,
