Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
42206347.0,42206347.0,1826000000.0,1836200000.0,1075600000.0,2912500000.0,-493100000.0,1075600000.0,900000.0,1077200000.0,2701800000.0,1077200000.0,1077200000.0,655100000.0,,,422100000.0,422100000.0,2450300000.0,1646500000.0,,,0.0,1624600000.0,0.0,1624600000.0,21900000.0,803800000.0,74500000.0,211600000.0,900000.0,210700000.0,3500000.0,490500000.0,,490500000.0,3527500000.0,3216800000.0,29400000.0,,155300000.0,32400000.0,32400000.0,1600000.0,1600000.0,2998100000.0,,2998100000.0,299600000.0,2698500000.0,,,,,310700000.0,96400000.0,,193000000.0,,,,4000000.0,7600000.0,,,9700000.0,400000.0,9300000.0,,2024-03-31
38797418.0,38797418.0,1148100000.0,1297000000.0,1969000000.0,3263400000.0,-367100000.0,1969000000.0,2700000.0,1969100000.0,2864300000.0,1969100000.0,1969100000.0,1581100000.0,,,388000000.0,388000000.0,1721900000.0,1057400000.0,,,141400000.0,895200000.0,0.0,895200000.0,20800000.0,664500000.0,7200000.0,401800000.0,2700000.0,399100000.0,22000000.0,194400000.0,,194400000.0,3691000000.0,3393600000.0,334500000.0,,,32400000.0,32400000.0,100000.0,100000.0,3026600000.0,,3026600000.0,1001700000.0,2024900000.0,,,,,297400000.0,28800000.0,,114500000.0,,,,3800000.0,3800000.0,,,146500000.0,300000.0,146200000.0,,2023-09-30
38797418.0,38797418.0,270231000.0,275077000.0,1912697000.0,2183883000.0,-401598000.0,1912697000.0,3991000.0,1912797000.0,1912797000.0,1912797000.0,1912797000.0,1524900000.0,-2411836000.0,2025730000.0,387975000.0,387975000.0,757939000.0,180118000.0,17457000.0,0.0,161831000.0,830000.0,830000.0,0.0,17500000.0,577821000.0,7788000.0,274247000.0,3161000.0,271086000.0,24549000.0,219669000.0,22036000.0,197633000.0,2670736000.0,2494513000.0,302800000.0,337082000.0,,34300000.0,34300000.0,100000.0,100000.0,2157331000.0,-995504000.0,3152835000.0,56114000.0,2101200000.0,2620642000.0,472552000.0,3527000.0,0.0,176223000.0,2907000.0,16529000.0,136119000.0,73585000.0,0.0,62534000.0,2559000.0,17254000.0,-44873000.0,62127000.0,855000.0,,855000.0,855000.0,2023-03-31
