Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Deferred Taxes Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Finished Goods,Work In Process,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
15111975.0,15111975.0,,217830000.0,8752070000.0,8821880000.0,6382280000.0,8752070000.0,155330000.0,8759380000.0,8780210000.0,8759380000.0,8759380000.0,8608260000.0,,,151120000.0,151120000.0,3537910000.0,220310000.0,167200000.0,146370000.0,20830000.0,53110000.0,3317600000.0,210520000.0,,50630000.0,8960000.0,41670000.0,,72940000.0,2823690000.0,,,6860000.0,2816830000.0,12297290000.0,2597410000.0,40530000.0,,33510000.0,159960000.0,159960000.0,7310000.0,,2322170000.0,,2322170000.0,57090000.0,2265080000.0,,,,,9699880000.0,414210000.0,,,2502340000.0,,,,2250000.0,,3644950000.0,,,3136130000.0,2806560000.0,329570000.0,,,2024-03-31
15111975.0,15111975.0,,249050000.0,7924920000.0,8016920000.0,5557180000.0,7924920000.0,165720000.0,7933590000.0,7975250000.0,7933590000.0,7933590000.0,7782470000.0,,,151120000.0,151120000.0,3612800000.0,270610000.0,191600000.0,149940000.0,41660000.0,79010000.0,3342190000.0,184590000.0,,57450000.0,15780000.0,41670000.0,,72290000.0,2854350000.0,,,11210000.0,2843140000.0,11546390000.0,2647020000.0,23330000.0,,51210000.0,161050000.0,161050000.0,8670000.0,,2402760000.0,,2402760000.0,50150000.0,2352610000.0,,,,,8899370000.0,279780000.0,,,2486080000.0,,,,4350000.0,33040000.0,3912810000.0,,,2183310000.0,1838860000.0,344450000.0,,,2023-09-30
15111975.0,15111975.0,17470000.0,280580000.0,7581740000.0,7697400000.0,5097920000.0,7581740000.0,176410000.0,7593230000.0,7655730000.0,7593230000.0,7593230000.0,7442110000.0,6867700000.0,115590000.0,151120000.0,151120000.0,3972470000.0,256950000.0,217830000.0,155330000.0,62500000.0,39120000.0,3715520000.0,211490000.0,11210000.0,62750000.0,21080000.0,41670000.0,119300000.0,81660000.0,3201130000.0,37210000.0,2980000.0,11210000.0,3160940000.0,11565700000.0,2752260000.0,-10000.0,59210000.0,48960000.0,122530000.0,122530000.0,11490000.0,11490000.0,2507580000.0,-2297860000.0,4805440000.0,64700000.0,2442870000.0,3830900000.0,709010000.0,200830000.0,0.0,8813440000.0,10000.0,2980000.0,382860000.0,2307110000.0,553530000.0,840260000.0,913320000.0,26710000.0,0.0,4985970000.0,-2850000.0,4988820000.0,1107800000.0,996010000.0,111790000.0,0.0,111790000.0,2023-03-31
