Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.320558,142293000.0,0.0,0.0,58480000.0,58627000.0,550908000.0,142293000.0,83666000.0,-4086000.0,4086000.0,58480000.0,58480000.0,758457000.0,,,,,58480000.0,58480000.0,0.0,58480000.0,4410000.0,54070000.0,54070000.0,25510000.0,79580000.0,19048000.0,0.0,-4086000.0,4086000.0,64618000.0,207549000.0,92762000.0,58627000.0,58627000.0,272167000.0,550908000.0,823075000.0,823075000.0,2024-03-31
0.0,0.343925,167043000.0,0.0,0.0,69474000.0,54468000.0,554279000.0,167043000.0,112575000.0,-4287000.0,4287000.0,69474000.0,69474000.0,765778000.0,14035152.0,13894800.0,4.95,5.0,69474000.0,69474000.0,0.0,69474000.0,-1571000.0,71045000.0,71045000.0,37243000.0,108288000.0,15051000.0,0.0,-4287000.0,4287000.0,97524000.0,211499000.0,98493000.0,54468000.0,54468000.0,309023000.0,554279000.0,863302000.0,863302000.0,2023-12-31
0.0,0.353821,123381000.0,0.0,0.0,43031000.0,56208000.0,512071000.0,123381000.0,67173000.0,-580000.0,580000.0,43031000.0,43031000.0,743205000.0,14343667.0,14201650.0,3.0,3.03,43031000.0,43031000.0,0.0,43031000.0,0.0,43031000.0,43031000.0,23562000.0,66593000.0,14553000.0,0.0,-580000.0,580000.0,52620000.0,231134000.0,105627000.0,56208000.0,56208000.0,283754000.0,512071000.0,795825000.0,795825000.0,2023-09-30
0.0,0.305978,191673000.0,0.0,0.0,95081000.0,54205000.0,486084000.0,191673000.0,137468000.0,-468000.0,468000.0,95081000.0,95081000.0,690092000.0,14341026.0,14191194.0,6.63,6.7,95081000.0,95081000.0,0.0,95081000.0,0.0,95081000.0,95081000.0,41919000.0,137000000.0,36793000.0,0.0,-468000.0,468000.0,100675000.0,204008000.0,100171000.0,54205000.0,54205000.0,304683000.0,486084000.0,790767000.0,790767000.0,2023-06-30
16065724.439377,0.256342,197629000.0,62673000.0,62673000.0,152612000.0,54646000.0,461192000.0,260302000.0,205656000.0,3059000.0,438000.0,106004724.439377,152612000.0,568786000.0,,,,,152612000.0,152612000.0,0.0,152612000.0,0.0,152612000.0,152612000.0,52606000.0,205218000.0,-22951000.0,33445000.0,3059000.0,438000.0,161758000.0,107594000.0,-126062000.0,54646000.0,54646000.0,269352000.0,461192000.0,730544000.0,730544000.0,2023-03-31
,,,,,,,,,,,,,,,14471689.0,14279830.0,10.42,10.56,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.3,109255000.0,,,8957000.0,73099000.0,497774000.0,109255000.0,36156000.0,-9420000.0,9420000.0,8957000.0,8957000.0,755089000.0,14446774.0,14217460.0,0.62,0.63,8957000.0,8957000.0,0.0,8957000.0,0.0,8957000.0,8957000.0,17779000.0,26736000.0,25934000.0,,-9420000.0,9420000.0,10222000.0,257315000.0,122420000.0,73099000.0,73099000.0,267537000.0,497774000.0,765311000.0,765311000.0,2024-06-30 00:00:00
