Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date,Total Unusual Items,Total Unusual Items Excluding Goodwill,Special Income Charges
0.0,0.018634,132400000.0,-2159300000.0,771900000.0,10027700000.0,132400000.0,-639500000.0,-1560800000.0,1560800000.0,-2159300000.0,-2159300000.0,15409000000.0,,,,,-2159300000.0,-2159300000.0,0.0,-2159300000.0,-2159300000.0,-2159300000.0,-41000000.0,-2200300000.0,78900000.0,-1560800000.0,1560800000.0,-715900000.0,5381300000.0,3307100000.0,771900000.0,771900000.0,4665400000.0,10027700000.0,14693100000.0,14693100000.0,2024-03-31,,,
0.0,0.3,-57100000.0,-2299200000.0,790500000.0,8761000000.0,-57100000.0,-847600000.0,-1439800000.0,1439800000.0,-2299200000.0,-2299200000.0,13375800000.0,4998260870.0,4998260870.0,-0.46,-0.46,-2299200000.0,-2299200000.0,0.0,-2299200000.0,-2299200000.0,-2299200000.0,11800000.0,-2287400000.0,200000.0,-1439800000.0,1439800000.0,-845500000.0,4614800000.0,2785000000.0,790500000.0,790500000.0,3769300000.0,8761000000.0,12530300000.0,12530300000.0,2023-12-31,,,
0.0,0.0,461800000.0,-1746100000.0,786400000.0,9080800000.0,461800000.0,-324600000.0,-1421500000.0,1421500000.0,-1746100000.0,-1746100000.0,14017200000.0,4988857143.0,4988857143.0,-0.35,-0.35,-1746100000.0,-1746100000.0,0.0,-1746100000.0,-1746100000.0,-1746100000.0,0.0,-1746100000.0,102400000.0,-1421500000.0,1421500000.0,-427000000.0,4936400000.0,2934300000.0,786400000.0,786400000.0,4509400000.0,9080800000.0,13590200000.0,13590200000.0,2023-09-30,,,
0.0,0.0,174600000.0,-2261400000.0,897400000.0,9668700000.0,174600000.0,-722800000.0,-1538600000.0,1538600000.0,-2261400000.0,-2261400000.0,14876800000.0,4916086957.0,4916086957.0,-0.46,-0.46,-2261400000.0,-2261400000.0,0.0,-2261400000.0,-2261400000.0,-2261400000.0,0.0,-2261400000.0,54100000.0,-1538600000.0,1538600000.0,-774300000.0,5208100000.0,3089000000.0,897400000.0,897400000.0,4433800000.0,9668700000.0,14102500000.0,14102500000.0,2023-06-30,,,
0.0,0.3,-614800000.0,-2975500000.0,922100000.0,11574800000.0,-614800000.0,-1536900000.0,-1433500000.0,1433500000.0,-2975500000.0,-2975500000.0,17245100000.0,,,,,-2975500000.0,-2975500000.0,0.0,-2975500000.0,-2975500000.0,-2975500000.0,5100000.0,-2970400000.0,95700000.0,-1433500000.0,1433500000.0,-1630100000.0,5670300000.0,3453900000.0,922100000.0,922100000.0,4040200000.0,11574800000.0,15615000000.0,15615000000.0,2023-03-31,,,
,,,,,,,,,,,,,4996600000.0,4996600000.0,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,2022-12-31,,,
0.0,0.0,265300000.0,-2068700000.0,771000000.0,5560400000.0,265300000.0,-505700000.0,-1563000000.0,1563000000.0,-2068700000.0,-2068700000.0,10621500000.0,4925476190.0,4925476190.0,-0.42,-0.42,-2068700000.0,-2068700000.0,0.0,-2068700000.0,-2068700000.0,-2068700000.0,0.0,-2068700000.0,60400000.0,-1563000000.0,1563000000.0,-558500000.0,5061100000.0,3120700000.0,771000000.0,771000000.0,4502600000.0,5560400000.0,10063000000.0,10063000000.0,2024-06-30 00:00:00,,,
0.0,0.0,-325900000.0,-2621000000.0,718100000.0,4990200000.0,-325900000.0,-1044000000.0,-1577000000.0,1577000000.0,-2621000000.0,-2621000000.0,10029300000.0,4945283019.0,4945283019.0,-0.53,-0.53,-2621000000.0,-2621000000.0,0.0,-2621000000.0,-2621000000.0,-2621000000.0,0.0,-2621000000.0,131200000.0,-1577000000.0,1577000000.0,-1172700000.0,5039100000.0,3154800000.0,718100000.0,718100000.0,3866400000.0,4990200000.0,8856600000.0,8856600000.0,2024-09-30 00:00:00,0.0,0.0,0.0
