Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Preferred Securities Outside Stock Equity,Tradeand Other Payables Non Current,Non Current Deferred Revenue,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Prepaid Assets,Inventory,Raw Materials,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Equivalents,Cash Financial,Date
872050000.0,872050000.0,6683850000.0,7840140000.0,-10255470000.0,-1603810000.0,-15730030000.0,-10255470000.0,22100000.0,-9421850000.0,-9295470000.0,-9094240000.0,327610000.0,-9421850000.0,-10294520000.0,,,872670000.0,872670000.0,22566680000.0,925310000.0,116660000.0,,,,3470000.0,138020000.0,11640000.0,126380000.0,157540000.0,21641370000.0,870630000.0,7702120000.0,10460000.0,7691660000.0,,7470000.0,9289340000.0,,9289340000.0,13472440000.0,7561100000.0,155660000.0,,371140000.0,166300000.0,166300000.0,18880000.0,,682980000.0,833620000.0,341880000.0,491740000.0,5212500000.0,,5212500000.0,611780000.0,4600720000.0,,,,,5911340000.0,660260000.0,,16570000.0,,,101560000.0,2714180000.0,,,2418770000.0,1284580000.0,1134190000.0,,,2023-09-30
872053848.0,872053848.0,8134800000.0,9191770000.0,-8829010000.0,1404190000.0,-14992420000.0,-8829010000.0,28660000.0,-7758920000.0,-7631010000.0,-7286330000.0,472590000.0,-7758920000.0,20000.0,-24694080000.0,16017370000.0,872670000.0,872670000.0,21393030000.0,919330000.0,118620000.0,20000.0,441400000.0,179880000.0,3470000.0,142760000.0,14850000.0,127910000.0,151800000.0,20473700000.0,930910000.0,9049010000.0,13810000.0,9035200000.0,11520000.0,11520000.0,10801510000.0,3605170000.0,7196340000.0,14106700000.0,8625420000.0,-20000.0,209750000.0,320560000.0,0.0,201070000.0,22380000.0,22380000.0,688950000.0,1070090000.0,578350000.0,491740000.0,6168190000.0,-21363340000.0,27531530000.0,607570000.0,18611340000.0,7419190000.0,423700000.0,469730000.0,0.0,5481280000.0,588840000.0,588840000.0,19580000.0,19580000.0,406940000.0,123130000.0,2516270000.0,-3140270000.0,5656540000.0,1826520000.0,798210000.0,1028310000.0,448840000.0,579470000.0,2023-03-31
872053848.0,872053848.0,6998590000.0,7732620000.0,-10200780000.0,-1880290000.0,-15004270000.0,-10200780000.0,18780000.0,-9594130000.0,-9467750000.0,-9331420000.0,262710000.0,-9594130000.0,-10466800000.0,,,872670000.0,872670000.0,22591130000.0,948080000.0,143790000.0,,,,4000000.0,135240000.0,8860000.0,126380000.0,157130000.0,21643050000.0,751770000.0,7597380000.0,9920000.0,7587460000.0,,48990000.0,9632750000.0,,9632750000.0,13259710000.0,6620930000.0,152510000.0,,468580000.0,159410000.0,159410000.0,17850000.0,,677010000.0,606650000.0,114910000.0,491740000.0,4538920000.0,,4538920000.0,687790000.0,3851130000.0,,,,,6638780000.0,496730000.0,,18330000.0,,,163570000.0,2652700000.0,,,3307450000.0,2592200000.0,715250000.0,,,2024-03-31 00:00:00
