Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Assets Held For Sale Current,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Retained Earnings,Tradeand Other Payables Non Current,Current Deferred Taxes Liabilities,Pensionand Other Post Retirement Benefit Plans Current,Other Payable,Dividends Payable,Non Current Prepaid Assets,Non Current Deferred Assets,Long Term Equity Investment,Investmentsin Associatesat Cost,Accumulated Depreciation,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Deferred Assets,Restricted Cash,Prepaid Assets,Finished Goods,Work In Process,Raw Materials,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Financial
13000000.0,13000000.0,667577000.0,781677000.0,2739216000.0,3564391000.0,573742000.0,2739216000.0,12344000.0,2795058000.0,2875498000.0,2795789000.0,731000.0,2795058000.0,2665058000.0,130000000.0,130000000.0,2017687000.0,210520000.0,,99438000.0,86709000.0,6269000.0,80440000.0,23562000.0,1807167000.0,178527000.0,694968000.0,6075000.0,688893000.0,52518000.0,580314000.0,9746000.0,570568000.0,4813476000.0,2432567000.0,50155000.0,17098000.0,90928000.0,90928000.0,176701000.0,55842000.0,30055000.0,25787000.0,2038054000.0,2038054000.0,197475000.0,1840579000.0,2380909000.0,153193000.0,156000.0,860634000.0,3603000.0,29135000.0,1195929000.0,138259000.0,36503000.0,101756000.0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,
13000000.0,13000000.0,502420000.0,726514000.0,2614570000.0,3385624000.0,678919000.0,2614570000.0,16153000.0,2675263000.0,2781795000.0,2676167000.0,904000.0,2675263000.0,2545263000.0,130000000.0,130000000.0,1939756000.0,251858000.0,-2000.0,102560000.0,115770000.0,9238000.0,106532000.0,31890000.0,1687898000.0,143959000.0,610744000.0,6915000.0,603829000.0,46900000.0,694886000.0,12742000.0,682144000.0,4615923000.0,2249106000.0,77018000.0,30073000.0,84304000.0,84304000.0,172162000.0,60693000.0,34906000.0,25787000.0,1820657000.0,1820657000.0,155078000.0,1665579000.0,2366817000.0,113886000.0,,818695000.0,4125000.0,65430000.0,1071865000.0,292816000.0,84875000.0,207941000.0,2023-09-30,,,,,,,,,,,,,,,,,,,,,,,,
12000000.0,12000000.0,1152583000.0,1191776000.0,1932809000.0,3170538000.0,74385000.0,1932809000.0,14372000.0,1993134000.0,2134186000.0,1994171000.0,1037000.0,1993134000.0,1873134000.0,120000000.0,120000000.0,2414719000.0,269041000.0,,91629000.0,149243000.0,8191000.0,141052000.0,26529000.0,2145678000.0,140721000.0,1042533000.0,6181000.0,1036352000.0,42389000.0,793126000.0,8186000.0,784940000.0,4408890000.0,2188827000.0,60655000.0,29419000.0,83529000.0,83529000.0,174994000.0,60325000.0,34538000.0,25787000.0,1776551000.0,1776551000.0,116397000.0,1660154000.0,2220063000.0,113528000.0,,853814000.0,4472000.0,48033000.0,1147653000.0,52563000.0,27742000.0,24821000.0,2023-03-31,,,,,,,,,,,,,,,,,,,,,,,,
