Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.097608,3330000000.0,0.0,0.0,1886000000.0,1111000000.0,2028000000.0,3330000000.0,2219000000.0,-129000000.0,129000000.0,1886000000.0,1886000000.0,7011000000.0,,,,,1886000000.0,1886000000.0,0.0,1886000000.0,1886000000.0,1886000000.0,204000000.0,2090000000.0,161000000.0,0.0,,-129000000.0,129000000.0,2158000000.0,4983000000.0,1603000000.0,1111000000.0,1111000000.0,7141000000.0,2028000000.0,9169000000.0,9169000000.0,2024-03-31
-7148335.745297,0.193198,2608000000.0,-37000000.0,-37000000.0,1115000000.0,1081000000.0,2374000000.0,2571000000.0,1490000000.0,-108000000.0,108000000.0,1144851664.254703,1115000000.0,7177000000.0,402527076.0,401079137.0,2.77,2.78,1115000000.0,1115000000.0,0.0,1115000000.0,1115000000.0,1115000000.0,267000000.0,1382000000.0,293000000.0,-37000000.0,37000000.0,-108000000.0,108000000.0,1358000000.0,4803000000.0,1513000000.0,1081000000.0,1081000000.0,6161000000.0,2374000000.0,8535000000.0,8535000000.0,2023-12-31
-16793629.727936,0.226941,2757000000.0,-74000000.0,-74000000.0,1165000000.0,1046000000.0,2672000000.0,2683000000.0,1637000000.0,-130000000.0,130000000.0,1222206370.272064,1165000000.0,7427000000.0,401724138.0,401724138.0,2.9,2.9,1165000000.0,1165000000.0,0.0,1165000000.0,1165000000.0,1165000000.0,342000000.0,1507000000.0,216000000.0,-74000000.0,74000000.0,-130000000.0,130000000.0,1674000000.0,4755000000.0,1454000000.0,1046000000.0,1046000000.0,6429000000.0,2672000000.0,9101000000.0,9101000000.0,2023-09-30
0.0,0.240033,2355000000.0,,,934000000.0,1021000000.0,2228000000.0,2355000000.0,1334000000.0,-105000000.0,105000000.0,934000000.0,934000000.0,6828000000.0,402586207.0,400858369.0,2.32,2.33,934000000.0,934000000.0,0.0,934000000.0,934000000.0,934000000.0,295000000.0,1229000000.0,236000000.0,,,-105000000.0,105000000.0,1253000000.0,4600000000.0,1425000000.0,1021000000.0,1021000000.0,5853000000.0,2228000000.0,8081000000.0,8081000000.0,2023-06-30
4738414.898224,0.225639,3241000000.0,21000000.0,21000000.0,1788000000.0,956000000.0,2938000000.0,3262000000.0,2306000000.0,606000000.0,-3000000.0,1771738414.898224,1788000000.0,6505000000.0,,,,,1788000000.0,1788000000.0,0.0,1788000000.0,1788000000.0,1788000000.0,521000000.0,2309000000.0,228000000.0,-85000000.0,,606000000.0,-3000000.0,2312000000.0,3567000000.0,26000000.0,956000000.0,898000000.0,5879000000.0,2938000000.0,8817000000.0,8817000000.0,2023-03-31
,,,0.0,0.0,,,,,,,,,,,404797048.0,400364964.0,2.71,2.74,,,,,,,,,,0.0,,,,,,,,,,,,,2022-12-31
80868706.811451,0.252715,1879000000.0,320000000.0,320000000.0,757000000.0,1069000000.0,2335000000.0,2199000000.0,1130000000.0,-117000000.0,117000000.0,517868706.811451,757000000.0,7235000000.0,402659574.0,400529101.0,1.88,1.89,757000000.0,757000000.0,0.0,757000000.0,757000000.0,757000000.0,256000000.0,1013000000.0,181000000.0,320000000.0,,-117000000.0,117000000.0,662000000.0,4900000000.0,1532000000.0,1069000000.0,1069000000.0,5562000000.0,2335000000.0,7897000000.0,7897000000.0,2024-06-30 00:00:00
