Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Deferred Taxes Liabilities,Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Other Payable,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
52865258.0,52865258.0,,2500000.0,963000000.0,965600000.0,827000000.0,963000000.0,963100000.0,963100000.0,963100000.0,963100000.0,910200000.0,,,52900000.0,52900000.0,20900000.0,0.0,0.0,20900000.0,2500000.0,2500000.0,0.0,7100000.0,,6800000.0,300000.0,984000000.0,136100000.0,,4900000.0,89900000.0,89900000.0,0.0,100000.0,,41200000.0,,41200000.0,0.0,41200000.0,,,,,847900000.0,7500000.0,,,299200000.0,,0.0,,,,541200000.0,408500000.0,132700000.0,,2024-03-31
52865258.0,52865258.0,3800000.0,15000000.0,971800000.0,986900000.0,899100000.0,971800000.0,971900000.0,971900000.0,971900000.0,971900000.0,919000000.0,,,52900000.0,52900000.0,33400000.0,0.0,0.0,33400000.0,15000000.0,15000000.0,0.0,11800000.0,,11600000.0,200000.0,1005300000.0,72800000.0,,5000000.0,25900000.0,25900000.0,,100000.0,,41800000.0,,41800000.0,0.0,41800000.0,,,,,932500000.0,9500000.0,,,446200000.0,,4500000.0,,,,472300000.0,461100000.0,11200000.0,,2023-09-30
52865258.0,52865258.0,,37500000.0,936843000.0,974423000.0,616905000.0,936843000.0,936923000.0,936923000.0,936923000.0,936923000.0,884000000.0,542299000.0,50047000.0,52865000.0,52865000.0,41899000.0,773000.0,773000.0,41126000.0,37500000.0,37500000.0,10000.0,3616000.0,1967000.0,482000.0,1167000.0,978822000.0,320791000.0,10405000.0,0.0,3398000.0,3398000.0,0.0,80000.0,80000.0,113582000.0,-16776000.0,130358000.0,0.0,2360000.0,15170000.0,25036000.0,87792000.0,0.0,658031000.0,185000.0,390070000.0,2102000.0,192733000.0,2951000.0,11935000.0,0.0,0.0,0.0,58055000.0,393000000.0,58055000.0,58055000.0,2023-03-31
