Treasury Shares Number,Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Fixed Assets Revaluation Reserve,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Long Term Debt And Capital Lease Obligation,Long Term Debt,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Goodwill And Other Intangible Assets,Net PPE,Accumulated Depreciation,Gross PPE,Construction In Progress,Other Properties,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Raw Materials,Other Receivables,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date
0.0,19453229.0,19453229.0,9989946000.0,10524123000.0,749045000.0,11273168000.0,-7079437000.0,749045000.0,749045000.0,7836809000.0,749045000.0,,749045000.0,554513000.0,,,,194532000.0,194532000.0,16280414000.0,7124080000.0,,7087764000.0,7087764000.0,31014000.0,9156334000.0,2235393000.0,3436359000.0,3436359000.0,,8507000.0,997796000.0,,,997796000.0,17029459000.0,14952562000.0,172654000.0,,385737000.0,37947000.0,37947000.0,,14355252000.0,,14355252000.0,10415000.0,14344837000.0,,,,,2076897000.0,95032000.0,,,114005000.0,,,,,172986000.0,,,1694874000.0,1160697000.0,534177000.0,,2024-03-31
,19453229.0,19453229.0,10439728000.0,10701407000.0,1192532000.0,11893939000.0,-6218406000.0,1192532000.0,1192532000.0,8746948000.0,1192532000.0,0.0,1192532000.0,998000000.0,,,,194532000.0,194532000.0,15691956000.0,7589988000.0,,7554416000.0,7554416000.0,30256000.0,8101968000.0,2218583000.0,3146991000.0,3146991000.0,,7514000.0,855587000.0,,,855587000.0,16884488000.0,15000926000.0,113765000.0,,385737000.0,37947000.0,37947000.0,0.0,14462347000.0,,14462347000.0,10415000.0,14451932000.0,,,,,1883562000.0,141881000.0,,,97508000.0,,,,,1323663000.0,,,320510000.0,58831000.0,261679000.0,,2023-09-30
,19453229.0,19453229.0,10627567000.0,10816679000.0,1623892000.0,12440571000.0,-5475924000.0,1623892000.0,1623892000.0,9579885000.0,1623892000.0,0.0,1623892000.0,1429360000.0,4040736000.0,-6964130000.0,3398483000.0,194532000.0,194532000.0,14102367000.0,7991579000.0,30256000.0,7955993000.0,7955993000.0,30256000.0,6110788000.0,512062000.0,2860686000.0,2860686000.0,83241000.0,7514000.0,1827241000.0,973267000.0,45000.0,853929000.0,15726259000.0,15091395000.0,35159000.0,93508000.0,385737000.0,0.0,37947000.0,,14575653000.0,-2243472000.0,16819125000.0,10415000.0,14565239000.0,2431530000.0,6369753000.0,8007427000.0,0.0,634864000.0,147763000.0,6949000.0,37059000.0,91882000.0,60375000.0,26113000.0,5394000.0,148324000.0,161538000.0,-4671000.0,166209000.0,189112000.0,44569000.0,189112000.0,189112000.0,2023-03-31
