Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Write Off,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
1246688.814839,0.254426,664988000.0,4900000.0,4900000.0,445698000.0,64278000.0,1510135000.0,669888000.0,605610000.0,8081000.0,7818000.0,15899000.0,442044688.814839,445698000.0,1853343000.0,,,,,445698000.0,445698000.0,0.0,445698000.0,0.0,445698000.0,445698000.0,152094000.0,597792000.0,61907000.0,95000.0,-95000.0,8081000.0,7818000.0,15899000.0,522904000.0,343208000.0,278930000.0,64278000.0,64278000.0,866112000.0,1510135000.0,2376247000.0,2376247000.0,2024-03-31
431916.467307,0.254069,543520000.0,1700000.0,1700000.0,357014000.0,63018000.0,1374106000.0,545220000.0,482202000.0,9980000.0,3587000.0,13567000.0,355745916.467307,357014000.0,1662199000.0,41416937.0,41416937.0,8.62,8.62,357014000.0,357014000.0,0.0,357014000.0,0.0,357014000.0,357014000.0,121601000.0,478615000.0,45116000.0,-5000.0,5000.0,9980000.0,3587000.0,13567000.0,421809000.0,288093000.0,225075000.0,63018000.0,63018000.0,709902000.0,1374106000.0,2084008000.0,2084008000.0,2023-12-31
658063.90129,0.2505,469520000.0,2627000.0,2627000.0,304204000.0,61334000.0,1265181000.0,472147000.0,410813000.0,6499000.0,4937000.0,11436000.0,302235063.90129,304204000.0,1530030000.0,41388299.0,41388299.0,7.35,7.35,304204000.0,304204000.0,0.0,304204000.0,0.0,304204000.0,304204000.0,101672000.0,405876000.0,40534000.0,-49000.0,49000.0,6499000.0,4937000.0,11436000.0,356216000.0,264849000.0,203515000.0,61334000.0,61334000.0,621065000.0,1265181000.0,1886246000.0,1886246000.0,2023-09-30
544547.213661,0.254342,617223000.0,2141000.0,2141000.0,412283000.0,61317000.0,1090286000.0,619364000.0,558047000.0,6774000.0,5135000.0,11909000.0,410686547.213661,412283000.0,1245981000.0,,,,,412283000.0,412283000.0,0.0,412283000.0,0.0,412283000.0,412283000.0,140629000.0,552912000.0,34305000.0,34000.0,-34000.0,6774000.0,5135000.0,11909000.0,509692000.0,155695000.0,94378000.0,61317000.0,61317000.0,665387000.0,1090286000.0,1755673000.0,1755673000.0,2023-03-31
815634.748303,0.258603,448708000.0,3154000.0,3154000.0,284898000.0,61723000.0,1089340000.0,451862000.0,390139000.0,6841000.0,5867000.0,12708000.0,282559634.748303,284898000.0,1220065000.0,41349492.0,41349492.0,6.89,6.89,284898000.0,284898000.0,0.0,284898000.0,0.0,284898000.0,284898000.0,99374000.0,384272000.0,26740000.0,9000.0,-9000.0,6841000.0,5867000.0,12708000.0,347537000.0,130725000.0,69002000.0,61723000.0,61723000.0,478262000.0,1089340000.0,1567602000.0,1567602000.0,2022-12-31
501869.789008,0.253983,438334000.0,1976000.0,1976000.0,280598000.0,59602000.0,1128687000.0,440310000.0,380708000.0,3552000.0,4580000.0,8132000.0,279123869.789008,280598000.0,1322089000.0,41386136.0,41386136.0,6.78,6.78,280598000.0,280598000.0,0.0,280598000.0,0.0,280598000.0,280598000.0,95530000.0,376128000.0,48515000.0,-40000.0,40000.0,3552000.0,4580000.0,8132000.0,322085000.0,193402000.0,133800000.0,59602000.0,59602000.0,515487000.0,1128687000.0,1644174000.0,1644174000.0,2023-06-30 00:00:00
792833.641083,0.253301,656659000.0,3130000.0,3130000.0,441994000.0,62936000.0,1688843000.0,659789000.0,596853000.0,9304000.0,4922000.0,14226000.0,439656833.641083,441994000.0,1967312000.0,41423993.0,41423993.0,10.67,10.67,441994000.0,441994000.0,0.0,441994000.0,0.0,441994000.0,441994000.0,149937000.0,591931000.0,69951000.0,1000.0,-1000.0,9304000.0,4922000.0,14226000.0,509546000.0,278469000.0,215533000.0,62936000.0,62936000.0,788015000.0,1688843000.0,2476858000.0,2476858000.0,2024-06-30 00:00:00
