Ordinary Shares Number,Share Issued,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Retained Earnings,Additional Paid In Capital,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Provisions,Payables,Other Payable,Dividends Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Prepaid Assets,Investmentin Financial Assets,Held To Maturity Securities,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Accumulated Depreciation,Gross PPE,Machinery Furniture Equipment,Buildings And Improvements,Land And Improvements,Properties,Current Assets,Other Current Assets,Restricted Cash,Prepaid Assets,Inventory,Other Inventories,Finished Goods,Other Receivables,Taxes Receivable,Accounts Receivable,Allowance For Doubtful Accounts Receivable,Gross Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Cash Financial,Date,Pensionand Other Post Retirement Benefit Plans Current
22841054.0,22841054.0,2272786000.0,2275371000.0,2047359000.0,2272786000.0,2275371000.0,2275371000.0,2299502000.0,24131000.0,2275371000.0,2229689000.0,,,45682000.0,45682000.0,964556000.0,13079000.0,,11265000.0,1814000.0,951477000.0,19646000.0,,883537000.0,,,883537000.0,3264058000.0,265222000.0,578000.0,,94230000.0,,94230000.0,20498000.0,2585000.0,2585000.0,0.0,147331000.0,,,,,,,2998836000.0,5919000.0,,,916299000.0,,,,21642000.0,912962000.0,,,1142014000.0,972578000.0,169436000.0,,2024-03-31,
22841054.0,22841054.0,2113598000.0,2114813000.0,1807504000.0,2113598000.0,2114813000.0,2114813000.0,2135205000.0,20392000.0,2114813000.0,2069131000.0,,,45682000.0,45682000.0,751894000.0,17550000.0,,10905000.0,6645000.0,734344000.0,22145000.0,1682000.0,655264000.0,,,655264000.0,2887099000.0,345251000.0,733000.0,,172135000.0,,172135000.0,20671000.0,1215000.0,,,150497000.0,,,,,,,2541848000.0,4947000.0,,,851906000.0,,,,21767000.0,741314000.0,,,921914000.0,825021000.0,96893000.0,,2023-09-30,
22841054.0,22841054.0,2050353000.0,2050766000.0,1625139000.0,2050353000.0,2050766000.0,2050766000.0,2069933000.0,19167000.0,2050766000.0,2005084000.0,365576000.0,13954000.0,45682000.0,45682000.0,869750000.0,14516000.0,4085000.0,10431000.0,4085000.0,855234000.0,17421000.0,1242000.0,824715000.0,43689000.0,8618000.0,772408000.0,2939683000.0,459310000.0,-2000.0,3667000.0,279233000.0,7077000.0,272156000.0,20843000.0,413000.0,407000.0,6000.0,151074000.0,-39184000.0,190258000.0,50847000.0,96871000.0,42540000.0,0.0,2480373000.0,5078000.0,28174000.0,9591000.0,816518000.0,685490000.0,131028000.0,42833000.0,14089000.0,830895000.0,-1918000.0,832813000.0,738273000.0,575193000.0,163080000.0,163080000.0,2023-03-31,
