Ordinary Shares Number,Share Issued,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Other Non Current Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Provisions,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Provisions,Payables,Total Tax Payable,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Investment Properties,Goodwill And Other Intangible Assets,Net PPE,Gross PPE,Construction In Progress,Other Properties,Current Assets,Other Current Assets,Inventory,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date,Assets Held For Sale Current
16599382.0,16599382.0,108000000.0,8051800000.0,8058800000.0,5407500000.0,8051800000.0,108000000.0,8058800000.0,8058800000.0,8058800000.0,8058800000.0,7892800000.0,166000000.0,166000000.0,2711700000.0,406700000.0,6700000.0,80300000.0,80300000.0,319700000.0,2305000000.0,137500000.0,27700000.0,27700000.0,78100000.0,1756800000.0,40700000.0,1716100000.0,10770500000.0,3058000000.0,91100000.0,269200000.0,53000000.0,53000000.0,20800000.0,7000000.0,1681400000.0,1681400000.0,280800000.0,1400600000.0,7712500000.0,715000000.0,1290500000.0,13900000.0,1357600000.0,4335500000.0,129400000.0,4206100000.0,2023-12-31,
16599382.0,16599382.0,120000000.0,7499500000.0,7508900000.0,4922000000.0,7499500000.0,120000000.0,7508900000.0,7508900000.0,7508900000.0,7508900000.0,7342900000.0,166000000.0,166000000.0,3503000000.0,464000000.0,6500000.0,88800000.0,88800000.0,368700000.0,3039000000.0,89200000.0,31200000.0,31200000.0,182500000.0,2431700000.0,61300000.0,2370400000.0,11011900000.0,3050900000.0,93000000.0,253200000.0,50900000.0,50900000.0,22500000.0,9400000.0,1732700000.0,1732700000.0,324900000.0,1407800000.0,7961000000.0,911400000.0,1349400000.0,15300000.0,1157100000.0,4527800000.0,177300000.0,4350500000.0,2023-06-30,
16599382.0,16599382.0,134900000.0,7343900000.0,7344600000.0,4911800000.0,7343900000.0,134900000.0,7344600000.0,7344600000.0,7344600000.0,7344600000.0,7178600000.0,166000000.0,166000000.0,3450600000.0,573600000.0,6300000.0,106800000.0,106800000.0,460500000.0,2877000000.0,96600000.0,28100000.0,28100000.0,83500000.0,2412800000.0,178600000.0,2234200000.0,10795200000.0,3006400000.0,77700000.0,219200000.0,104000000.0,104000000.0,24300000.0,700000.0,1684100000.0,1684100000.0,457700000.0,1226400000.0,7788800000.0,898100000.0,1673700000.0,15300000.0,1021300000.0,4180400000.0,120400000.0,4060000000.0,2022-12-31,
16599382.0,16599382.0,95600000.0,5372800000.0,5382400000.0,3053100000.0,5372800000.0,95600000.0,5382400000.0,5382400000.0,5382400000.0,5382400000.0,5216400000.0,166000000.0,166000000.0,2561200000.0,372100000.0,6900000.0,68800000.0,68800000.0,296400000.0,2189100000.0,125300000.0,26800000.0,26800000.0,102400000.0,1704500000.0,34500000.0,1670000000.0,7943600000.0,2701400000.0,18900000.0,336900000.0,62400000.0,62400000.0,19000000.0,9600000.0,1315300000.0,1315300000.0,58900000.0,1256400000.0,5242200000.0,613300000.0,1091100000.0,17200000.0,853300000.0,2577300000.0,192300000.0,2385000000.0,2024-06-30 00:00:00,90000000.0
