Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
-18828000.0,0.4,362680000.0,-47070000.0,-47070000.0,-9110000.0,164840000.0,1945340000.0,315610000.0,150770000.0,-124410000.0,124410000.0,19132000.0,-9110000.0,3434240000.0,,,,,-9110000.0,-9110000.0,0.0,-9110000.0,-21850000.0,12740000.0,12740000.0,13620000.0,26360000.0,39980000.0,-47070000.0,0.0,47070000.0,-124410000.0,124410000.0,177730000.0,1488900000.0,702130000.0,164840000.0,164840000.0,1666630000.0,1945340000.0,3611970000.0,3611970000.0,2024-03-31
15174000.0,0.3,244690000.0,50580000.0,50580000.0,82680000.0,154550000.0,1806350000.0,295270000.0,140720000.0,-125810000.0,125810000.0,47274000.0,82680000.0,3219220000.0,250545455.0,250545455.0,0.33,0.33,82680000.0,82680000.0,0.0,82680000.0,-24080000.0,106760000.0,106760000.0,-91850000.0,14910000.0,22200000.0,50580000.0,3460000.0,-54040000.0,-125810000.0,125810000.0,74370000.0,1412870000.0,679760000.0,154550000.0,154550000.0,1487240000.0,1806350000.0,3293590000.0,3293590000.0,2023-12-31
24201000.0,0.3,167790000.0,80670000.0,80670000.0,-83800000.0,153600000.0,1897700000.0,248460000.0,94860000.0,-125800000.0,125800000.0,-140269000.0,-83800000.0,3437370000.0,246470588.0,246470588.0,-0.34,-0.34,-83800000.0,-83800000.0,0.0,-83800000.0,-14980000.0,-68820000.0,-68820000.0,37880000.0,-30940000.0,16480000.0,80670000.0,-80670000.0,0.0,-125800000.0,125800000.0,22300000.0,1539670000.0,722500000.0,153600000.0,153600000.0,1561970000.0,1897700000.0,3459670000.0,3459670000.0,2023-09-30
-88657654.771099,0.37709,-74430000.0,-235110000.0,-235110000.0,-348460000.0,142410000.0,1948080000.0,-309540000.0,-451950000.0,-104840000.0,104840000.0,-202007654.771099,-348460000.0,3529560000.0,248900000.0,248900000.0,-1.4,-1.4,-348460000.0,-348460000.0,0.0,-348460000.0,-1650000.0,-346810000.0,-346810000.0,-209960000.0,-556790000.0,7930000.0,-235110000.0,,235110000.0,-104840000.0,104840000.0,-197480000.0,1581480000.0,797420000.0,142410000.0,142410000.0,1384000000.0,1948080000.0,3332080000.0,3332080000.0,2023-06-30
-179547000.0,0.3,-295820000.0,-394400000.0,-598490000.0,-935740000.0,147050000.0,2864910000.0,-690220000.0,-837270000.0,-96610000.0,50720000.0,-516797000.0,-935740000.0,3492760000.0,,,,,-935740000.0,-935740000.0,0.0,-935740000.0,-11350000.0,-924390000.0,-924390000.0,36380000.0,-887990000.0,-170020000.0,-599000000.0,-20300000.0,411770000.0,-96610000.0,50720000.0,147580000.0,627850000.0,-994100000.0,147050000.0,42080000.0,775430000.0,2864910000.0,3640340000.0,3640340000.0,2023-03-31
,,,,,,,,,,,,,,,246361111.0,246361111.0,-0.36,-0.36,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
-1911000.0,0.245,454100000.0,-7800000.0,-7800000.0,65100000.0,162500000.0,2142900000.0,446300000.0,283800000.0,-163800000.0,163800000.0,70989000.0,65100000.0,3637300000.0,250384615.0,250384615.0,0.26,0.26,65100000.0,65100000.0,0.0,65100000.0,-25500000.0,90600000.0,90600000.0,29400000.0,120000000.0,26800000.0,-7800000.0,7800000.0,0.0,-163800000.0,163800000.0,264800000.0,1494400000.0,711400000.0,162500000.0,162500000.0,1759200000.0,2142900000.0,3902100000.0,3902100000.0,2024-06-30 00:00:00
