Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Extraordinary,Net Income Discontinuous Operations,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.4,34076000.0,0.0,0.0,5491000.0,4073000.0,288445000.0,34076000.0,30003000.0,-24833000.0,24833000.0,5491000.0,5491000.0,315385000.0,,,,,5491000.0,5491000.0,0.0,5491000.0,5538000.0,0.0,0.0,5538000.0,-368000.0,5170000.0,7077000.0,0.0,-24833000.0,24833000.0,22927000.0,26940000.0,10873000.0,4073000.0,4073000.0,49867000.0,288445000.0,338312000.0,338312000.0,2024-03-31
0.0,0.155991,46887000.0,0.0,0.0,21096000.0,5962000.0,335233000.0,46887000.0,40925000.0,-15930000.0,15930000.0,21096000.0,21096000.0,379757000.0,21096000.0,21096000.0,1.0,1.0,21096000.0,21096000.0,0.0,21096000.0,21096000.0,0.0,0.0,21096000.0,3899000.0,24995000.0,3245000.0,0.0,-15930000.0,15930000.0,37679000.0,44524000.0,31404000.0,5962000.0,5962000.0,82203000.0,335233000.0,417436000.0,417436000.0,2023-12-31
0.0,0.170839,45640000.0,0.0,0.0,23288000.0,5963000.0,277485000.0,45640000.0,39677000.0,-11592000.0,11592000.0,23288000.0,23288000.0,315283000.0,20980180.0,20980180.0,1.11,1.11,23288000.0,23288000.0,0.0,23288000.0,23288000.0,0.0,0.0,23288000.0,4798000.0,28085000.0,6834000.0,0.0,-11592000.0,11592000.0,32844000.0,37798000.0,25129000.0,5963000.0,5963000.0,70642000.0,277485000.0,348127000.0,348127000.0,2023-09-30
0.0,0.167533,38845000.0,0.0,0.0,16984000.0,5961000.0,209148000.0,38845000.0,32884000.0,-12482000.0,12482000.0,16984000.0,16984000.0,244967000.0,20967901.0,20967901.0,0.81,0.81,16984000.0,16984000.0,0.0,16984000.0,16984000.0,,0.0,16984000.0,3418000.0,20402000.0,1014000.0,0.0,-12482000.0,12482000.0,31869000.0,35819000.0,24173000.0,5961000.0,5961000.0,67688000.0,209148000.0,276836000.0,276836000.0,2023-06-30
0.0,0.164798,47362000.0,0.0,0.0,24877000.0,5994000.0,291734000.0,47362000.0,41368000.0,-12599000.0,11580000.0,24877000.0,24877000.0,262967000.0,,,,,24877000.0,24877000.0,0.0,24877000.0,24877000.0,0.0,0.0,24877000.0,4909000.0,29788000.0,647000.0,0.0,-12599000.0,11580000.0,41743000.0,-28767000.0,-62299000.0,5994000.0,-17642000.0,12976000.0,291734000.0,304710000.0,304710000.0,2023-03-31
,,,,,,,,,,,,,,,20908333.0,20908333.0,0.6,0.6,,,,,,0.0,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.212798,27985000.0,0.0,0.0,5745000.0,5601000.0,282112000.0,27985000.0,22384000.0,-15086000.0,15086000.0,5745000.0,5745000.0,321177000.0,21277778.0,21277778.0,0.27,0.27,5745000.0,5745000.0,0.0,5745000.0,5745000.0,,0.0,5745000.0,1553000.0,7298000.0,3234000.0,0.0,-15086000.0,15086000.0,19150000.0,39065000.0,25471000.0,5601000.0,5601000.0,58215000.0,282112000.0,340327000.0,340327000.0,2024-06-30 00:00:00
