Ordinary Shares Number,Share Issued,Net Debt,Total Debt,Tangible Book Value,Invested Capital,Working Capital,Net Tangible Assets,Capital Lease Obligations,Common Stock Equity,Total Capitalization,Total Equity Gross Minority Interest,Minority Interest,Stockholders Equity,Other Equity Interest,Capital Stock,Common Stock,Total Liabilities Net Minority Interest,Total Non Current Liabilities Net Minority Interest,Non Current Pension And Other Postretirement Benefit Plans,Non Current Deferred Taxes Liabilities,Long Term Debt And Capital Lease Obligation,Long Term Capital Lease Obligation,Long Term Debt,Current Liabilities,Other Current Liabilities,Current Debt And Capital Lease Obligation,Current Capital Lease Obligation,Current Debt,Pensionand Other Post Retirement Benefit Plans Current,Payables,Accounts Payable,Total Assets,Total Non Current Assets,Other Non Current Assets,Non Current Deferred Taxes Assets,Investmentin Financial Assets,Available For Sale Securities,Long Term Equity Investment,Investmentsin Joint Venturesat Cost,Goodwill And Other Intangible Assets,Other Intangible Assets,Goodwill,Net PPE,Gross PPE,Other Properties,Current Assets,Other Current Assets,Other Receivables,Accounts Receivable,Cash Cash Equivalents And Short Term Investments,Other Short Term Investments,Cash And Cash Equivalents,Date
245695524.0,245695524.0,161238000.0,4191299000.0,1770751000.0,2747048000.0,-45357000.0,1770751000.0,3821314000.0,2377063000.0,2590767000.0,2501672000.0,124609000.0,2377063000.0,1885672000.0,491391000.0,491391000.0,5396204000.0,3908346000.0,27900000.0,77896000.0,3802550000.0,3588846000.0,213704000.0,1487858000.0,146103000.0,388749000.0,232468000.0,156281000.0,47599000.0,882949000.0,882949000.0,7897876000.0,6455375000.0,71252000.0,680774000.0,336161000.0,336161000.0,314907000.0,314907000.0,606312000.0,280554000.0,325758000.0,4379952000.0,4379952000.0,4379952000.0,1442501000.0,109788000.0,132738000.0,438846000.0,761129000.0,552382000.0,208747000.0,2024-03-31
245695524.0,245695524.0,,3970573000.0,1502657000.0,2325276000.0,-333677000.0,1502657000.0,3789159000.0,2143862000.0,2268570000.0,2265254000.0,121392000.0,2143862000.0,1652471000.0,491391000.0,491391000.0,5655946000.0,3835064000.0,29327000.0,87942000.0,3717795000.0,3593087000.0,124708000.0,1820882000.0,188073000.0,252778000.0,196072000.0,56706000.0,38706000.0,1149273000.0,1149273000.0,7921200000.0,6433995000.0,6366000.0,654203000.0,485965000.0,485965000.0,284826000.0,284826000.0,641205000.0,315447000.0,325758000.0,4262701000.0,4262701000.0,4262701000.0,1487205000.0,141218000.0,199465000.0,535778000.0,610744000.0,324572000.0,286172000.0,2023-09-30
