Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Net Non Operating Interest Income Expense,Total Other Finance Cost,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.259878,586924000.0,0.0,0.0,298050000.0,182472000.0,1834092000.0,586924000.0,404452000.0,-1748000.0,1748000.0,298050000.0,298050000.0,3635464000.0,,,,,298050000.0,298050000.0,0.0,298050000.0,298050000.0,298050000.0,104654000.0,402704000.0,73919000.0,0.0,-1748000.0,,1748000.0,330533000.0,1801372000.0,1233768000.0,182472000.0,182472000.0,2131905000.0,1834092000.0,3965997000.0,3965997000.0,2024-03-31
0.0,0.075645,615948000.0,0.0,0.0,346147000.0,179303000.0,1691549000.0,615948000.0,436645000.0,-62171000.0,62171000.0,346147000.0,346147000.0,3433781000.0,122747163.0,122747163.0,2.82,2.82,346147000.0,346147000.0,0.0,346147000.0,346147000.0,346147000.0,28327000.0,374474000.0,13063000.0,0.0,-62171000.0,,62171000.0,423582000.0,1742232000.0,1228218000.0,179303000.0,179303000.0,2165814000.0,1691549000.0,3857363000.0,3857363000.0,2023-12-31
0.0,0.260819,758812000.0,0.0,0.0,410028000.0,184982000.0,1769763000.0,758812000.0,573830000.0,-19124000.0,19124000.0,410028000.0,410028000.0,3481465000.0,122762874.0,122762874.0,3.34,3.34,410028000.0,410028000.0,0.0,410028000.0,410028000.0,410028000.0,144678000.0,554706000.0,67996000.0,0.0,-19124000.0,,19124000.0,505834000.0,1711702000.0,1172785000.0,184982000.0,184982000.0,2217536000.0,1769763000.0,3987299000.0,3987299000.0,2023-09-30
0.0,0.3,1016866000.0,0.0,0.0,689260000.0,171878000.0,2040218000.0,1016866000.0,844988000.0,-120093000.0,,689260000.0,689260000.0,3823718000.0,,,,,689260000.0,689260000.0,0.0,689260000.0,689260000.0,689260000.0,-46010000.0,643250000.0,85234000.0,0.0,-120093000.0,,,590387000.0,1783500000.0,1292860000.0,171878000.0,171878000.0,2373887000.0,2040218000.0,4414105000.0,4414105000.0,2023-03-31
0.0,0.356094,879788000.0,0.0,0.0,375293000.0,183093000.0,1752612000.0,879788000.0,696695000.0,-113857000.0,113857000.0,375293000.0,375293000.0,3464448000.0,122644771.0,122644771.0,3.06,3.06,375293000.0,375293000.0,0.0,375293000.0,375293000.0,375293000.0,207545000.0,582838000.0,-40450000.0,0.0,-113857000.0,26135000.0,113857000.0,737145000.0,1711836000.0,1176201000.0,183093000.0,183093000.0,2448981000.0,1752612000.0,4201593000.0,4201593000.0,2022-12-31
0.0,0.264965,405527000.0,0.0,0.0,157149000.0,189381000.0,1784695000.0,405527000.0,216146000.0,-2348000.0,2348000.0,157149000.0,157149000.0,3478457000.0,122772656.0,122772656.0,1.28,1.28,157149000.0,157149000.0,0.0,157149000.0,157149000.0,157149000.0,56649000.0,213798000.0,45091000.0,0.0,-2348000.0,,2348000.0,171055000.0,1693762000.0,1142414000.0,189381000.0,189381000.0,1864817000.0,1784695000.0,3649512000.0,3649512000.0,2024-06-30 00:00:00
0.0,0.255803,719186000.0,0.0,0.0,370188000.0,182171000.0,1612019000.0,719186000.0,537015000.0,-39582000.0,39582000.0,370188000.0,370188000.0,3385962000.0,122578808.0,122578808.0,3.02,3.02,370188000.0,370188000.0,0.0,370188000.0,370188000.0,370188000.0,127245000.0,497433000.0,61632000.0,0.0,-39582000.0,,39582000.0,475383000.0,1773943000.0,1259206000.0,182171000.0,182171000.0,2249326000.0,1612019000.0,3861345000.0,3861345000.0,2023-06-30 00:00:00
