Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Other Special Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.300695,384538000.0,0.0,0.0,73634000.0,69491000.0,1554323000.0,384538000.0,315047000.0,-103374000.0,103374000.0,73634000.0,73634000.0,2772910000.0,,,,,73634000.0,73634000.0,0.0,73634000.0,-74390000.0,148024000.0,148024000.0,63649000.0,211673000.0,19633000.0,0.0,0.0,,-103374000.0,103374000.0,295414000.0,1218587000.0,471719000.0,69491000.0,69491000.0,1514001000.0,1554323000.0,3068324000.0,3068324000.0,2024-03-31
-9454215.485437,0.274976,287061000.0,-34382000.0,-34382000.0,30005000.0,73324000.0,1023325000.0,252679000.0,179355000.0,-96955000.0,96955000.0,54932784.514563,30005000.0,2219566000.0,68265480.0,68265480.0,0.88,0.88,30005000.0,30005000.0,0.0,30005000.0,-29737000.0,59742000.0,59742000.0,22658000.0,82400000.0,40336000.0,-34382000.0,34382000.0,,-96955000.0,96955000.0,173401000.0,1196241000.0,492995000.0,73324000.0,73324000.0,1369642000.0,1023325000.0,2392967000.0,2392967000.0,2023-12-31
-6172030.974191,0.329791,298535000.0,-18715000.0,-18715000.0,100333000.0,60655000.0,1028501000.0,279820000.0,219165000.0,-57708000.0,57708000.0,112875969.025809,100333000.0,2040231000.0,63102516.0,63102516.0,1.59,1.59,100333000.0,100333000.0,0.0,100333000.0,-7877000.0,108210000.0,108210000.0,53247000.0,161457000.0,33903000.0,-18715000.0,,18715000.0,-57708000.0,57708000.0,203977000.0,1011730000.0,385022000.0,60655000.0,60655000.0,1215707000.0,1028501000.0,2244208000.0,2244208000.0,2023-09-30
0.0,0.292066,238637000.0,0.0,0.0,92899000.0,59636000.0,816644000.0,238637000.0,179001000.0,-47760000.0,47760000.0,92899000.0,92899000.0,1799694000.0,68308088.0,68308088.0,1.36,1.36,92899000.0,92899000.0,0.0,92899000.0,11000.0,92910000.0,92910000.0,38331000.0,131241000.0,6830000.0,0.0,,,-47760000.0,47760000.0,172171000.0,983050000.0,366217000.0,59636000.0,59636000.0,1155221000.0,816644000.0,1971865000.0,1971865000.0,2023-06-30
775812.011093,0.300121,440766000.0,2585000.0,2585000.0,227876000.0,57907000.0,1712463000.0,443351000.0,385444000.0,-74572000.0,59845000.0,226066812.011093,227876000.0,2482344000.0,,,,,227876000.0,227876000.0,0.0,227876000.0,-4000.0,227880000.0,227880000.0,97719000.0,325599000.0,-7366000.0,2585000.0,,,-74572000.0,59845000.0,418551000.0,769881000.0,547471000.0,57907000.0,47237000.0,1188432000.0,1712463000.0,2900895000.0,2900895000.0,2023-03-31
,,,,,,,,,,,,,,,68195556.0,68195556.0,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,2022-12-31
0.0,0.21756,236298000.0,0.0,0.0,34037000.0,72606000.0,979747000.0,236298000.0,163692000.0,-94419000.0,94419000.0,34037000.0,34037000.0,2124866000.0,68265480.0,68265480.0,0.79,0.79,34037000.0,34037000.0,0.0,34037000.0,-20165000.0,54202000.0,54202000.0,15071000.0,69273000.0,17838000.0,0.0,,,-94419000.0,94419000.0,145854000.0,1145119000.0,415981000.0,72606000.0,72606000.0,1290973000.0,979747000.0,2270720000.0,2270720000.0,2024-06-30 00:00:00
