Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Operating Income,Operating Expense,Other Operating Expenses,Depreciation And Amortization In Income Statement,Depreciation Income Statement,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Date
0.0,0.240006,17433000000.0,,,10999000000.0,2270000000.0,64156000000.0,17433000000.0,15163000000.0,-680000000.0,680000000.0,10999000000.0,10999000000.0,75842000000.0,,,,,10999000000.0,10999000000.0,0.0,10999000000.0,-8000000.0,11007000000.0,11007000000.0,3476000000.0,14483000000.0,2076000000.0,,,-680000000.0,680000000.0,13087000000.0,11686000000.0,9416000000.0,2270000000.0,2270000000.0,24773000000.0,64156000000.0,88929000000.0,88929000000.0,2024-03-31
0.0,0.243,18044000000.0,,,11689000000.0,1990000000.0,62842000000.0,18044000000.0,16054000000.0,-607000000.0,607000000.0,11689000000.0,11689000000.0,76307000000.0,296675127.0,295924051.0,39.4,39.5,11689000000.0,11689000000.0,0.0,11689000000.0,-4000000.0,11693000000.0,11693000000.0,3754000000.0,15447000000.0,2195000000.0,,,-607000000.0,607000000.0,13859000000.0,13465000000.0,11475000000.0,1990000000.0,1990000000.0,27324000000.0,62842000000.0,90166000000.0,90166000000.0,2023-12-31
0.0,0.235,17745000000.0,,,11618000000.0,2082000000.0,63527000000.0,17745000000.0,15663000000.0,-470000000.0,470000000.0,11618000000.0,11618000000.0,74823000000.0,296604544.0,295849249.0,39.17,39.27,11618000000.0,11618000000.0,0.0,11618000000.0,-5000000.0,11623000000.0,11623000000.0,3570000000.0,15193000000.0,1432000000.0,,,-470000000.0,470000000.0,14231000000.0,11296000000.0,9214000000.0,2082000000.0,2082000000.0,25527000000.0,63527000000.0,89054000000.0,89054000000.0,2023-09-30
0.0,0.25,17671000000.0,,,11515000000.0,1847000000.0,55987000000.0,17671000000.0,15824000000.0,-460000000.0,460000000.0,11515000000.0,11515000000.0,72513000000.0,296396396.0,295863309.0,38.85,38.92,11515000000.0,11515000000.0,0.0,11515000000.0,-8000000.0,11523000000.0,11523000000.0,3841000000.0,15364000000.0,1316000000.0,,,-460000000.0,460000000.0,14508000000.0,16526000000.0,14679000000.0,1847000000.0,1847000000.0,31034000000.0,55987000000.0,87021000000.0,87021000000.0,2023-06-30
381025273.507824,0.228569,15939000000.0,1667000000.0,1667000000.0,11137000000.0,3073000000.0,52859000000.0,17606000000.0,14533000000.0,1300000000.0,91000000.0,9851025273.507824,11137000000.0,73066000000.0,,,,,11137000000.0,11137000000.0,0.0,11137000000.0,-4000000.0,11141000000.0,11141000000.0,3301000000.0,14442000000.0,-3394000000.0,-3000000.0,,1300000000.0,91000000.0,13844000000.0,20207000000.0,-5168000000.0,1823000000.0,558000000.0,34051000000.0,52859000000.0,86910000000.0,86910000000.0,2023-03-31
,,,-500000000.0,-500000000.0,,,,,,,,,,,296181172.0,295743423.0,33.78,33.83,,,,,,,,,,,-500000000.0,500000000.0,,,,,,,,,,,,2022-12-31
0.0,0.256,18332000000.0,,,11338000000.0,2352000000.0,65432000000.0,18332000000.0,15980000000.0,-724000000.0,724000000.0,11338000000.0,11338000000.0,77717000000.0,296573372.0,296031332.0,38.23,38.3,11338000000.0,11338000000.0,0.0,11338000000.0,-13000000.0,11351000000.0,11351000000.0,3905000000.0,15256000000.0,2271000000.0,,,-724000000.0,724000000.0,13709000000.0,12285000000.0,9933000000.0,2352000000.0,2352000000.0,25994000000.0,65432000000.0,91426000000.0,91426000000.0,2024-06-30 00:00:00
0.0,0.258,19982000000.0,,,12510000000.0,2411000000.0,66915000000.0,19982000000.0,17571000000.0,-703000000.0,703000000.0,12510000000.0,12510000000.0,79747000000.0,296656391.0,296094675.0,42.17,42.25,12510000000.0,12510000000.0,0.0,12510000000.0,-6000000.0,12516000000.0,12516000000.0,4352000000.0,16868000000.0,2989000000.0,,,-703000000.0,703000000.0,14582000000.0,12832000000.0,10421000000.0,2411000000.0,2411000000.0,27414000000.0,66915000000.0,94329000000.0,94329000000.0,2024-09-30 00:00:00
